city,X,집계년도,재산번호,재산구분명,재산종류명,행정재산구분명,회계구분명,산구분명,시군구명,읍면동명,리명,본번,부번,입력시스템명,실지목명,공부지목명,재산수량,재산면적,대장가액.원.,기준가액.원.,재산관리기관명,분임관리기관명,위임관리기관명,취득일자,취득승인여부,취득방법명,재산명칭,등록일자,address,longitude,latitude,avg_price
Gapyeong,1252,2015,127310,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,434,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 434 - 0,127.4189,37.7372,0
Gapyeong,1253,2015,127308,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,434,25,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 434 - 25,127.4165,37.736,0
Gapyeong,1254,2015,127307,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,441,19,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 441 - 19,127.4163,37.7377,0
Gapyeong,1255,2015,127327,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,465,30,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 465 - 30,127.4212,37.7391,0
Gapyeong,1256,2015,127317,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,497,11,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 497 - 11,127.4192,37.7414,0
Gapyeong,1257,2015,127300,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,619,10,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 619 - 10,127.4142,37.7353,0
Gapyeong,1258,2015,127305,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,629,2,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 629 - 2,127.4124,37.7325,0
Gapyeong,1293,2015,173141,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,북면,적목리,329,3,이호조,미등록,unknown,1,0,4421661640,4421661640,경기도 건설국 도로정책과,,경기도 가평군 건설교통과,2011-08-31,Y,신축,경기도 가평군 북면 적목리 일반번지 -번지,2012-03-26,경기도 가평군 북면 적목리 329 - 3,127.4165,37.9673,0
Gapyeong,1294,2015,161059,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,북면,적목리,359,0,이호조,미등록,unknown,1,0,1.65E+08,1.65E+08,경기도 건설국 도로정책과,,,2010-01-14,Y,신축,지방도 368호선 강씨봉 진입도로,2011-05-20,경기도 가평군 북면 적목리 359 - 0,127.4207,37.968,0
Gapyeong,1295,2015,159319,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,북면,백둔리,1,1,이호조,미등록,unknown,1,0,1078000,1078000,경기도 재난안전본부 소방행정과,경기도 가평소방서,,2010-12-23,Y,신축,지상식 소화전,2011-01-05,경기도 가평군 북면 백둔리 1 - 1,127.5031,37.8993,0
Gapyeong,1296,2015,176138,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,북면,이곡리,7,8,이호조,미등록,unknown,1,0,10124370,10124370,경기도 경기도산림환경연구소,,,2012-07-04,Y,매입,가평2관사 울타리,2012-08-06,경기도 가평군 북면 이곡리 7 - 8,127.5483,37.8816,0
Gapyeong,15701,2015,127298,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,432,53,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 432 - 53,127.4195,37.7372,0
Gapyeong,15749,2015,127245,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,대곡리,254,1,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 대곡리 254 - 1,127.5122,37.8256,0
Gapyeong,15750,2015,127228,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,대곡리,275,6,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 대곡리 275 - 6,127.5116,37.8269,0
Gapyeong,15751,2015,127264,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,대곡리,381,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1999-12-06,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 대곡리 381 - 0,127.5085,37.8219,0
Gapyeong,15752,2015,127262,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,달전리,93,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1996-12-16,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 달전리 93 - 0,127.5192,37.8028,0
Gapyeong,15753,2015,127258,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,달전리,222,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 달전리 222 - 0,127.5195,37.8104,0
Gapyeong,15754,2015,127256,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,달전리,241,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 달전리 241 - 0,127.5199,37.8106,0
Gapyeong,15755,2015,127230,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,달전리,284,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1998-10-08,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 달전리 284 - 0,127.5206,37.8135,0
Gapyeong,15756,2015,127257,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,달전리,285,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 달전리 285 - 0,127.5204,37.8127,0
Gapyeong,15757,2015,127261,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,달전리,336,6,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1996-12-16,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 달전리 336 - 6,127.5182,37.8142,0
Gapyeong,15758,2015,127273,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,경반리,196,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 경반리 196 - 0,127.4341,37.8563,0
Gapyeong,15759,2015,185141,공작물,행정재산,공용재산,일반회계,산,경기도 가평군,가평읍,승안리,1,0,이호조,미등록,unknown,1,0,177314610,177314610,경기도 축산산림국 공원녹지과,,,2013-12-20,Y,신축,연인산도립공원 임도구조개량,2014-03-20,경기도 가평군 가평읍 승안리 1 - 0,127.5088,37.8403,0
Gapyeong,15785,2015,175259,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,대곡리,213,5,이호조,미등록,unknown,1,0,999000,999000,경기도 재난안전본부 소방행정과,경기도 가평소방서,,2012-06-08,Y,신축,신설 소화전,2012-06-21,경기도 가평군 가평읍 대곡리 213 - 5,127.5167,37.8236,0
Gapyeong,15786,2015,180757,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,대곡리,213,5,이호조,미등록,unknown,1,0,660000,660000,경기도 재난안전본부 소방행정과,경기도 가평소방서 소방행정과,,2013-04-24,Y,신축,소화전,2013-06-24,경기도 가평군 가평읍 대곡리 213 - 5,127.5167,37.8236,0
Gapyeong,15787,2015,151813,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,대곡리,215,5,이호조,미등록,unknown,1,0,1.00E+06,1.00E+06,경기도 재난안전본부 소방행정과,경기도 가평소방서,,2009-04-16,Y,매입,소방용수시설 공사에 따른 도로점용허가 도면,2010-03-09,경기도 가평군 가평읍 대곡리 215 - 5,127.4962945,37.8372685,0
Gapyeong,15788,2015,127248,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,대곡리,238,9,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 대곡리 238 - 9,127.5139,37.8258,0
Gapyeong,16271,2015,127263,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,291,13,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1997-11-30,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 291 - 13,127.5188,37.8319,0
Gapyeong,16272,2015,127244,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,329,9,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 329 - 9,127.5118,37.8276,0
Gapyeong,16273,2015,127229,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,338,3,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 338 - 3,127.5127,37.8284,0
Gapyeong,16274,2015,127243,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,349,1,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 349 - 1,127.5141,37.8283,0
Gapyeong,16275,2015,127246,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,349,6,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 349 - 6,127.5144,37.8275,0
Gapyeong,16276,2015,127242,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,350,38,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 350 - 38,127.5147,37.8287,0
Gapyeong,16277,2015,159107,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,355,0,이호조,미등록,unknown,1,0,2832960,2832960,경기도 재난안전본부 소방행정과,경기도 가평소방서,,2010-11-28,Y,신축,소화전,2010-12-01,경기도 가평군 가평읍 읍내리 355 - 0,127.516,37.8279,0
Gapyeong,16278,2015,127247,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,376,14,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 376 - 14,127.5165,37.8272,0
Gapyeong,16279,2015,127236,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,454,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 454 - 0,127.5122,37.832,0
Gapyeong,16280,2015,127259,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,461,3,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 461 - 3,127.5125,37.8302,0
Gapyeong,16281,2015,127260,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,읍내리,471,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 읍내리 471 - 0,127.5135,37.831,0
Gapyeong,17010,2015,127276,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,156,40,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 156 - 40,127.4962945,37.8372685,0
Gapyeong,17011,2015,127285,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,383,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 383 - 0,127.4894,37.6741,0
Gapyeong,17012,2015,127288,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,396,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 396 - 0,127.4893,37.6768,0
Gapyeong,17013,2015,127280,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,403,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 403 - 0,127.4902,37.6738,0
Gapyeong,17014,2015,127286,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,409,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 409 - 0,127.4937,37.6772,0
Gapyeong,17015,2015,127282,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,412,2,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 412 - 2,127.4917,37.6773,0
Gapyeong,17016,2015,127283,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,432,4,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 432 - 4,127.4915,37.6777,0
Gapyeong,17017,2015,127287,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,432,4,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 432 - 4,127.4915,37.6777,0
Gapyeong,17018,2015,127292,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,434,2,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,2001-08-09,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 434 - 2,127.4908,37.6779,0
Gapyeong,17019,2015,127293,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,444,8,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,2003-11-08,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 444 - 8,127.4898,37.68,0
Gapyeong,17020,2015,127289,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,452,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1995-09-05,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 452 - 0,127.4894,37.6781,0
Gapyeong,17056,2015,168563,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,승안리,58,5,이호조,미등록,unknown,1,0,2954280,2954280,경기도 경기도산림환경연구소,경기도 경기도산림환경연구소,,2011-08-17,Y,매입,강씨봉 차단기,2011-08-26,경기도 가평군 가평읍 승안리 58 - 5,127.5055,37.8416,0
Gapyeong,17057,2015,127268,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,승안리,64,10,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,2002-10-24,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 승안리 64 - 10,127.4962945,37.8372685,0
Gapyeong,17161,2015,127301,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,634,2,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 634 - 2,127.4109,37.732,0
Gapyeong,17162,2015,127304,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,686,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 686 - 0,127.4114,37.7314,0
Gapyeong,17163,2015,127323,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,688,7,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 688 - 7,127.414,37.7313,0
Gapyeong,17164,2015,127299,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,699,1,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 699 - 1,127.4099,37.7282,0
Gapyeong,17165,2015,127306,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,738,10,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 738 - 10,127.4152,37.7345,0
Gapyeong,17166,2015,168580,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,상천리,1112,4,이호조,미등록,unknown,1,0,3729000,3729000,경기도 재난안전본부 소방행정과,경기도 가평소방서 현장지휘과,,2011-07-08,Y,신축,소화전,2011-08-26,경기도 가평군 청평면 상천리 1112 - 4,127.4463,37.7695,0
Gapyeong,17167,2015,127320,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,하천리,211,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 하천리 211 - 0,127.4358,37.7475,0
Gapyeong,17168,2015,127326,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,하천리,486,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 하천리 486 - 0,127.431,37.7493,0
Gapyeong,17169,2015,127319,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,하천리,493,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 하천리 493 - 0,127.4295,37.7477,0
Gapyeong,17564,2015,127284,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,464,4,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 464 - 4,127.4886,37.6779,0
Gapyeong,17565,2015,127279,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,514,40,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 514 - 40,127.4962945,37.8372685,0
Gapyeong,17566,2015,127278,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,선촌리,375,5,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 선촌리 375 - 5,127.484,37.6774,0
Gapyeong,17567,2015,127291,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,선촌리,472,3,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1998-10-08,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 선촌리 472 - 3,127.4807,37.677,0
Gapyeong,17568,2015,189876,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,위곡리,0,0,이호조,미등록,unknown,1,0,1110282510,1110282510,경기도 건설국 도로정책과,,,2014-06-05,Y,신축,국지도86호선(신천-위곡) 보도,2015-04-13,경기도 가평군 설악면 위곡리 0 - 0,127.4962945,37.8372685,0
Gapyeong,17569,2015,127295,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,위곡리,599,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,2004-10-22,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 위곡리 599 - 0,127.5221,37.6728,0
Gapyeong,17570,2015,127294,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,위곡리,718,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,2004-10-22,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 위곡리 718 - 0,127.5152,37.6703,0
Gapyeong,17571,2015,127302,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,13,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 13 - 0,127.4328,37.7405,0
Gapyeong,17628,2015,127309,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,79,20,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 79 - 20,127.4187,37.7357,0
Gapyeong,17629,2015,127296,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,청평면,청평리,90,19,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 청평면 청평리 90 - 19,127.4962945,37.8372685,0
Gapyeong,17639,2015,97691,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,복장리,381,2,행정,미등록,unknown,1,0,35542080,35542000,경기도 재난안전본부 소방행정과,경기도 남양주소방서 소방행정과,,1997-02-20,Y,신축,선착장,2008-01-04,경기도 가평군 가평읍 복장리 381 - 2,127.508,37.737,0
Gapyeong,17640,2015,97709,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,복장리,381,2,행정,미등록,unknown,1,0,200219690,200220000,경기도 재난안전본부 소방행정과,경기도 남양주소방서 소방행정과,,1998-10-22,Y,신축,선가시설,2008-01-04,경기도 가평군 가평읍 복장리 381 - 2,127.508,37.737,0
Gapyeong,17641,2015,180767,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,복장리,381,2,이호조,미등록,unknown,1,0,10549000,10549000,경기도 재난안전본부 소방행정과,경기도 가평소방서,,2013-03-27,Y,신축,수난구조대 소방호스 건조대,2013-06-24,경기도 가평군 가평읍 복장리 381 - 2,127.508,37.737,0
Gapyeong,17642,2015,127290,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,56,1,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1996-12-16,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 56 - 1,127.4962945,37.8372685,0
Gapyeong,17643,2015,127277,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,146,2,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 146 - 2,127.4977,37.6751,0
Gapyeong,17644,2015,127281,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,설악면,신천리,156,4,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1986-01-01,Y,매입,소방용수,2008-03-07,경기도 가평군 설악면 신천리 156 - 4,127.495,37.6753,0
Gapyeong,17666,2015,97690,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,복장리,381,2,행정,미등록,unknown,1,0,126501880,126502000,경기도 재난안전본부 소방행정과,경기도 남양주소방서 소방행정과,,1997-06-20,Y,신축,접안시설,2008-01-04,경기도 가평군 가평읍 복장리 381 - 2,127.508,37.737,0
Gapyeong,17667,2015,177651,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,복장리,318,2,이호조,미등록,unknown,1,0,4150000,49997860,경기도 재난안전본부 소방행정과,경기도 가평소방서 소방행정과,,2012-05-15,Y,신축,수난구조용 유선장,2012-11-06,경기도 가평군 가평읍 복장리 318 - 2,127.5039,37.737,0
Gapyeong,17668,2015,151812,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,이화리,411,0,이호조,미등록,unknown,1,0,22711700,22711700,경기도 재난안전본부 소방행정과,경기도 가평소방서,,2009-05-11,Y,매입,소화전,2010-03-09,경기도 가평군 가평읍 이화리 411 - 0,127.5109,37.7953,0
Gapyeong,17689,2015,127232,공작물,행정재산,공용재산,일반회계,일반,경기도 가평군,가평읍,승안리,585,0,행정,미등록,unknown,1,0,2500000,2500000,경기도 재난안전본부 소방행정과,경기도 남양주소방서,,1993-01-29,Y,매입,소방용수,2008-03-07,경기도 가평군 가평읍 승안리 585 - 0,127.4634,37.8505,0
