city,X,집계년도,재산번호,재산구분명,재산종류명,행정재산구분명,회계구분명,산구분명,시군구명,읍면동명,리명,본번,부번,입력시스템명,실지목명,공부지목명,재산수량,재산면적,대장가액.원.,기준가액.원.,재산관리기관명,분임관리기관명,위임관리기관명,취득일자,취득승인여부,취득방법명,재산명칭,등록일자,비고,address,longitude,latitude,avg_price
Namyangju,72255,2015,60410,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,진접읍,내곡리,564,4,행정,제방,levee,1,291,579090,579090,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1990-09-28,Y,매입,제  방,2007-07-18,[토지분류코드:GA214][관리dae장코드:2506007],경기도 남양주시 진접읍 내곡리 564 - 4,127.1526,37.6686,1990
Namyangju,75900,2015,60517,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,진접읍,연평리,81,7,행정,ddap,dap,1,212,421880,421880,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1993-03-16,Y,매입,하  천,2007-07-18,[토지분류코드:GA202][관리dae장코드:2506114],경기도 남양주시 진접읍 연평리 81 - 7,127.1792,37.7105,1990
Namyangju,89625,2015,60130,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,와부읍,월문리,1053,16,행정,ddap,dap,1,192,382080,382080,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1992-08-07,Y,매입,하  천,2007-07-18,[토지분류코드:GA202][관리dae장코드:2505727],경기도 남양주시 와부읍 월문리 1053 - 16,127.2286,37.5916,1990
Namyangju,89646,2015,60135,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,와부읍,월문리,1053,9,행정,제방,levee,1,82,163180,163180,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1992-08-07,Y,매입,하  천,2007-07-18,[토지분류코드:GA214][관리dae장코드:2505732],경기도 남양주시 와부읍 월문리 1053 - 9,127.2284,37.5914,1990
Namyangju,75901,2015,60518,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,진접읍,연평리,81,8,행정,ddap,dap,1,77,153230,153230,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1993-03-16,Y,매입,하  천,2007-07-18,[토지분류코드:GA202][관리dae장코드:2506115],경기도 남양주시 진접읍 연평리 81 - 8,127.1791,37.7104,1990
Namyangju,72247,2015,60402,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,진접읍,내곡리,551,3,행정,제방,levee,1,44,87560,87560,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1990-09-28,Y,매입,제  방,2007-07-18,[토지분류코드:GA214][관리dae장코드:2505999],경기도 남양주시 진접읍 내곡리 551 - 3,127.1524,37.6665,1990
Namyangju,72248,2015,60403,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,진접읍,내곡리,551,4,행정,제방,levee,1,12,23880,23880,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1990-09-28,Y,매입,제  방,2007-07-18,[토지분류코드:GA214][관리dae장코드:2506000],경기도 남양주시 진접읍 내곡리 551 - 4,127.1523,37.666,1990
Namyangju,72252,2015,60407,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,진접읍,내곡리,563,1,행정,제방,levee,1,2,3980,3980,경기도 건설국 river과,,경기도 남양주시 환경녹지국 생태river과,1990-09-28,Y,매입,제  방,2007-07-18,[토지분류코드:GA214][관리dae장코드:2506004],경기도 남양주시 진접읍 내곡리 563 - 1,127.1525,37.668,1990
Namyangju,108420,2015,62303,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,수동면,운수리,128,4,행정,road,road,1,192,379780,379780,경기도 건설국 road정책과,,경기도 남양주시 교통road국 road정비과,1975-12-23,Y,매입,도  로,2007-07-18,[토지분류코드:GA211][관리dae장코드:2507900],경기도 남양주시 수동면 운수리 128 - 4,127.3265,37.7018,1978.020833
Namyangju,120819,2015,59433,토지,행정재산,공용재산,일반회계,산,경기도 남양주시,수동면,수산리,199,0,행정,임야,forest,1,70413,138713610,138713610,경기도 경기도산림환경연구소,,,1961-07-14,Y,매입,임야,2007-07-18,[토지분류코드:GA105][관리dae장코드:3700453],경기도 남양주시 수동면 수산리 199 - 0,127.2753,37.7238,1970
Namyangju,86132,2015,62178,토지,행정재산,공공용재산,일반회계,일반,경기도 남양주시,수동면,수산리,14,2,행정,road,road,1,23,45100,45100,경기도 건설국 road정책과,,경기도 남양주시 교통road국 road정비과,1975-10-08,Y,매입,도  로,2007-07-18,[토지분류코드:GA211][관리dae장코드:2507775],경기도 남양주시 수동면 수산리 14 - 2,127.2943,37.734,1960.869565
