"","X","집계년도","재산번호","재산구분명","재산종류명","행정재산구분명","회계구분명","산구분명","시군구명","읍면동명","리명","본번","부번","입력시스템명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득승인여부","취득방법명","재산명칭","등록일자","비고","address","longitude","latitude"
"16",11118,2015,126196,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,374,18,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2006-11-21","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  374 - 18",127.138,37.5994
"17",11119,2015,126125,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,376,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1983-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  376 - 0",127.1364,37.599
"18",11120,2015,126126,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,376,4,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1983-10-11","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  376 - 4",127.1367,37.5984
"19",11121,2015,126113,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,376,24,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1981-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  376 - 24",127.1367,37.599
"20",11122,2015,126197,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,377,5,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2006-11-21","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  377 - 5",127.1376,37.5987
"21",11123,2015,126155,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,380,19,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1996-11-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  380 - 19",127.1387,37.5981
"22",11124,2015,126149,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,380,25,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-12-02","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  380 - 25",127.139,37.5984
"23",11125,2015,126148,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,380,27,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-12-02","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  380 - 27",127.1395,37.5984
"24",11126,2015,126144,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,405,1,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-04-26","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  405 - 1",127.1415,37.6002
"25",11127,2015,126143,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,417,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2003-11-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  417 - 0",127.1399,37.5995
"26",11128,2015,126114,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,418,9,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1981-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  418 - 9",127.1401,37.5986
"27",11129,2015,126158,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,423,20,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-11-11","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  423 - 20",127.1422,37.5986
"28",11130,2015,126166,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,424,19,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1987-03-05","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  424 - 19",127.1427,37.5981
