"","집계년도","재산번호","재산구분명","재산종류명","행정재산구분명","회계구분명","산구분명","시군구명","읍면동명","리명","본번","부번","입력시스템명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득승인여부","취득방법명","재산명칭","등록일자","비고"
"10609",2015,124968,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10610",2015,124969,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10611",2015,124970,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10612",2015,124971,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10613",2015,124972,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10614",2015,124973,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10615",2015,124974,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10616",2015,124975,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10617",2015,124976,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10704",2015,124977,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10705",2015,124978,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10706",2015,124979,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10707",2015,124980,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10708",2015,124981,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","2003-11-16","Y","매입","소방용수시설","2008-03-07",""
"10709",2015,124982,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10710",2015,124983,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1986-11-30","Y","매입","소방용수시설","2008-03-07",""
"10711",2015,124984,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1991-12-06","Y","매입","소방용수시설","2008-03-07",""
"10712",2015,124985,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1991-12-06","Y","매입","소방용수시설","2008-03-07",""
"10713",2015,124986,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","중앙동","",40,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 과천소방서","","1991-12-12","Y","매입","소방용수시설","2008-03-07",""
"11523",2015,133052,"공작물","행정재산","공용재산","일반회계","일반","경기도 과천시","부림동","",1586,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 안양소방서","","1998-12-01","Y","매입","소방용수시설","2008-03-07",""
