"","집계년도","재산번호","재산구분명","재산종류명","행정재산구분명","회계구분명","산구분명","시군구명","읍면동명","리명","본번","부번","입력시스템명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득승인여부","취득방법명","재산명칭","등록일자","비고"
"14240",2015,185077,"공작물","행정재산","공용재산","일반회계","일반","경기도 여주군","점동면","뇌곡리",289,0,"이호조","미등록","미등록",1,NA,130430010,130430010,"경기도 경기도농업기술원","경기도 경기도농업기술원 종자관리소","","2013-06-28","Y","신축","대형관정개발공사","2014-03-13",""
