"asset_ID","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
171648,126.7947,37.6404,"1",43.05,46.0714285714286,2,35,14,0,17,14,1,2,18,3,81,3,0,10,563,109,32,18
172837,126.7083,37.6849,"1",51,51,0,3,13,0,14,1,2,0,1,0,14,0,2,0,45,4,5,2
172838,126.7083,37.6847,"1",42,42,0,3,13,0,13,1,2,0,1,0,14,0,2,0,44,4,4,1
170275,126.7083,37.6844,"1",35.8,35.8,0,3,13,0,13,1,2,0,1,0,14,0,2,0,42,3,3,1
177296,126.7947,37.6397,"1",41.75,41.75,2,33,11,0,14,13,2,2,18,3,79,3,0,10,521,103,29,18
171689,126.7946,37.6395,"1",41.4,41.4,2,34,12,0,13,13,2,2,18,3,79,3,0,10,516,103,29,18
171690,126.7946,37.6394,"1",41.4,60.8775,2,34,12,0,13,12,2,2,18,3,78,3,0,10,513,101,29,18
58376,126.7939,37.639,"1",0.456,0.456,2,34,11,0,13,13,2,1,18,3,78,3,0,10,515,102,29,18
55836,126.7946,37.6392,"1",1.51,1.51,2,34,7,0,13,12,2,2,18,3,77,2,0,10,510,101,27,18
170270,126.7082,37.6855,"1",14.8,14.8,0,3,13,0,14,1,2,0,1,0,16,0,3,0,47,4,5,2
170269,126.7073,37.6855,"1",14.8,14.8,0,5,10,0,10,1,3,0,1,0,16,0,2,0,38,3,0,0
55837,126.7946,37.639,"1",1.51,1.51,2,34,7,0,11,12,2,2,18,3,77,1,0,10,501,95,26,18
55835,126.7946,37.6388,"1",1.51,1.51,2,34,7,0,9,11,2,1,18,3,75,1,0,10,490,93,26,18
172008,126.7946,37.6391,"1",41.4,41.4,2,34,7,0,13,12,2,2,18,3,77,2,0,10,506,98,27,18
177023,126.7946,37.639,"1",40.9,41.15,2,34,7,0,11,12,2,2,18,3,77,1,0,10,501,95,26,18
177298,126.7945,37.6388,"1",36.9,36.9,2,34,7,0,9,12,2,1,18,3,75,1,0,10,493,93,26,18
58380,126.794,37.6383,"1",5.5,5.5,2,34,8,0,8,11,2,1,18,3,75,1,0,10,472,94,26,18
58381,126.7941,37.6388,"1",5.5,5.5,2,34,10,0,12,12,2,1,18,3,77,2,0,10,505,94,27,18
58382,126.7942,37.6386,"4",5.5,5.5,2,34,8,0,8,12,2,1,18,3,74,2,0,10,488,94,26,18
58383,126.7944,37.6382,"1",1.8,1.8,2,32,4,0,8,11,2,1,17,3,74,0,0,10,453,92,25,17
58384,126.7943,37.6382,"3",1.8,1.8,2,32,5,0,8,11,2,1,17,3,74,0,0,10,457,92,25,17
58377,126.7945,37.6383,"1",1.8,1.8,2,32,4,0,8,11,2,1,17,3,73,0,0,10,460,92,25,17
58378,126.7941,37.6384,"3",1.8,1.8,2,34,8,0,8,11,2,1,18,3,75,1,0,10,474,94,26,18
58379,126.794,37.6384,"2",1.8,1.8,2,34,8,0,8,12,2,1,18,3,75,1,0,10,477,94,26,18
168891,126.7945,37.6387,"1",11.8,11.8,2,34,6,0,8,11,2,1,18,3,74,1,0,10,481,93,26,18
170015,126.7845,37.6336,"1",92.9,92.9,1,18,4,1,3,4,3,0,6,1,57,0,1,3,202,40,8,0
169988,126.7823,37.6313,"1",14.1,14.1,0,5,0,0,2,1,2,0,1,1,21,0,1,0,67,10,3,0
113762,126.7361,37.6854,"1",4.29,4.29,1,0,2,0,2,10,3,0,0,1,3,1,0,0,35,2,1,0
113763,126.7357,37.6852,"2",4.29,4.29,0,0,2,0,2,10,2,0,0,1,3,1,0,0,19,2,1,0
113764,126.7353,37.685,"1",4.29,4.29,0,0,1,0,2,8,2,0,0,1,3,1,0,0,15,2,1,0
112578,126.7944,37.6295,"1",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,0,0,15,1,0,0
112577,126.7944,37.6297,"2",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,0,0,15,1,0,0
112575,126.7944,37.6298,"1",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,0,0,15,1,0,0
175455,126.7947,37.6405,"1",1.51,1.51,2,35,14,0,18,14,1,2,18,3,82,3,0,10,580,109,32,18
112545,126.7955,37.6409,"1",5.28,5.28,2,35,10,0,20,14,1,2,18,3,82,3,0,10,565,108,30,18
175457,126.7955,37.6409,"1",5.28,5.28,2,35,10,0,20,14,1,2,18,3,82,3,0,10,565,108,30,18
112588,126.794,37.6309,"1",5.28,5.28,0,4,0,0,2,1,2,0,1,0,15,0,0,0,45,7,1,0
112566,126.7942,37.6308,"1",5.28,5.28,0,4,0,0,1,1,2,0,1,0,14,0,0,0,32,7,1,0
112567,126.7941,37.6307,"3",5.28,5.28,0,3,0,0,1,1,2,0,1,0,13,0,0,0,32,6,1,0
112568,126.7939,37.6305,"1",5.28,5.28,0,3,0,0,1,1,2,0,1,0,10,0,0,0,31,6,1,0
112569,126.7941,37.6305,"2",5.28,5.28,0,2,0,0,1,1,2,0,1,0,8,0,0,0,22,4,0,0
112570,126.7941,37.6304,"2",5.28,5.28,0,2,0,0,1,1,2,0,1,0,8,0,0,0,19,3,0,0
112571,126.7943,37.6304,"1",5.28,5.28,0,2,0,0,1,1,2,0,1,0,5,0,0,0,18,3,0,0
112572,126.7941,37.6302,"2",5.28,5.28,0,2,0,0,1,1,2,0,1,0,4,0,0,0,18,2,0,0
112573,126.7943,37.6302,"3",5.28,5.28,0,2,0,0,1,1,2,0,1,0,4,0,0,0,16,2,0,0
112574,126.7943,37.6299,"3",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,0,0,15,1,0,0
113802,126.7347,37.6847,"1",4.29,4.29,0,0,1,0,2,7,3,0,0,1,3,1,0,0,15,1,1,0
113803,126.7335,37.684,"1",4.29,4.29,0,1,3,0,3,5,2,0,3,1,8,1,0,0,28,3,2,0
113804,126.734,37.6843,"1",4.29,4.29,0,1,2,0,4,5,3,0,0,1,5,1,0,0,23,1,1,0
171650,126.7947,37.6401,"1",41.4,41.4,2,35,14,0,17,14,1,2,18,3,80,3,0,10,545,106,31,18
174519,126.7947,37.6399,"1",41.4,41.904347826087,2,35,13,0,17,13,1,2,18,3,79,3,0,10,529,105,29,18
171649,126.7947,37.6403,"1",41.4,41.4,2,35,14,0,17,14,1,2,18,3,81,3,0,10,561,109,32,18
55832,126.7947,37.6397,"1",1.51,1.51,2,33,11,0,14,13,2,2,18,3,79,3,0,10,521,103,29,18
55833,126.7947,37.6395,"1",1.51,1.51,2,34,9,0,13,12,2,2,18,3,78,2,0,10,515,101,29,18
55834,126.7946,37.6394,"1",1.51,1.51,2,34,12,0,13,12,2,2,18,3,78,3,0,10,513,101,29,18
112579,126.7945,37.6291,"1",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,0,0,14,1,0,0
112580,126.7945,37.6291,"1",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,0,0,14,1,0,0
112581,126.7946,37.6291,"1",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,1,0,14,1,0,0
112582,126.7946,37.629,"1",5.61,5.61,0,1,0,0,0,0,2,0,0,0,1,0,1,0,14,1,0,0
175484,126.7942,37.6318,"1",5.28,5.28,0,6,0,0,2,3,3,0,2,0,26,0,0,0,96,17,3,0
112589,126.7936,37.6284,"1",5.28,5.28,0,1,0,0,0,0,2,0,0,0,1,0,1,0,14,1,0,0
112594,126.7937,37.6281,"1",3.96,3.96,0,1,0,0,0,0,2,0,0,0,1,0,1,0,14,1,0,0
55866,126.7933,37.6279,"4",0.9,0.941739130434783,0,1,0,0,0,0,2,0,0,0,1,0,1,0,14,1,0,0
112597,126.7937,37.628,"1",3.96,3.96,0,1,0,0,0,0,2,0,0,0,1,0,1,0,14,1,0,0
189255,126.7822,37.6313,"1",17,17,0,5,0,0,2,1,2,0,1,1,21,0,1,0,67,10,3,0
171023,126.7831,37.6309,"1",14.1,14.1,0,5,0,0,2,1,2,0,2,1,22,0,1,0,63,10,3,0
55827,126.7948,37.6403,"1",1.51,1.51,2,35,13,0,17,14,1,2,18,3,80,3,0,10,554,108,32,18
55826,126.7947,37.6399,"1",1.51,1.51,2,35,13,0,17,13,1,2,18,3,79,3,0,10,529,105,29,18
55825,126.7948,37.6402,"1",1.51,1.51,2,35,13,0,17,14,1,2,18,3,80,3,0,10,551,107,31,18
113805,126.7323,37.6834,"1",4.29,4.29,0,2,5,0,3,5,2,0,3,1,9,1,0,0,35,4,1,0
113806,126.733,37.6838,"1",4.29,4.29,0,2,4,0,3,6,2,0,3,1,9,1,0,0,34,4,2,0
113807,126.7324,37.6835,"1",4.29,4.29,0,2,5,0,3,5,2,0,3,1,9,1,0,0,35,4,2,0
143322,126.7323,37.6834,"1",4.29,4.29,0,2,5,0,3,5,2,0,3,1,9,1,0,0,35,4,1,0
143323,126.7317,37.683,"3",5.18,5.18,1,2,5,1,3,5,2,0,3,0,9,1,0,0,36,4,1,0
113808,126.7307,37.6825,"3",4.29,4.29,1,2,6,2,8,5,2,0,3,0,10,1,0,0,42,5,2,0
55538,126.8485,37.6297,"1",1.51,1.51,0,8,23,5,5,1,0,0,0,2,18,3,5,0,94,8,1,2
112216,126.8485,37.629,"3",5.61,5.61,0,8,28,5,8,1,0,0,1,2,19,3,5,0,96,8,1,2
112217,126.8487,37.6281,"1",5.28,5.28,0,9,34,6,11,2,0,0,3,2,22,3,6,0,102,9,2,2
112218,126.8486,37.6269,"4",5.28,5.28,0,12,39,7,25,5,0,0,7,2,39,3,6,0,201,18,29,11
112219,126.8486,37.6267,"1",5.28,5.28,0,12,40,7,29,5,0,0,7,2,40,3,6,0,203,19,31,12
55540,126.8486,37.6261,"1",1.51,1.51,0,12,41,7,32,5,0,0,7,2,42,3,6,0,203,19,32,12
112220,126.8484,37.6252,"3",5.28,5.28,0,12,50,6,35,5,0,0,7,2,48,3,6,0,209,19,33,12
112221,126.8482,37.6242,"1",4.62,4.62,0,14,57,7,50,5,1,0,7,2,63,3,7,0,237,22,34,13
56795,126.8524,37.6459,"1",2.37,2.37,0,1,0,0,0,0,3,0,0,0,2,2,4,1,50,1,0,0
56796,126.8523,37.6458,"1",2.37,2.37,0,1,0,0,0,0,3,0,0,0,2,2,4,1,50,1,0,0
56797,126.8524,37.6458,"1",2.37,2.37,0,1,0,0,0,0,3,0,0,0,2,2,4,1,50,1,0,0
59025,126.8528,37.6462,"3",2.26,2.26,0,1,0,0,0,0,3,0,0,0,2,2,5,1,50,0,0,0
170751,126.8526,37.646,"2",13.1,13.1,0,1,0,0,0,0,3,0,0,0,2,2,4,1,50,1,0,0
59026,126.8525,37.6459,"1",2.01,2.01,0,1,0,0,0,0,3,0,0,0,2,2,4,1,50,1,0,0
59027,126.853,37.6463,"3",2.01,2.01,0,1,0,0,0,0,3,0,0,0,2,2,5,1,49,0,0,0
56922,126.853,37.6466,"1",1.52,1.52,0,1,0,0,0,0,3,0,0,0,2,2,5,1,49,0,0,0
56798,126.8522,37.6456,"1",2.37,2.37,0,1,0,0,0,0,3,0,0,0,2,2,4,1,51,1,0,0
56929,126.8476,37.6501,"2",0.864,0.864,0,7,17,1,16,7,3,1,4,2,38,5,5,1,138,5,7,5
56934,126.8477,37.6502,"4",0.89,0.89,0,7,17,1,17,7,3,1,4,2,38,5,5,1,138,5,7,5
56801,126.8526,37.646,"1",2.37,2.37,0,1,0,0,0,0,3,0,0,0,2,2,4,1,50,1,0,0
59028,126.8519,37.6465,"1",2.36,2.36,0,1,0,0,0,0,3,0,0,0,2,2,4,1,48,1,0,0
59029,126.852,37.6467,"1",2.07,2.07,0,1,0,0,0,0,3,0,0,0,2,2,4,1,48,1,0,0
59030,126.8519,37.6466,"2",2.07,2.07,0,1,0,0,0,0,3,0,0,0,2,2,4,1,48,1,0,0
56958,126.8504,37.6485,"4",0.876998709122203,0.876998709122203,0,2,1,0,2,3,4,1,1,0,8,3,6,1,50,2,0,0
112222,126.8506,37.6482,"4",1.32,1.32,0,1,0,0,1,3,4,1,1,0,3,2,6,1,47,2,0,0
112223,126.8495,37.6487,"2",3.64,3.64,0,2,3,0,2,3,4,1,1,1,9,5,6,1,53,2,0,0
59031,126.8512,37.6482,"1",2.14,2.14,0,1,0,0,0,2,3,1,1,0,2,2,6,1,48,1,0,0
112224,126.8513,37.648,"4",1.32,1.32,0,1,0,0,0,2,3,1,1,0,2,2,6,1,47,1,0,0
56800,126.8519,37.6451,"1",2.37,2.37,0,1,1,0,0,0,3,0,0,0,2,2,4,1,51,1,0,0
56799,126.8521,37.6454,"3",2.37,2.37,0,1,1,0,0,0,3,0,0,0,2,2,4,1,51,1,0,0
189256,126.784,37.6317,"1",17,17,0,10,0,0,3,2,3,0,4,1,30,0,1,0,149,24,4,0
55844,126.7943,37.6364,"1",1.51,1.51,2,28,1,0,7,8,4,1,13,3,70,0,0,4,328,76,24,10
55845,126.7941,37.6359,"1",1.51,1.51,2,23,1,0,4,8,4,1,9,3,65,0,0,4,298,66,20,5
174504,126.7943,37.6367,"1",43.5,43.5,2,29,2,0,7,8,4,1,15,3,71,0,0,4,348,77,25,11
174505,126.7943,37.6364,"1",43.5,43.5,2,28,1,0,7,8,4,1,13,3,70,0,0,4,328,76,24,10
174506,126.7941,37.6359,"1",45.25,45.25,2,23,1,0,4,8,4,1,9,3,65,0,0,4,298,66,20,5
177199,126.7941,37.6358,"1",38.365,38.365,2,23,1,0,4,8,4,1,9,3,62,0,0,4,295,66,20,5
112553,126.7942,37.6356,"1",10.8,10.8,2,22,1,0,4,8,4,1,9,3,61,0,0,4,289,65,19,5
170550,126.7077,37.6973,"1",52.6,52.6,0,5,2,0,1,0,1,0,0,0,14,0,2,0,30,1,1,0
172756,126.7075,37.6981,"1",50.4,50.4,0,5,1,0,1,1,1,0,0,0,13,0,2,0,30,1,1,0
172757,126.7078,37.6982,"1",17.4,17.4,0,5,1,0,1,1,1,0,0,0,13,0,3,0,34,1,1,0
112547,126.797,37.6416,"2",5.28,5.28,2,37,9,0,15,12,2,2,17,2,82,1,0,9,551,106,25,17
112564,126.7969,37.6412,"4",5.28,5.28,2,34,8,0,15,12,1,2,16,2,80,0,0,9,516,103,25,17
112565,126.7969,37.642,"1",5.28,5.28,2,36,9,0,15,13,2,2,18,2,85,1,0,10,586,107,26,17
175451,126.7971,37.6419,"3",5.28,5.28,2,36,9,0,15,12,2,2,17,2,83,1,0,9,566,106,25,17
179130,126.7978,37.6438,"1",7.5,7.5,2,32,13,1,18,11,3,2,17,2,68,1,0,8,505,92,28,16
179125,126.7988,37.6442,"2",7.5,7.5,1,22,11,1,12,9,3,2,13,2,54,1,0,4,380,71,16,15
179124,126.7991,37.6443,"1",7.5,7.5,1,19,9,1,11,8,3,2,11,2,53,2,0,4,337,67,7,12
112537,126.7994,37.6442,"3",5.28,5.28,1,18,9,1,10,8,3,1,10,2,48,2,1,2,313,64,6,12
179123,126.7994,37.6443,"1",7.5,7.5,1,18,9,1,10,8,3,1,10,2,48,2,1,2,314,62,6,12
179122,126.8006,37.6445,"2",7.5,7.5,0,15,6,0,7,8,3,1,9,2,30,2,2,0,195,37,4,11
55823,126.7965,37.6414,"1",1.51,1.51,2,37,9,0,16,13,2,2,20,3,85,1,0,10,568,107,25,17
112540,126.7965,37.6413,"1",5.28,5.28,2,37,9,0,15,13,2,2,19,3,84,1,0,10,564,106,25,17
112541,126.7969,37.642,"1",5.28,5.28,2,36,9,0,15,13,2,2,18,2,85,1,0,10,586,107,26,17
112554,126.7942,37.6358,"1",25,25,2,22,1,0,4,8,4,1,9,3,61,0,0,4,293,66,20,5
171676,126.7942,37.6355,"1",43.5,43.5,2,21,1,0,4,8,4,1,9,2,57,0,0,4,286,65,19,5
171677,126.7942,37.6353,"1",43.5,48.1251773049645,2,21,1,0,4,8,4,0,9,2,56,0,0,4,283,64,19,5
171682,126.7941,37.6349,"1",43.5,57.6384615384615,2,20,1,0,4,6,4,0,5,2,56,0,0,4,248,52,15,4
177251,126.7942,37.6358,"1",0.829230769230769,50.0984065934066,2,22,1,0,4,8,4,1,9,3,61,0,0,4,293,66,20,5
177201,126.7941,37.6358,"1",36.535,36.535,2,23,1,0,4,8,4,1,9,3,62,0,0,4,295,66,20,5
177200,126.7941,37.6358,"1",36.535,36.535,2,23,1,0,4,8,4,1,9,3,62,0,0,4,295,66,20,5
189257,126.7851,37.6322,"1",18.53,18.53,1,11,0,0,3,3,3,0,5,1,35,0,1,0,178,33,5,0
179126,126.7978,37.6438,"1",7.5,7.5,2,32,13,1,18,11,3,2,17,2,68,1,0,8,505,92,28,16
179329,126.7974,37.6431,"1",7.5,7.5,2,36,11,0,17,13,3,2,17,2,81,1,0,8,583,99,27,17
55851,126.7976,37.643,"2",1.51,1.51,2,35,11,0,17,12,3,2,16,2,79,1,0,8,546,93,26,16
55843,126.7943,37.6367,"1",1.51,1.51,2,29,2,0,7,8,4,1,15,3,71,0,0,4,348,77,25,11
174557,126.7944,37.6375,"1",43.5,48.0452380952381,2,29,2,0,8,10,3,1,16,3,74,0,0,7,414,87,25,12
173092,126.7863,37.6321,"1",68.3,68.3,1,12,0,0,3,4,3,0,4,1,36,0,1,0,182,33,5,0
170028,126.7866,37.6318,"1",93,93,1,11,0,0,3,3,3,0,4,1,35,0,1,0,177,33,5,0
170663,126.6967,37.6935,"3",4.35,4.35,0,4,0,0,1,0,1,0,0,0,11,0,0,0,18,1,0,0
170664,126.699,37.6941,"1",4.35,4.35,0,4,0,0,1,0,1,0,0,0,11,0,0,0,20,1,0,0
170665,126.6991,37.6942,"1",4.35,4.35,0,4,0,0,1,0,1,0,0,0,11,0,0,0,20,1,0,0
170666,126.6992,37.6942,"1",4.35,4.35,0,4,0,0,1,0,1,0,0,0,11,0,0,0,20,1,0,0
170667,126.6994,37.6944,"2",4.35,4.35,0,4,0,0,1,0,1,0,0,0,11,0,2,0,20,1,0,0
172782,126.6996,37.6945,"3",4.75,4.75,0,4,0,0,1,0,1,0,0,0,11,0,2,0,20,1,0,0
170026,126.7861,37.6322,"1",59.3,59.3,1,12,0,0,3,4,3,0,5,1,38,0,1,0,183,34,5,0
174500,126.7945,37.6387,"1",35.5,35.5,2,34,6,0,8,11,2,1,18,3,74,1,0,10,481,93,26,18
175459,126.7945,37.6385,"1",5.5,5.5,2,34,5,0,8,11,2,1,17,3,74,1,0,10,469,92,25,17
112548,126.7948,37.6398,"3",5.28,5.28,2,34,10,0,14,13,2,2,18,3,79,3,0,10,522,103,29,18
58385,126.7941,37.6381,"1",5.5,5.5,2,32,6,0,8,11,2,1,17,3,74,1,0,10,458,92,25,17
55841,126.7945,37.6379,"1",6.8,6.8,2,30,2,0,8,10,2,1,16,3,74,0,0,10,429,88,25,16
58386,126.7943,37.6381,"1",1.8,1.8,2,32,2,0,8,11,2,1,17,3,74,0,0,10,449,92,25,16
58387,126.7945,37.6381,"1",1.8,1.8,2,32,2,0,8,10,2,1,17,3,74,0,0,10,443,92,25,16
55842,126.7944,37.6381,"2",6.8,6.8,2,32,2,0,8,10,2,1,17,3,74,0,0,10,444,92,25,16
55838,126.7944,37.6379,"1",6.8,6.8,2,31,2,0,8,10,2,1,17,3,74,0,0,10,432,89,25,16
55839,126.7944,37.6378,"1",1.51,1.51,2,30,2,0,8,10,2,1,17,3,74,0,0,10,427,88,25,16
55840,126.7944,37.6378,"1",1.51,36.7419944444444,2,30,2,0,8,10,2,1,17,3,74,0,0,10,427,88,25,16
175461,126.7945,37.6378,"1",6.8,6.8,2,29,2,0,8,10,2,1,16,3,74,0,0,9,424,87,25,16
171693,126.7944,37.6376,"1",47.15625,47.15625,2,29,2,0,8,10,3,1,16,3,74,0,0,8,418,87,25,14
175463,126.7945,37.6379,"1",6.8,6.8,2,30,2,0,8,10,2,1,16,3,74,0,0,10,429,88,25,16
175465,126.7944,37.6377,"1",1.51,1.51,2,29,2,0,8,10,2,1,16,3,74,0,0,8,421,87,25,15
175467,126.7945,37.6378,"1",1.51,15.0031,2,29,2,0,8,10,2,1,16,3,74,0,0,9,424,87,25,16
112549,126.7944,37.6373,"1",10.8,10.8,2,29,2,0,8,8,3,1,16,3,72,0,0,6,401,85,25,12
112550,126.7944,37.6372,"1",10.8,10.8,2,29,2,0,7,8,3,1,16,3,72,0,0,6,394,84,25,11
112551,126.7944,37.637,"1",10.8,10.8,2,29,2,0,7,8,3,1,16,3,72,0,0,4,372,84,25,11
112552,126.7944,37.6375,"1",10.8,10.8,2,29,2,0,8,10,3,1,16,3,74,0,0,7,414,87,25,12
170250,126.7082,37.6883,"1",15.4,15.4,0,5,14,0,14,2,3,0,1,0,23,0,3,0,63,5,5,2
175468,126.7944,37.6374,"1",14.5,43.5,2,29,2,0,8,10,3,1,16,3,72,0,0,6,406,87,25,12
177022,126.7943,37.6372,"1",43.7,55.01,2,29,2,0,8,8,4,1,16,3,72,0,0,6,397,85,25,11
174503,126.7943,37.637,"1",43.5,43.5,2,29,2,0,7,8,4,1,16,3,72,0,0,4,380,84,25,11
140784,126.6849,37.6927,"1",1.03,1.03,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0
170380,126.6853,37.6919,"1",4.38,4.38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0
170381,126.6861,37.6916,"3",4.38,4.38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,1,0
170382,126.6858,37.6916,"4",4.38,4.38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,1,0
170383,126.6853,37.6916,"4",4.38,4.38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0
170384,126.6845,37.6911,"1",29.5,29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0
170385,126.6845,37.6913,"3",12.4,12.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0
170386,126.6848,37.6914,"4",4.38,4.38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0
170387,126.6843,37.6912,"2",4.38,4.38,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0
170388,126.6839,37.6911,"3",4.38,4.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0
170389,126.6833,37.6908,"1",4.38,4.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0
170390,126.6829,37.6906,"1",4.38,4.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0
170391,126.6827,37.6904,"1",4.38,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
170858,126.7075,37.6766,"2",29.5,29.5,0,1,0,0,0,0,1,0,0,0,4,0,0,0,16,0,0,0
55264,126.8422,37.6065,"1",2.24,2.24,1,2,9,2,9,3,0,2,1,0,14,2,4,0,32,3,0,2
112069,126.8423,37.6063,"2",8.58,8.58,0,1,8,2,5,3,0,2,0,0,9,2,4,0,18,2,0,1
55265,126.8428,37.603,"4",2.26077040427155,2.26077040427155,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0
55266,126.8527,37.6057,"3",4.19,4.19,0,0,2,0,2,2,2,0,0,0,0,0,5,0,3,1,0,0
55267,126.8532,37.6055,"1",9.22,9.22,0,0,1,0,2,2,2,0,0,0,0,0,5,0,4,1,0,0
55268,126.853,37.6056,"2",6.55,6.55,0,0,2,0,2,2,2,0,0,0,0,0,5,0,4,1,0,0
169139,126.8474,37.6014,"1",15.4,15.4,0,0,1,0,0,0,0,0,0,0,0,0,4,0,4,1,0,0
170392,126.6825,37.6902,"4",4.38,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
170393,126.6824,37.69,"1",36.8,36.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
170394,126.6822,37.6901,"3",12.4,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
170395,126.6821,37.6898,"3",4.38,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
55875,126.7183,37.672,"4",5.01,5.01,0,0,0,0,2,1,0,0,0,0,3,0,0,0,4,2,0,0
55876,126.7177,37.6734,"1",5.01,5.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
55877,126.7184,37.6746,"1",5.01,5.01,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0
55878,126.7188,37.6749,"1",5.01,5.01,0,0,1,0,1,0,0,0,0,0,3,0,0,0,6,2,0,0
55879,126.7194,37.6754,"1",3.79,3.79,0,0,4,0,2,0,0,0,0,0,6,0,0,0,14,2,0,0
55880,126.7215,37.677,"4",3.79,3.79,1,2,9,1,11,4,1,0,3,0,14,0,0,0,46,4,2,0
55881,126.7215,37.677,"1",3.79,3.79,1,2,9,1,11,4,1,0,3,0,14,0,0,0,46,4,2,0
113862,126.7231,37.6782,"4",4.15234285714286,4.15234285714286,1,2,10,1,17,5,1,0,3,0,15,0,0,0,57,5,2,0
55882,126.7224,37.6778,"4",4.13722558340536,4.13722558340536,1,2,10,1,15,4,1,0,3,0,15,0,0,0,56,5,2,0
55883,126.7236,37.6785,"3",3.79,3.79,1,2,11,1,17,5,1,0,3,0,15,0,0,0,57,5,2,0
55884,126.7234,37.6784,"3",3.79,3.79,1,2,11,1,17,5,1,0,3,0,15,0,0,0,57,5,2,0
55885,126.7235,37.6786,"3",1.78395424836601,1.78395424836601,1,2,11,1,17,5,1,0,3,0,15,0,0,0,57,5,2,0
55886,126.724,37.679,"3",1.58,1.58,1,2,11,2,18,5,1,0,3,0,16,0,0,0,60,6,3,0
113863,126.723,37.6783,"1",3.96,3.96,1,2,11,1,17,5,1,0,3,0,15,0,0,0,57,5,2,0
55887,126.7177,37.6736,"1",4.98,4.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
55888,126.7178,37.674,"1",4.98,4.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0
168976,126.7154,37.6701,"1",46,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0
112119,126.7942,37.6311,"1",88,88,0,5,0,0,2,2,2,0,2,0,17,0,0,0,52,10,1,0
55895,126.7185,37.6728,"1",1.51,1.51,0,0,0,0,1,2,0,0,0,0,3,0,0,0,4,2,0,0
113864,126.7189,37.6746,"2",3.96,3.96,0,0,1,0,1,1,0,0,0,0,2,0,0,0,6,2,0,0
177473,126.7082,37.6958,"1",37,37,0,5,2,0,1,0,1,0,0,0,14,0,2,0,30,1,1,0
170290,126.7083,37.6839,"1",26.1,26.1,0,3,12,0,13,1,2,0,1,0,14,0,2,0,40,3,1,0
170564,126.7075,37.6967,"1",52.6,52.6,0,5,2,0,1,0,1,0,0,0,13,0,2,0,30,1,1,0
55811,126.7938,37.6307,"1",1.51,1.51,0,4,0,0,2,1,2,0,1,0,15,0,0,0,45,7,1,0
55816,126.7939,37.6303,"1",1.51,1.51,0,2,0,0,1,1,2,0,1,0,8,0,0,0,19,3,0,0
55812,126.7939,37.6307,"1",1.51,1.51,0,4,0,0,1,1,2,0,1,0,14,0,0,0,39,7,1,0
55813,126.7939,37.6305,"1",1.51,1.51,0,3,0,0,1,1,2,0,1,0,10,0,0,0,31,6,1,0
55814,126.7938,37.6308,"1",1.51,1.51,0,4,0,0,2,1,2,0,1,0,15,0,0,0,45,7,1,0
170417,126.68,37.6848,"1",13.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
170418,126.68,37.6849,"1",13.3,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
170419,126.68,37.6853,"2",4.38,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
