"","asset_ID","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"x807",118774,127.5287,37.8733,"1",1.88,1.88,0,0,0,0,0,0,1,0,0,0,0,0,1,13,7,0,0,0
"x808",83461,127.456,37.9919,"4",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
"x809",83535,127.456,37.9919,"4",0.139,0.0931,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
"x810",83536,127.4481,37.9754,"4",0.0561,0.165,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,0
"x811",83537,127.4486,37.9755,"1",0.0561,0.165,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,0,0
"x812",85773,127.5241,37.6091,"3",0.825,0.825,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
"x813",119077,127.524,37.6093,"4",2.32,2.32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
"x814",119078,127.5239,37.6091,"1",2.32,2.32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
"x815",84183,127.5108,37.7426,"1",1.05,1.05,0,1,0,0,0,0,0,0,0,1,2,0,5,27,10,1,0,0
"x816",84184,127.5108,37.7425,"1",1.05,1.05,0,1,0,0,0,0,0,0,0,1,2,0,5,27,10,1,0,0
"x817",84257,127.5054,37.7337,"1",0.396013745704467,0.396013745704467,0,0,0,0,0,0,0,0,0,0,1,0,6,21,10,0,0,0
"x818",164475,127.5239,37.871,"1",0.906,0.906,0,0,0,0,0,0,1,0,0,0,0,0,1,14,7,0,0,0
"x819",164477,127.5239,37.8692,"4",0.995,0.995,0,0,0,0,0,0,1,0,0,0,0,0,2,13,6,0,0,0
"x820",118771,127.5288,37.8732,"1",1.88,1.88,0,0,0,0,0,0,1,0,0,0,0,0,1,13,7,0,0,0
"x821",118772,127.5289,37.8731,"1",1.88,1.88,0,0,0,0,0,0,1,0,0,0,0,0,1,13,7,0,0,0
"x822",118773,127.5289,37.8732,"1",2.82,2.82,0,0,0,0,0,0,1,0,0,0,0,0,1,13,7,0,0,0
"x823",119325,127.4328,37.7427,"1",4.6,4.6,0,1,1,1,2,4,1,1,0,0,6,3,1,3,26,4,1,0
"x824",164541,127.4326,37.7371,"1",4.55,4.55,0,1,2,1,4,3,0,1,0,0,13,3,3,28,54,6,1,0
"x825",83721,127.4074,37.7403,"4",1.07,0.98,1,7,3,0,2,2,1,0,0,0,10,0,3,4,46,2,3,0
"x826",119082,127.5221,37.6112,"2",0.306,0.306,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0,0,0
"x827",85739,127.5283,37.6031,"1",0.625,0.625,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x828",85740,127.5294,37.6032,"1",0.625,0.625,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x829",119323,127.4325,37.7429,"3",4.61,4.61,0,1,1,1,2,4,1,1,0,0,7,3,1,3,29,4,1,0
"x830",119322,127.4323,37.7431,"1",4.64,4.64,0,1,1,1,3,4,1,1,0,0,8,3,1,3,31,6,1,0
"x831",83792,127.4332,37.7446,"4",0.63,0.63,0,1,0,1,0,3,1,0,0,0,5,3,3,3,23,4,1,0
"x832",183137,127.4325,37.7451,"1",8.48866666666667,25.466,0,1,0,1,0,4,2,0,0,0,5,3,3,3,23,4,1,0
"x833",183136,127.433,37.7447,"1",8.4885,25.4655,0,1,0,1,0,3,1,0,0,0,5,3,3,3,23,4,1,0
"x834",183135,127.4326,37.7443,"4",0.661086044764909,2.01922418506835,0,1,1,1,0,4,1,0,0,0,6,3,3,3,24,4,1,0
"x835",119317,127.4319,37.7435,"4",1.08,1.08,0,1,1,1,3,4,1,0,0,0,12,3,2,3,31,6,1,0
"x836",119318,127.4321,37.7432,"2",4.83,4.83,0,1,1,1,3,5,1,1,0,0,12,3,1,3,35,6,1,0
"x837",119319,127.4323,37.7431,"1",4.83,4.83,0,1,1,1,3,4,1,1,0,0,8,3,1,3,31,6,1,0
"x838",119313,127.4316,37.7377,"1",16.2,16.2,0,3,2,1,8,4,0,1,1,0,16,3,3,40,80,12,4,1
"x839",119312,127.4317,37.7378,"1",7.8,7.8,0,2,2,1,8,4,0,1,0,0,16,3,3,36,75,11,4,1
"x840",119159,127.4824,37.6316,"1",1.39,1.39,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0
"x841",119160,127.4827,37.6315,"4",1.39,1.39,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0
"x842",119161,127.4831,37.631,"1",1.39,1.39,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0
"x843",148326,127.4729,37.6411,"2",2.65730478589421,2.65730478589421,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,0,0,0
"x844",119162,127.4816,37.632,"4",1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0
"x845",83430,127.4777,37.993,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x846",83482,127.4044,37.9712,"4",0.173,0.163,0,0,0,0,0,2,0,0,0,0,0,0,3,6,4,0,0,0
"x847",83483,127.4069,37.9701,"4",0.196,0.184,0,0,0,0,0,2,0,0,0,0,0,0,4,8,4,0,0,0
"x848",83941,127.5356,37.8692,"2",0.678004774535809,0.678004774535809,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0
"x849",92911,127.5355,37.8688,"1",0.678003703703704,0.678003703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
"x850",164434,127.5321,37.8751,"4",0.759,0.759,0,0,0,0,0,0,1,0,0,0,0,0,1,11,6,0,0,0
"x851",164468,127.5297,37.8751,"1",0.759,0.759,0,0,0,0,0,0,1,0,0,0,0,0,1,14,6,0,0,0
"x852",164473,127.5239,37.8696,"2",0.759,0.759,0,0,0,0,0,0,1,0,0,0,0,0,1,13,6,0,0,0
"x853",84804,127.4759,37.9544,"1",2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,4,30,2,0,0,0
"x854",119306,127.4299,37.7343,"1",3.64,3.64,0,3,2,1,11,4,0,1,1,0,15,3,4,51,114,19,8,2
"x855",119307,127.4303,37.7352,"4",1.59,1.59,0,3,2,1,11,3,0,1,1,0,16,3,4,51,112,19,9,2
"x856",119308,127.4318,37.7365,"2",3.8,3.8,0,2,2,1,5,3,0,1,0,0,15,3,3,45,75,9,2,0
"x857",83891,127.432,37.7366,"1",3.07,3.07,0,1,2,1,5,3,0,1,0,0,15,3,3,41,67,8,2,0
"x858",119309,127.4317,37.7363,"1",3.64,3.64,0,2,2,1,8,3,0,1,0,0,15,3,3,45,77,10,2,0
"x859",119310,127.4315,37.7363,"1",1.59,1.59,0,2,2,1,9,3,0,1,0,0,15,3,3,46,83,12,3,1
"x860",119311,127.4311,37.736,"4",3.8,3.8,0,3,2,1,10,3,0,1,1,0,16,3,3,49,92,16,6,1
"x861",119315,127.4311,37.7374,"1",3.27,3.27,0,3,2,1,10,4,0,1,1,0,16,3,3,47,93,15,8,1
"x862",83485,127.4709,37.986,"4",0.118,0.0839683191654311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x863",83491,127.443,38.023,"4",0.273,0.0873,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x864",83494,127.4418,38.0166,"4",0.273,0.0832,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x865",83497,127.4402,38.0097,"4",0.27,0.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"x866",83499,127.4398,38.0006,"4",0.273,0.0873,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x867",83501,127.4391,37.993,"4",0.235,0.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,0,0
"x868",83517,127.462,37.9878,"4",0.094,0.0886,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x869",83525,127.4546,37.9896,"4",0.0971,0.0883,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0
"x870",83466,127.4829,37.9997,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x871",83543,127.4829,37.9997,"4",0.0927,0.0875,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x872",83474,127.4469,37.9923,"4",0.0855,0.0807,0,0,0,0,0,0,0,0,0,0,0,0,2,16,2,1,0,0
"x873",83475,127.4468,37.9946,"4",0.0855,0.0807,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,1,0,0
"x874",83508,127.4416,37.9937,"4",0.0891,0.0841,0,0,0,0,0,0,0,0,0,0,0,0,2,23,2,1,0,0
"x875",119324,127.4325,37.737,"4",3.64,3.64,0,1,2,1,4,3,0,1,0,0,13,3,3,30,56,6,1,0
"x876",119299,127.4282,37.7327,"1",26.6,26.6,0,3,3,1,14,4,0,1,1,0,16,3,4,52,138,21,9,5
"x877",119300,127.4282,37.7326,"1",26.6,26.6,0,3,3,1,14,4,0,1,1,0,16,3,4,51,137,21,9,5
"x878",119301,127.4282,37.7325,"1",26.6,26.6,0,3,2,1,14,4,0,1,1,0,14,3,4,51,133,21,9,4
"x879",119302,127.4282,37.7323,"1",26.6,26.6,0,3,2,1,12,3,0,1,1,0,13,3,4,50,132,21,8,3
"x880",119303,127.4282,37.7322,"1",26.6,26.6,0,3,2,1,12,3,0,1,1,0,13,3,4,50,129,21,8,2
"x881",119304,127.4281,37.732,"1",30.3,30.3,0,3,2,1,12,3,0,1,1,0,13,1,4,50,127,21,7,2
"x882",85741,127.5284,37.6033,"2",0.725,0.725,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x883",86679,127.4285,37.7265,"2",7,7,0,1,0,0,0,0,0,0,0,0,0,0,5,44,19,2,0,0
"x884",83437,127.461,37.9977,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x885",83438,127.4463,37.997,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0
"x886",83439,127.4532,37.996,"4",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"x887",83440,127.4582,37.9997,"4",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x888",119328,127.4173,37.7355,"2",11.5,11.5,1,11,11,3,17,7,1,1,1,0,32,4,6,56,193,24,12,5
"x889",159305,127.4204,37.7328,"1",12.6809302325581,13.3173953488372,1,11,11,2,17,6,1,1,1,0,32,4,3,55,195,25,12,5
"x890",119293,127.4284,37.7334,"4",1.88,1.88,0,3,4,1,14,4,0,1,1,0,18,4,4,52,140,21,9,5
"x891",119294,127.4284,37.7336,"1",33.6,33.6,0,3,4,1,14,4,0,1,1,0,18,4,4,52,142,22,9,5
"x892",119295,127.4283,37.733,"1",29.3,29.3,0,3,4,1,14,4,0,1,1,0,16,3,4,52,139,21,9,5
"x893",119296,127.4289,37.7349,"1",8.57,8.57,0,3,4,1,14,5,0,1,1,0,19,4,4,51,138,21,10,5
"x894",119297,127.4282,37.7321,"3",3.72,3.72,0,3,2,1,12,3,0,1,1,0,13,3,4,50,127,21,8,2
"x895",119298,127.4282,37.7328,"1",25.8,25.8,0,3,3,1,14,4,0,1,1,0,16,3,4,52,139,21,9,5
"x896",83538,127.4517,37.9882,"4",0.126,0.108,0,0,0,0,0,0,0,0,0,0,0,0,2,13,1,0,0,0
"x897",83539,127.4518,37.9871,"4",0.12,0.103,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,0,0,0
"x898",83540,127.4494,37.982,"4",0.147,0.115,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
"x899",186030,127.4494,37.982,"3",6.1,7.1634328358209,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0
"x900",190114,127.4453,37.965,"1",1.28333333333333,3.85,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0
"x901",83519,127.457,37.9983,"4",0.101,0.0956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x902",83436,127.457,37.9983,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x903",83432,127.4714,37.9993,"3",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"x904",83433,127.4713,37.999,"4",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"x905",83434,127.4714,37.9987,"4",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"x906",83518,127.4714,37.9987,"4",0.0868,0.0805,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"x907",83597,127.5748,37.954,"4",0.0937,0.0855,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"x908",83598,127.5727,37.9531,"4",0.0909,0.0867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"x909",83599,127.5751,37.9515,"4",0.107,0.0991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"x910",83600,127.5706,37.9479,"4",0.0716,0.0644,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x911",83601,127.5749,37.9483,"4",0.0658,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x912",83602,127.5744,37.9467,"4",0.0651,0.0586,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x913",118984,127.5743,37.946,"1",0.495,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x914",118985,127.5742,37.9459,"1",0.495,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x915",83603,127.5751,37.9439,"4",0.0671,0.0603,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x916",83604,127.5739,37.9455,"4",0.0708,0.0627,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x917",118986,127.5741,37.946,"1",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x918",83605,127.5713,37.9449,"4",0.0922,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x919",83606,127.571,37.9436,"4",0.0691,0.0621,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x920",83607,127.5722,37.9435,"4",0.0671,0.0603,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x921",118844,127.5055,37.84,"1",2.64,2.64,0,6,4,0,1,7,1,0,0,0,7,1,3,10,86,2,3,3
"x922",174076,127.5,37.8386,"4",1.6,1.6,0,3,3,0,0,5,1,0,0,0,6,0,2,8,52,0,1,2
"x923",119020,127.5686,37.9301,"1",0.528,0.528,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x924",119021,127.567,37.9326,"1",1.28,1.28,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x925",119023,127.5671,37.9324,"1",1.32,1.32,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x926",119024,127.5684,37.9318,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x927",119025,127.5685,37.9315,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x928",119026,127.5687,37.9323,"2",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x929",119027,127.5684,37.9324,"3",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x930",119028,127.5684,37.9328,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x931",119029,127.5686,37.9329,"1",1.74,1.74,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x932",119030,127.5695,37.9345,"1",2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x933",119031,127.5695,37.9346,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x934",119032,127.5682,37.933,"1",1.18,1.18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x935",119033,127.5643,37.9349,"1",0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x936",119034,127.5698,37.9369,"3",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x937",119035,127.5698,37.9374,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x938",119036,127.5699,37.9378,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x939",119037,127.5611,37.9376,"1",0.396,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x940",119038,127.5613,37.9376,"1",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x941",119039,127.5589,37.9364,"1",1.65,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x942",119040,127.5591,37.9364,"2",1.92,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x943",119041,127.5596,37.9367,"2",2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x944",119042,127.5588,37.9362,"1",2.01,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x945",118845,127.506,37.8401,"3",1.44,1.44,0,6,4,0,2,8,1,0,0,0,7,1,3,10,86,2,3,3
"x946",83340,127.4731,37.8603,"4",0.251,0.264,0,0,0,0,0,3,0,0,0,0,0,0,1,32,4,0,0,0
"x947",190113,127.4448,37.9648,"1",1.28332941176471,2.56665882352941,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0
"x948",83541,127.4474,37.9822,"4",0.213,0.145,0,0,0,0,0,0,0,0,0,0,0,0,3,25,1,1,0,0
"x949",83542,127.4471,37.9821,"4",0.122,0.113,0,0,0,0,0,0,0,0,0,0,0,0,3,24,1,1,0,0
"x950",83544,127.4448,37.9824,"4",0.104,0.0954,0,0,0,0,0,0,0,0,0,0,0,0,3,28,1,1,0,0
"x951",119314,127.4311,37.7374,"1",3.27,3.27,0,3,2,1,10,4,0,1,1,0,16,3,3,47,93,15,8,1
"x952",119316,127.4307,37.737,"1",7.03,7.03,0,3,2,1,10,4,0,1,1,0,16,3,3,49,107,17,9,2
"x953",83863,127.429,37.735,"1",6.1,6.1,0,3,4,1,14,5,0,1,1,0,19,4,4,51,135,21,10,5
"x954",83860,127.4288,37.7348,"1",6.1,6.1,0,3,4,1,14,5,0,1,1,0,19,4,4,51,139,21,10,5
"x955",83861,127.4288,37.7347,"1",6.1,6.1,0,3,4,1,14,5,0,1,1,0,19,4,4,51,138,21,9,5
"x956",83862,127.4288,37.7346,"1",6.1,6.1,0,3,4,1,14,4,0,1,1,0,19,4,4,51,138,22,9,5
"x957",83339,127.4748,37.8588,"3",0.509,0.509,0,0,0,0,0,3,0,0,0,0,0,0,3,31,4,0,0,0
"x958",83431,127.477,37.9967,"4",0.295,0.354,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x959",118855,127.459,37.9692,"1",2.1,2.1,0,0,0,1,0,0,0,0,0,0,0,0,6,27,1,0,0,0
"x960",188807,127.4648,37.864,"2",6.26,6.26,0,0,0,0,0,0,0,0,0,0,0,0,2,33,1,0,0,0
"x961",188808,127.4646,37.8639,"3",3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,33,1,0,0,0
"x962",83918,127.5098,37.8403,"1",6.06791366906475,6.06791366906475,0,7,4,0,4,7,1,0,1,0,8,3,4,8,91,2,3,3
"x963",87093,127.5007,37.8385,"1",2.25,2.25,0,3,3,0,0,5,1,0,0,0,6,1,3,8,71,0,1,2
"x964",85752,127.525,37.6035,"3",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x965",86682,127.4305,37.725,"1",3.45,3.45,0,1,0,0,0,0,0,0,0,0,0,0,5,15,14,2,0,0
"x966",86683,127.4304,37.725,"1",3.45,3.45,0,1,0,0,0,0,0,0,0,0,0,0,5,15,14,2,0,0
"x967",86684,127.4282,37.7264,"2",5.5,5.5,0,1,0,0,0,0,0,0,0,0,0,0,5,45,19,2,0,0
"x968",83722,127.3998,37.7434,"4",0.79,0.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x969",87061,127.4195,37.7276,"2",2.975,2.975,1,3,4,1,3,2,1,0,0,0,9,0,4,51,89,8,1,0
"x970",87059,127.4151,37.7278,"1",16.4,16.4,1,5,4,1,3,2,1,0,0,0,11,0,4,41,88,7,1,0
"x971",85742,127.5296,37.6034,"1",0.675,0.675,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x972",85743,127.5299,37.6035,"1",0.755,0.755,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x973",85744,127.5302,37.6034,"1",0.625,0.625,0,0,0,0,0,1,0,0,0,0,0,0,3,6,3,0,0,0
"x974",85745,127.5301,37.6035,"2",0.755,0.755,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x975",85746,127.5299,37.6033,"1",0.675,0.675,0,0,0,0,0,1,0,0,0,0,0,0,3,6,3,0,0,0
"x976",85747,127.5256,37.6031,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x977",85749,127.5246,37.6047,"2",0.924992660207649,0.924992660207649,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x978",85750,127.5247,37.6043,"1",0.36,0.36,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x979",87094,127.5001,37.8383,"3",2.25,2.25,0,3,3,0,0,5,1,0,0,0,6,0,3,8,61,0,1,2
"x980",164488,127.53,37.862,"1",2.24,2.24,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0
"x981",85518,127.5258,37.9746,"1",0.0512389380530973,0.0512389380530973,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0
"x982",84906,127.46,37.9686,"1",0.486,0.486,0,0,0,1,0,0,0,0,0,0,0,0,6,25,1,0,0,0
"x983",92995,127.4593,37.9691,"1",8.24971428571429,8.24971428571429,0,0,0,1,0,0,0,0,0,0,0,0,6,26,1,0,0,0
"x984",118856,127.4586,37.9695,"1",0.429,0.429,0,0,0,1,0,0,0,0,0,0,0,0,7,27,1,0,0,0
"x985",84909,127.4587,37.9692,"3",0.745,0.745,0,0,0,1,0,0,0,0,0,0,0,0,7,27,1,0,0,0
"x986",92997,127.4588,37.9694,"1",1.25,1.25,0,0,0,1,0,0,0,0,0,0,0,0,7,27,1,0,0,0
"x987",83425,127.4848,37.9954,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x988",83426,127.4863,38.0011,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x989",83473,127.4863,38.0011,"4",0.133,0.0807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x990",119326,127.4329,37.7428,"3",4.78,4.78,0,1,1,1,1,4,1,1,0,0,6,3,1,3,22,3,1,0
"x991",119327,127.4332,37.7422,"1",4.6,4.6,0,1,1,1,1,4,0,1,0,0,6,3,1,4,23,3,1,0
"x992",119329,127.4334,37.742,"1",4.6,4.6,0,1,1,0,1,4,0,1,0,0,6,3,1,3,21,3,1,0
"x993",83429,127.4771,37.9994,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x994",147851,127.4081,37.7318,"1",13,13,1,7,4,1,2,1,1,0,0,0,12,0,4,9,71,6,3,0
"x995",182887,127.4118,37.7279,"2",24.75,24.75,1,4,4,1,2,0,1,0,0,0,9,0,5,10,63,5,1,0
"x996",174075,127.4987,37.8384,"4",5.46086956521739,5.46086956521739,0,2,3,0,0,5,1,0,0,0,3,0,2,7,35,0,0,1
"x997",174078,127.4983,37.8383,"1",14.6,14.6,0,1,3,0,0,5,1,0,0,0,2,0,2,7,29,0,0,1
"x998",180353,127.4958,37.8381,"3",10.8044280442804,10.8044280442804,0,0,2,0,0,3,0,0,0,0,1,0,2,10,14,0,0,1
"x999",180354,127.4957,37.8381,"2",4.87418032786885,4.87418032786885,0,0,2,0,0,3,0,0,0,0,1,0,2,10,13,0,0,1
"x1000",174077,127.498,37.8381,"4",1.08523654159869,1.08523654159869,0,1,2,0,0,4,1,0,0,0,2,0,2,7,26,0,0,1
"x1001",180351,127.4962,37.8381,"1",19.15,19.15,0,0,2,0,0,3,0,0,0,0,1,0,2,9,15,0,0,1
"x1002",182888,127.4123,37.728,"1",24.75,24.75,1,4,4,1,2,2,1,0,0,0,9,0,5,15,66,6,1,0
"x1003",182889,127.4111,37.7277,"3",24.75,24.75,1,3,4,1,2,0,1,0,0,0,8,0,5,7,57,4,1,0
"x1004",86970,127.5281,37.9582,"1",4.85,4.85,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
"x1005",85440,127.5273,37.9612,"1",1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0
"x1006",83464,127.4448,38.0447,"4",0.111,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"x1007",83465,127.445,38.0448,"2",0.54,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"x1008",83410,127.5031,37.8993,"4",0.0735,0.0686,0,0,0,0,0,0,0,0,0,0,0,0,7,38,3,0,0,0
"x1009",83411,127.503,37.8997,"4",0.0861,0.0898994761933503,0,0,0,0,0,0,0,0,0,0,0,0,7,38,3,0,0,0
"x1010",158316,127.5027,37.8993,"4",0.0955,0.00960602620087336,0,0,0,0,0,0,0,0,0,0,0,0,7,38,3,0,0,0
"x1011",158317,127.5031,37.8997,"1",0.0955,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,7,38,3,0,0,0
"x1012",158318,127.4379,37.8935,"1",0.0955,0.0909,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"x1013",158319,127.439,37.8937,"4",0.0936,0.0909,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"x1014",83418,127.4823,37.9012,"4",0.0749,0.0699,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,0,0,0
"x1015",138968,127.4743,37.8951,"4",0.179,0.166000000251994,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"x1016",138970,127.4872,37.9004,"4",0.0462,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0
"x1017",138971,127.4877,37.9002,"1",0.188,0.165999619771863,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,0
"x1018",138972,127.501,37.8992,"4",0.0462,0.166,0,0,0,0,0,0,0,0,0,0,0,0,7,39,3,0,0,0
"x1019",180349,127.4967,37.838,"3",13.7054671968191,13.7054671968191,0,0,2,0,0,3,0,0,0,0,1,0,2,8,19,0,0,1
"x1020",180363,127.4951,37.8385,"3",3,3,0,1,1,0,0,2,0,0,0,0,1,0,3,13,11,0,0,0
