"집계년도","asset_ID","재산구분명","재산종류명","행정재산구분명","산구분명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득방법명","재산명칭","등록일자","비고","address","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
2015,180369,"토지","행정재산","공용재산","일반","대","대",1,17.6,13594065,13594065,"경기도 경제실 과학기술과","","","2012-12-10","교환취득","산학연R&D단지","2013-04-08","","경기도 수원시 영통구 이의동  1292 - 5",127.0473,37.2949,"1",77.2390056818182,77.2390056818182,31,573,989,154,1793,408,85,8,342,72,1902,139,90,436,10499,1323,996,399
2015,6,"토지","행정재산","공용재산","일반","대","대",1,215,127925000,39990000,"경기도 자치행정국 회계과","","","1997-12-05","매입","주차장","2006-11-22","[토지분류코드:GA108][관리대장코드:100011]","경기도 수원시 팔달구 매산로3가  10 - 31",127.0106,37.2733,"1",59.5,18.6,45,697,1048,159,1799,497,120,11,374,86,2144,150,67,509,12790,1510,1072,442
2015,7,"토지","행정재산","공용재산","일반","대","대",1,2150,268750000,475150000,"경기도 자치행정국 회계과","","","1994-08-26","매입","주차장","2006-11-22","[토지분류코드:GA108][관리대장코드:100012]","경기도 수원시 팔달구 매산로3가  10 - 32",127.0109,37.2729,"4",12.5,22.1,45,698,1053,158,1797,499,124,11,375,86,2144,151,68,509,12773,1507,1068,440
2015,96610,"토지","행정재산","공용재산","일반","주차장","학교용지",1,132,83424000,62957400,"경기도 자치행정국 회계과","","","2007-11-01","매입","경기도청 직원주차장","2007-11-19","","경기도 수원시 팔달구 매산로3가  13 - 10",127.011,37.2727,"1",63.2,47.695,45,700,1052,158,1800,501,125,11,375,86,2145,151,68,509,12781,1508,1068,441
2015,179,"토지","행정재산","공용재산","일반","답","답",1,707,557760000,292485900,"경기도 경제실 과학기술과","","","2005-06-10","매입","산학연R&D단지","2006-11-30","[토지분류코드:GA153][관리대장코드:5300099]","경기도 수원시 영통구 이의동  920 - 1",127.0421,37.2946,"3",78.8910891089109,41.37,33,603,1025,160,1867,425,87,10,362,78,1977,144,92,466,11214,1409,1054,421
2015,180,"토지","행정재산","공용재산","일반","전","전",1,857,356469150,356469150,"경기도 경제실 과학기술과","","","2005-05-10","매입","산학연R&D단지","2006-11-30","[토지분류코드:GA154][관리대장코드:5300100]","경기도 수원시 영통구 이의동  920 - 2",127.0421,37.2943,"3",41.595,41.595,33,607,1035,160,1871,427,88,10,362,78,1991,144,92,466,11265,1411,1055,420
2015,91089,"토지","행정재산","공용재산","일반","대","대",1,1117,1697840000,558500000,"경기도 경제실 과학기술과","","","2006-12-21","기부채납","나노소자특화팹센터","2007-11-19","나노소자특화팹센터 무상사용허가","경기도 수원시 영통구 이의동  920 - 3",127.042,37.2939,"4",152,50,33,607,1045,159,1878,428,88,10,362,78,2004,143,91,466,11287,1411,1062,421
2015,181,"토지","행정재산","공용재산","일반","전","전",1,56,23293200,23293200,"경기도 경제실 과학기술과","","","2005-05-10","매입","산학연R&D단지","2006-11-30","[토지분류코드:GA155][관리대장코드:5300101]","경기도 수원시 영통구 이의동  920 - 4",127.0416,37.2938,"1",41.595,41.595,33,606,1045,160,1873,428,88,10,361,78,2001,143,92,465,11286,1414,1063,421
2015,182,"토지","행정재산","공용재산","일반","하천","하천",1,1686,2.64e+08,720101400,"경기도 경제실 과학기술과","","","2005-05-10","매입","산학연R&D단지","2006-11-30","[토지분류코드:GA156][관리대장코드:5300102]","경기도 수원시 영통구 이의동  921 - 1",127.0426,37.2947,"4",15.6583629893238,42.710640569395,33,600,1016,160,1864,422,86,10,362,78,1978,144,92,466,11189,1410,1051,420
2015,183,"토지","행정재산","공용재산","일반","임야","임야",1,532,99220000,217694400,"경기도 경제실 과학기술과","","","2005-05-10","매입","산학연R&D단지","2006-11-30","[토지분류코드:GA157][관리대장코드:5300103]","경기도 수원시 영통구 이의동  921 - 2",127.0425,37.2945,"3",18.6503759398496,40.92,33,605,1031,160,1871,422,87,10,362,78,1985,144,92,466,11209,1411,1054,421
2015,184,"토지","행정재산","공용재산","일반","대","대",1,70,15330000,15330000,"경기도 경제실 과학기술과","","","2005-03-15","매입","산학연R&D단지","2007-07-18","[토지분류코드:GA158][관리대장코드:5300104]","경기도 수원시 영통구 이의동  1124 - 1",127.0483,37.2941,"1",21.9,21.9,31,573,1004,155,1822,405,89,8,343,71,1896,140,88,426,10442,1325,998,399
2015,185,"토지","행정재산","공용재산","일반","대","대",1,508,46228000,46228000,"경기도 경제실 과학기술과","","","2005-03-15","매입","산학연R&D단지","2007-07-18","[토지분류코드:GA159][관리대장코드:5300105]","경기도 수원시 영통구 이의동  1151",127.0434,37.2943,"3",9.1,9.1,34,601,1034,160,1879,418,85,11,358,78,1988,144,92,466,11201,1413,1057,421
2015,186,"토지","행정재산","공용재산","일반","대","대",1,73,49786000,49786000,"경기도 경제실 과학기술과","","","2004-11-23","매입","산학연R&D단지","2007-07-18","[토지분류코드:GA160][관리대장코드:5300106]","경기도 수원시 영통구 이의동  1151 - 1",127.0439,37.2942,"1",68.2,68.2,34,601,1035,159,1880,417,86,10,356,74,1983,145,91,467,11183,1408,1057,422
2015,166389,"토지","행정재산","공공용재산","일반","잡종지","잡종지",1,19,5282000,30085380,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-01-15","누락재산등록","도로","2011-08-01","","경기도 수원시 권선구 당수동  134 - 15",126.9431,37.2944,"1",27.8,158.344105263158,16,193,481,74,730,118,54,5,86,21,636,40,124,58,3506,399,292,132
2015,166388,"토지","행정재산","공공용재산","일반","대","대",1,2,1582000,20748880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-01-15","누락재산등록","도로","2011-08-01","","경기도 수원시 권선구 당수동  134 - 14",126.9431,37.2944,"1",79.1,1037.444,16,193,481,74,730,118,54,5,86,21,636,40,124,58,3506,399,292,132
2015,166378,"토지","행정재산","공공용재산","일반","전","전",1,774,153252000,297550880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2009-12-04","누락재산등록","도로","2011-08-01","","경기도 수원시 권선구 당수동  131 - 14",126.9419,37.2952,"3",19.8,38.4432661498708,16,188,469,74,709,115,54,5,85,19,611,37,130,58,3403,389,288,130
2015,172859,"토지","행정재산","공공용재산","일반","전","전",1,81,21060000,56472380,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-05-11","누락재산등록","도로","2012-02-21","","경기도 수원시 권선구 당수동  131 - 15",126.9413,37.2951,"1",26,69.718987654321,16,183,464,74,705,112,54,5,85,18,587,37,131,58,3350,385,284,123
2015,172860,"토지","행정재산","공공용재산","일반","전","전",1,1164,2.91e+08,580153880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-09-13","누락재산등록","도로","2012-02-21","","경기도 수원시 권선구 당수동  131 - 16",126.9418,37.295,"4",25,49.8413986254295,16,187,468,74,709,116,54,5,85,19,606,37,129,58,3390,389,288,130
2015,172861,"토지","행정재산","공공용재산","일반","전","전",1,484,90992000,218948280,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-05-11","누락재산등록","도로","2012-02-21","","경기도 수원시 권선구 당수동  131 - 17",126.942,37.2955,"2",18.8,45.2372479338843,16,189,471,74,709,112,55,5,85,20,612,37,129,57,3409,389,289,130
2015,172882,"토지","행정재산","공공용재산","일반","전","전",1,200,4.4e+07,209623880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-09-13","누락재산등록","서수원-의왕 토지보상","2012-02-22","","경기도 수원시 권선구 당수동  131 - 18",126.9415,37.2951,"1",22,104.81194,16,185,466,74,708,113,53,5,85,18,596,37,131,58,3364,387,285,126
2015,172883,"토지","행정재산","공공용재산","일반","목장용지","목장용지",1,106,23320000,74656180,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-05-11","누락재산등록","서수원-의왕 토지보상","2012-02-22","","경기도 수원시 권선구 당수동  132",126.9422,37.2956,"1",22,70.430358490566,16,189,472,74,710,112,55,5,85,20,614,37,126,57,3429,391,289,130
2015,172863,"토지","행정재산","공공용재산","일반","목장용지","목장용지",1,418,80256000,239875780,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-05-11","누락재산등록","도로","2012-02-21","","경기도 수원시 권선구 당수동  132 - 4",126.9422,37.2954,"2",19.2,57.3865502392345,16,189,474,74,710,114,55,5,85,20,614,37,128,58,3432,391,289,130
2015,166379,"토지","행정재산","공공용재산","일반","창고용지","창고용지",1,13,3874000,30093880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-01-15","누락재산등록","도로","2011-08-01","","경기도 수원시 권선구 당수동  133 - 4",126.9426,37.2947,"1",29.8,231.491384615385,16,189,475,74,718,116,55,5,85,20,624,40,126,58,3461,395,289,130
2015,166385,"토지","행정재산","공공용재산","일반","전","전",1,1097,230370000,489136880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-01-12","누락재산등록","도로","2011-08-01","","경기도 수원시 권선구 당수동  133 - 5",126.9424,37.2951,"4",21,44.5885943482224,16,189,476,74,714,116,56,5,85,20,616,39,127,58,3446,393,289,130
2015,166386,"토지","행정재산","공공용재산","일반","창고용지","창고용지",1,126,37548000,130663880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-01-15","누락재산등록","도로","2011-08-01","","경기도 수원시 권선구 당수동  134 - 12",126.9427,37.2946,"1",29.8,103.701492063492,16,190,477,74,721,116,54,5,85,21,625,40,126,58,3463,395,291,130
2015,166387,"토지","행정재산","공공용재산","일반","대","대",1,112,88592000,143123880,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","2010-01-15","누락재산등록","도로","2011-08-01","","경기도 수원시 권선구 당수동  134 - 13",126.9429,37.2945,"1",79.1,127.789178571429,16,189,479,74,726,117,55,5,85,21,630,40,125,58,3476,397,292,131
2015,184641,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,60.06,1.2e+08,1.2e+08,"경기도 재난안전본부 소방행정과","","","2013-07-05","매입","비상대기생활관 임차","2014-02-17","","경기도 수원시 팔달구 인계동  1131 - 1",127.032,37.2598,"1",199.8001998002,199.8001998002,41,682,1083,155,1806,487,116,13,381,78,2086,136,94,487,12113,1527,1053,417
2015,184642,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,72.45,1.4e+08,1.4e+08,"경기도 재난안전본부 소방행정과","","","2013-06-17","매입","비상대기 생활관 임차","2014-02-17","","경기도 수원시 팔달구 인계동  1134 - 4",127.0338,37.258,"1",193.236714975845,193.236714975845,41,680,1072,150,1808,482,116,12,385,80,2092,132,97,482,12200,1534,1067,414
2015,184643,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,72.45,1.35e+08,1.35e+08,"경기도 재난안전본부 소방행정과","","","2013-06-28","매입","비상대기생활관 임차","2014-02-17","","경기도 수원시 팔달구 인계동  1134 - 4",127.0338,37.258,"1",186.335403726708,186.335403726708,41,680,1072,150,1808,482,116,12,385,80,2092,132,97,482,12200,1534,1067,414
2015,189351,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,60,1.65e+08,1.65e+08,"경기도 문화체육관광국 체육과","","","2014-04-28","매입","선수단 합숙소","2015-03-17","","경기도 수원시 장안구 정자동  887 - 1",126.9976,37.2902,"1",275,275,38,588,927,140,1550,460,111,9,311,90,1812,128,83,476,11175,1318,936,402
2015,189353,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,84,2e+08,2e+08,"경기도 문화체육관광국 체육과","","","2014-04-04","매입","선수단 합숙소","2015-03-17","","경기도 수원시 장안구 율전동  543",126.9662,37.3044,"1",238.095238095238,238.095238095238,21,308,678,109,1005,223,80,4,133,40,1034,80,108,166,5688,605,462,219
2015,185135,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,84.73,2.1e+08,2.1e+08,"경기도 문화체육관광국 체육과","경기도 문화체육관광국 체육과","","2013-10-21","수용","선수단 합숙소","2014-03-18","","경기도 수원시 장안구 율전동  560",126.9671,37.3044,"1",247.846099374484,247.846099374484,21,311,678,109,1002,227,81,4,135,44,1039,88,109,179,5729,611,467,221
2015,185138,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,50,8e+07,8e+07,"경기도 문화체육관광국 체육과","","","2011-12-30","수용","선수단 합숙소","2014-03-18","","경기도 수원시 장안구 천천동  503 - 1",126.978,37.2995,"1",160,160,25,381,719,113,1177,282,91,5,193,59,1231,110,99,314,7466,839,610,274
2015,184685,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,606,423180000,423180000,"경기도 보건복지국 장애인복지과","","","2012-08-27","매입","경기도장애인생산품판매시설","2014-03-06","","경기도 수원시 장안구 영화동  443 - 13",127.0089,37.2865,"3",69.8316831683168,69.8316831683168,41,634,1016,152,1763,471,115,10,348,91,2004,149,70,503,12079,1416,1039,434
2015,147233,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.3e+08,1.3e+08,"경기도 자치행정국 회계과","","","2006-11-03","매입","생활관 임차","2009-04-01","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",217.245989304813,217.245989304813,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,183912,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.5e+08,1.5e+08,"경기도 자치행정국 회계과","","","2013-05-08","누락재산등록","생활관 임차","2013-12-11","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",250.668449197861,250.668449197861,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,188773,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.8e+08,1.8e+08,"경기도 자치행정국 회계과","","","2014-11-19","매입","직원 관사","2015-01-05","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",300.802139037433,300.802139037433,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,183911,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.95e+08,1.95e+08,"경기도 자치행정국 회계과","","","2013-01-22","누락재산등록","생활관 임차","2013-12-11","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",325.868983957219,325.868983957219,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,179626,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.85e+08,1.85e+08,"경기도 자치행정국 회계과","","","2012-12-20","매입","생활관","2013-03-19","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",309.157754010695,309.157754010695,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,177031,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.85e+08,1.85e+08,"경기도 자치행정국 회계과","","","2006-10-31","매입","생활관임차","2012-10-30","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",309.157754010695,309.157754010695,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,160225,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.95e+08,1.95e+08,"경기도 자치행정국 회계과","","","2010-12-10","매입","생활관 임차","2011-04-04","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",325.868983957219,325.868983957219,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,173858,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,59.84,1.6e+08,1.6e+08,"경기도 자치행정국 회계과","","","2005-03-09","매입","생활관 임차","2012-04-13","","경기도 수원시 장안구 조원동  881",127.0087,37.3053,"1",267.379679144385,267.379679144385,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320
2015,702,"토지","행정재산","공공용재산","일반","구거","구거",1,7,626500,626500,"경기도 건설국 도로정책과","","경기도 수원시 교통건설국 도로과","1996-07-12","매입","도로","2006-10-18","[토지분류코드:GA215][관리대장코드:1600373]","경기도 수원시 권선구 입북동  382 - 2",126.9529,37.2945,"1",8.95,8.95,22,247,581,91,862,154,73,5,107,31,851,49,116,82,4511,481,384,181
