"asset_ID","재산번호","재산구분명","재산종류명","행정재산구분명","산구분명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득방법명","재산명칭","등록일자","비고","address","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
2015,189311,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,75.01,9e+07,9e+07,"경기도 경기도수자원본부","경기도 경기도수자원본부 수질정책과","","2014-05-12","매입","본부장 관사","2015-03-03","","경기도 광주시 퇴촌면 도수리 564 - 3",127.317,37.4737,"1",119.984002133049,119.984002133049,2,7,15,3,7,7,6,0,1,7,32,4,38,34,227,40,6,5
2015,160451,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,84.98,1.3e+08,1.3e+08,"경기도 재난안전본부 소방행정과","경기도 광주소방서","","2010-01-15","매입","광주소방서 관사","2011-04-11","","경기도 광주시 초월읍 대쌍령리 61 - 1",127.2937,37.3858,"1",152.977171099082,152.977171099082,8,119,186,23,174,69,24,0,38,12,315,9,158,36,1475,125,121,41
2015,161830,"입목죽","행정재산","공용재산","산","미등록","미등록",1,0,120730000,120730000,"경기도 축산산림국 공원녹지과","","","2010-10-25","매입","남한산성도립공원내 소나무림","2011-06-02","","경기도 광주시 중부면 산성리 15",127.1961,37.4781,"1",Inf,Inf,4,149,228,43,364,165,16,4,68,12,598,40,53,28,2574,253,272,110
2015,161869,"입목죽","행정재산","공용재산","일반","미등록","미등록",5,0,192500,192500,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","2008-04-13","매입","옥매화","2011-06-02","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"1",Inf,Inf,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,161870,"입목죽","행정재산","공용재산","일반","미등록","미등록",5,0,110000,110000,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","2008-04-13","매입","목단","2011-06-02","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"1",Inf,Inf,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,161871,"입목죽","행정재산","공용재산","일반","미등록","미등록",5,0,110000,110000,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","2008-04-13","매입","수국","2011-06-02","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"1",Inf,Inf,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,161872,"입목죽","행정재산","공용재산","일반","미등록","미등록",20,0,187000,187000,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","2008-04-13","매입","조팝나무","2011-06-02","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"1",Inf,Inf,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,161873,"입목죽","행정재산","공용재산","일반","미등록","미등록",15,0,1567500,1567500,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","2008-04-13","매입","메타세콰이어","2011-06-02","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"1",Inf,Inf,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,151584,"건물","행정재산","공용재산","산","미등록","미등록",1,9.48,2417000,2417000,"경기도 축산산림국 공원녹지과","","","2008-06-12","신축","13호 화장실(서문옆)","2010-02-23","","경기도 광주시 중부면 산성리 18 - 2",127.1765,37.4834,"1",25.4957805907173,25.4957805907173,8,314,437,78,780,252,39,14,137,22,1173,67,52,53,4698,593,488,191
2015,151582,"건물","행정재산","공용재산","산","미등록","미등록",1,38,9690000,9690000,"경기도 축산산림국 공원녹지과","","","2008-06-12","신축","8호 화장실(수어장대하단)","2010-02-23","","경기도 광주시 중부면 산성리 18 - 3",127.1763,37.4812,"1",25.5,25.5,7,314,459,77,799,275,35,14,141,24,1217,72,50,83,4881,601,500,200
2015,179538,"건물","행정재산","공공용재산","일반","미등록","미등록",1,34.02,165011470,165011470,"경기도 축산산림국 공원녹지과","","","2012-12-31","신축","공중화장실","2013-02-15","","경기도 광주시 중부면 산성리 25 - 3",127.198,37.4749,"1",485.042533803645,485.042533803645,3,142,223,43,353,179,14,4,64,11,549,35,53,30,2539,226,224,102
2015,151579,"건물","행정재산","공용재산","산","미등록","미등록",1,8.64,2203000,2203000,"경기도 축산산림국 공원녹지과","","","2008-06-12","신축","6호 공중화장실(아래휴게소)","2010-02-24","","경기도 광주시 중부면 산성리 29 - 1",127.1795,37.4753,"1",25.4976851851852,25.4976851851852,7,315,483,72,783,311,29,11,162,22,1193,68,45,182,5341,575,550,227
2015,151581,"건물","행정재산","공용재산","산","미등록","미등록",1,8.64,2203000,2203000,"경기도 축산산림국 공원녹지과","","","2008-06-12","신축","5호 화장실(남문갓길)","2010-02-23","","경기도 광주시 중부면 산성리 32 - 9",127.1823,37.4736,"1",25.4976851851852,25.4976851851852,5,287,459,66,686,299,21,11,148,16,1054,65,45,180,4940,485,500,210
2015,185185,"건물","행정재산","공용재산","일반","미등록","미등록",1,733.11,2026485740,2026485740,"경기도 축산산림국 공원녹지과","","","2013-10-26","신축","남한산성도립공원 관리사무소","2014-03-26","","경기도 광주시 중부면 산성리 157 - 1",127.1885,37.4767,"3",276.423147958697,276.423147958697,4,202,321,57,478,225,19,6,99,16,786,50,49,54,3404,325,336,147
2015,151577,"건물","행정재산","공용재산","일반","미등록","미등록",1,147.87,40604000,40604000,"경기도 문화체육관광국 문화유산과","","","2009-05-19","신축","역사관","2010-02-23","","경기도 광주시 중부면 산성리 160",127.1885,37.4764,"1",27.4592547507946,27.4592547507946,4,204,324,57,483,230,19,6,100,16,790,47,49,59,3429,330,341,152
2015,151588,"건물","행정재산","공용재산","일반","미등록","미등록",1,41.6,23067000,23067000,"경기도 축산산림국 공원녹지과","","","2009-05-19","신축","18호 화장실(역사관)","2010-02-23","","경기도 광주시 중부면 산성리 164",127.1885,37.476,"1",55.4495192307692,55.4495192307692,3,206,331,56,486,233,19,6,101,16,792,47,49,65,3470,336,347,153
2015,189874,"건물","행정재산","공용재산","일반","미등록","미등록",1,554.27,1486497610,1500217610,"경기도 재난안전본부 소방행정과","경기도 광주소방서 경안119안전센터","","2014-12-31","신축","중부지역대청사","2015-04-13","","경기도 광주시 중부면 산성리 239 - 1",127.1881,37.4769,"3",268.190161834485,270.665489743266,4,204,326,57,484,226,19,6,99,16,793,50,50,54,3427,327,338,149
2015,151592,"건물","행정재산","공용재산","일반","미등록","미등록",1,68.67,161500000,161500000,"경기도 축산산림국 공원녹지과","","","2009-01-13","신축","화장실(중앙주차장)","2010-02-23","","경기도 광주시 중부면 산성리 437 - 1",127.1872,37.4769,"1",235.182758118538,235.182758118538,4,213,353,58,499,237,19,6,103,16,815,51,49,65,3528,339,350,155
2015,151589,"건물","행정재산","공용재산","일반","미등록","미등록",1,41.6,23067000,23067000,"경기도 축산산림국 공원녹지과","","","2009-05-19","신축","19호 화장실(로터리)","2010-02-23","","경기도 광주시 중부면 산성리 520 - 1",127.1849,37.4773,"1",55.4495192307692,55.4495192307692,4,229,392,62,591,245,21,7,112,16,892,55,50,72,3882,392,381,169
2015,151595,"건물","행정재산","공용재산","일반","미등록","미등록",1,290,162690000,162690000,"경기도 축산산림국 공원녹지과","","","2003-01-27","신축","농산물판매장","2010-02-23","","경기도 광주시 중부면 산성리 563",127.183,37.4783,"1",56.1,56.1,4,243,408,67,635,248,25,7,121,16,946,57,48,71,4025,421,422,179
2015,151580,"건물","행정재산","공용재산","일반","미등록","미등록",1,47.09,13633000,13633000,"경기도 축산산림국 공원녹지과","","","2009-12-31","신축","3호 공중화장실","2010-03-08","","경기도 광주시 중부면 산성리 805",127.1778,37.4832,"1",28.9509449989382,28.9509449989382,8,286,426,74,745,244,37,14,123,22,1113,67,52,52,4393,545,465,185
2015,151583,"건물","행정재산","공용재산","일반","미등록","미등록",1,38,9690000,9690000,"경기도 축산산림국 공원녹지과","","","2008-06-12","신축","12호 화장실(위 휴게소)","2010-02-23","","경기도 광주시 중부면 산성리 823",127.1765,37.4779,"1",25.5,25.5,8,340,497,78,828,315,33,12,167,25,1314,68,45,166,5585,640,561,224
2015,90511,"건물","행정재산","보존재산","일반","미등록","미등록",1,424.23,1698620000,1.73e+08,"경기도 문화체육관광국 문화유산과","","","2003-01-17","매입","남한산성 행궁","2009-11-16","","경기도 광주시 중부면 산성리 935 - 1",127.1815,37.4788,"2",400.400726021262,40.7797656931382,6,259,426,70,689,255,28,10,124,18,1028,58,49,79,4250,467,439,189
2015,90516,"건물","행정재산","보존재산","일반","미등록","미등록",1,206.89,1643834000,3.84e+08,"경기도 문화체육관광국 문화유산과","","","2005-06-21","매입","남한산성 행궁","2009-11-16","","경기도 광주시 중부면 산성리 936 - 2",127.1812,37.4796,"1",794.54492725603,185.605877519455,6,257,426,72,686,248,29,10,125,19,1038,57,50,69,4214,470,434,184
2015,151590,"건물","행정재산","공용재산","일반","미등록","미등록",1,41.6,10066000,10066000,"경기도 축산산림국 공원녹지과","","","2010-02-23","신축","20호 화장실(남문주차장)","2010-02-23","","경기도 광주시 중부면 산성리 1047",127.1831,37.4766,"1",24.1971153846154,24.1971153846154,4,252,433,69,642,269,22,7,126,16,972,57,47,104,4259,436,432,191
2015,151585,"건물","행정재산","공용재산","일반","미등록","미등록",1,24.57,96853000,96853000,"경기도 축산산림국 공원녹지과","","","2008-12-23","신축","15호 화장실(광지원주차장)","2010-02-23","","경기도 광주시 중부면 광지원리 5 - 2",127.2411,37.4602,"1",394.192104192104,394.192104192104,1,23,51,6,24,19,18,0,9,6,84,6,68,13,520,50,3,6
2015,171037,"건물","행정재산","공공용재산","일반","미등록","미등록",1,20.4,54565000,54565000,"경기도 축산산림국 공원녹지과","","","2010-08-02","신축","경기도 광주시 중부면 광지원리 일반번지 5-19번지","2011-10-04","","경기도 광주시 중부면 광지원리 5 - 19",127.2409,37.4602,"1",267.475490196078,267.475490196078,1,23,51,5,23,19,18,0,9,6,83,6,69,13,523,50,3,6
2015,151586,"건물","행정재산","공용재산","일반","미등록","미등록",1,20.4,59040000,59040000,"경기도 축산산림국 공원녹지과","","","2008-10-13","신축","휴계음식점, 휴게매점","2010-02-23","","경기도 광주시 중부면 오전리 335 - 1",127.2268,37.4552,"1",289.411764705882,289.411764705882,1,35,75,8,61,35,20,0,16,10,110,8,72,14,728,76,14,12
2015,90551,"건물","행정재산","공용재산","일반","미등록","미등록",1,311.6,196016000,196016000,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","톱밥창고","2009-11-16","","경기도 광주시 곤지암읍 삼리 430 - 1",127.3228,37.3519,"2",62.9062901155327,62.9062901155327,4,62,72,9,43,37,24,0,15,7,137,5,191,42,605,36,41,17
2015,90552,"건물","행정재산","공용재산","일반","미등록","미등록",1,1413,1594984982,1594984982,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","연구실험실","2009-03-17","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"4",112.879333474876,112.879333474876,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,90553,"건물","행정재산","공용재산","일반","미등록","미등록",1,334.8,119535164,116962000,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","관리사","2009-03-17","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"2",35.7034540023895,34.9348864994026,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,90554,"건물","행정재산","공용재산","일반","미등록","미등록",1,350,463270882,393269000,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","작업실외4","2009-03-17","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"2",132.363109142857,112.362571428571,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,90555,"건물","행정재산","공용재산","일반","미등록","미등록",1,846,270219595,37177450,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1993-04-08","매입","버섯재배사","2009-03-17","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"3",31.9408504728132,4.39449763593381,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,90556,"건물","행정재산","공용재산","일반","미등록","미등록",1,190.1,37995354,264106280,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1993-04-08","매입","비닐재배실","2009-03-17","","경기도 광주시 곤지암읍 삼리 430 - 8",127.3229,37.351,"1",19.9870352446081,138.930184113624,4,60,72,8,43,38,24,0,15,7,137,5,189,42,597,36,39,16
2015,184684,"건물","행정재산","공용재산","일반","미등록","미등록",1,25927.3,44583364600,44583364600,"경기도 농정해양국 농식품유통과","","","2013-01-30","신축","친환경농산물유통센터","2014-03-04","","경기도 광주시 곤지암읍 삼리 680",127.327,37.3535,"4",171.955292683773,171.955292683773,4,61,71,8,43,34,24,0,15,6,137,5,192,42,595,36,38,16
2015,97609,"건물","행정재산","공용재산","일반","미등록","미등록",1,777.6,89696160,82885943,"경기도 경기도수자원본부","경기도 경기도수자원본부 수질관리과","","1992-12-14","신축","경기도팔당수질개선본부 사무실","2008-01-02","","경기도 광주시 퇴촌면 광동리 129 - 1",127.31,37.4668,"3",11.535,10.6592004886831,2,10,19,4,8,8,5,0,1,7,40,4,44,30,232,39,6,5
2015,97610,"건물","행정재산","공용재산","일반","미등록","미등록",1,475.92,101778400,107421236,"경기도 경기도수자원본부","경기도 경기도수자원본부 수질관리과","","1992-12-14","신축","경기도팔당수질개선본부 생활관","2008-01-02","","경기도 광주시 퇴촌면 광동리 129 - 1",127.31,37.4668,"2",21.3856110270634,22.5712800470667,2,10,19,4,8,8,5,0,1,7,40,4,44,30,232,39,6,5
2015,90532,"건물","행정재산","공용재산","일반","미등록","미등록",1,150.48,59289120,63640026,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","관리실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913516746411,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90533,"건물","행정재산","공용재산","일반","미등록","미등록",1,209.82,82669080,88735715,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","대피시설","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913521113335,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90534,"건물","행정재산","공용재산","일반","미등록","미등록",1,209.82,82669080,88735715,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","대피실 및 노래방","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913521113335,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90535,"건물","행정재산","공용재산","일반","미등록","미등록",1,76.8,30259200,32479758,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","매점 및 휴게시설","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913515625,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90536,"건물","행정재산","공용재산","일반","미등록","미등록",1,93.96,37020240,39736954,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","취사,샤워,화장실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913516389953,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90537,"건물","행정재산","공용재산","일반","미등록","미등록",1,93.96,37020240,39736954,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","취사,샤워,화장실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913516389953,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90538,"건물","행정재산","공용재산","일반","미등록","미등록",1,95.48,37619120,40379783,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","취사,샤워,화장실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913521156263,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90539,"건물","행정재산","공용재산","일반","미등록","미등록",1,95.48,37619120,40379783,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","취사,샤워,화장실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913521156263,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90540,"건물","행정재산","공용재산","일반","미등록","미등록",1,95.48,37619120,40379783,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","취사,샤워,화장실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913521156263,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90541,"건물","행정재산","공용재산","일반","미등록","미등록",1,95.48,37619120,40379783,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","취사,샤워,화장실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913521156263,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90542,"건물","행정재산","공용재산","일반","미등록","미등록",1,54,21276000,22837330,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","샤워시설","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913518518519,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90531,"건물","행정재산","공용재산","일반","미등록","미등록",1,102.96,40566240,43543176,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","샤워실 및 화장실","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.291351981352,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,90530,"건물","행정재산","공용재산","일반","미등록","미등록",1,1310.82,546064080,554363500,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","체육시설","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"4",41.6582047878427,42.2913519781511,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,97611,"건물","행정재산","공용재산","일반","미등록","미등록",1,29.7,5078700,6703670,"경기도 경기도수자원본부","경기도 경기도수자원본부 수질관리과","","1992-12-14","신축","경기도팔당수질개선본부 당직실","2008-01-02","","경기도 광주시 퇴촌면 광동리 129 - 1",127.31,37.4668,"1",17.1,22.5712794612795,2,10,19,4,8,8,5,0,1,7,40,4,44,30,232,39,6,5
2015,90545,"건물","행정재산","공용재산","일반","미등록","미등록",1,529.51,368582600,233798892,"경기도 재난안전본부 소방행정과","경기도 광주소방서","","1997-12-30","매입","오포파출소","2009-04-13","","경기도 광주시 오포읍 고산리 175 - 2",127.2336,37.3714,"3",69.6082415818398,44.1538199467432,7,131,171,24,176,72,46,0,29,6,316,12,54,32,1454,124,110,46
2015,92788,"건물","행정재산","공용재산","일반","미등록","미등록",1,753.96,1010893630,1010893630,"경기도 재난안전본부 소방행정과","경기도 광주소방서 소방행정과","","2007-01-05","매입","광주소방서","2009-04-13","","경기도 광주시 오포읍 능평리 376",127.1688,37.3573,"3",134.077886094753,134.077886094753,6,112,221,43,756,65,23,0,88,18,485,22,44,3,1659,327,179,67
2015,90546,"건물","행정재산","공용재산","일반","미등록","미등록",1,3512.6,3757458680,4131362740,"경기도 재난안전본부 소방행정과","경기도 광주소방서","","2007-12-31","매입","광주소방서","2009-04-13","","경기도 광주시 초월읍 대쌍령리 450 - 7",127.2994,37.3856,"4",106.970867163924,117.615519558162,8,105,153,20,158,60,22,0,35,11,260,8,167,33,1251,102,112,36
2015,90544,"건물","행정재산","공용재산","일반","미등록","미등록",1,582.64,1164040800,1025746300,"경기도 재난안전본부 소방행정과","경기도 광주소방서","","1998-04-02","매입","실촌파출소","2009-04-13","","경기도 광주시 곤지암읍 곤지암리 520 - 8",127.3369,37.3377,"3",199.7873129205,176.051472607442,5,57,55,11,38,29,23,0,11,7,108,4,172,45,551,34,36,16
2015,90524,"건물","일반재산","미등록","산","미등록","미등록",1,249.72,32215000,32215000,"경기도 문화체육관광국 관광과","","","1996-08-30","매입","도자기EXPO","2008-02-25","","경기도 광주시 곤지암읍 삼리 26 - 1",127.3326,37.3494,"1",12.9004485023226,12.9004485023226,5,59,67,8,43,31,24,0,14,6,128,4,199,45,582,33,38,16
2015,90525,"건물","일반재산","미등록","산","미등록","미등록",1,160,3840000,3840000,"경기도 문화체육관광국 관광과","","","1979-11-10","매입","도자기EXPO","2008-02-22","","경기도 광주시 곤지암읍 삼리 26 - 1",127.3326,37.3494,"1",2.4,2.4,5,59,67,8,43,31,24,0,14,6,128,4,199,45,582,33,38,16
2015,90526,"건물","일반재산","미등록","산","미등록","미등록",1,264,13200000,13200000,"경기도 문화체육관광국 관광과","","","1996-08-30","신축","도자기EXPO","2008-02-25","","경기도 광주시 곤지암읍 삼리 26 - 1",127.3326,37.3494,"1",5,5,5,59,67,8,43,31,24,0,14,6,128,4,199,45,582,33,38,16
2015,90527,"건물","일반재산","미등록","산","미등록","미등록",1,198,19800000,19800000,"경기도 문화체육관광국 관광과","","","1996-08-30","신축","도자기EXPO","2008-02-22","","경기도 광주시 곤지암읍 삼리 26 - 1",127.3326,37.3494,"1",10,10,5,59,67,8,43,31,24,0,14,6,128,4,199,45,582,33,38,16
2015,90529,"건물","일반재산","미등록","산","미등록","미등록",1,200,31800000,31800000,"경기도 문화체육관광국 관광과","","","1997-06-25","매입","도자기EXPO","2008-02-25","","경기도 광주시 곤지암읍 삼리 26 - 1",127.3326,37.3494,"1",15.9,15.9,5,59,67,8,43,31,24,0,14,6,128,4,199,45,582,33,38,16
2015,90543,"건물","행정재산","공용재산","일반","미등록","미등록",1,54,21276000,22837330,"경기도 여성가족국 아동청소년과","","","2001-04-17","매입","샤워시설","2009-11-16","","경기도 광주시 퇴촌면 우산리 388",127.377,37.4257,"1",39.4,42.2913518518519,0,2,2,0,1,6,0,0,1,1,3,0,91,47,77,7,1,0
2015,93311,"건물","행정재산","공용재산","일반","미등록","미등록",1,515.58,196779764,477611200,"경기도 여성가족국 아동청소년과","","","2006-10-23","매입","청소년수련시설","2009-04-14","","경기도 광주시 퇴촌면 우산리 388 - 33",127.3768,37.4221,"3",38.1666790798712,92.6357112378292,0,1,2,0,0,6,0,0,1,1,3,0,99,43,82,7,1,0
2015,153235,"건물","행정재산","공용재산","일반","미등록","미등록",1,135,57358000,57358000,"경기도 여성가족국 아동청소년과","","","2009-12-30","누락재산등록","15동 (야영장 내 화장실)","2010-04-07","","경기도 광주시 퇴촌면 우산리 547 - 4",127.3829,37.4164,"1",42.4874074074074,42.4874074074074,0,1,2,0,0,6,3,0,1,1,3,0,119,45,84,7,1,0
2015,90521,"건물","일반재산","미등록","일반","미등록","미등록",1,3327.87,3.3e+09,3.3e+09,"경기도 문화체육관광국 관광과","","","2002-05-27","신축","세계도자기엑스포광주행사장","2008-02-22","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"4",99.1625273823797,99.1625273823797,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,90522,"건물","일반재산","미등록","일반","미등록","미등록",1,129,5.1e+07,5.1e+07,"경기도 문화체육관광국 관광과","","","2002-05-27","신축","세계도자기엑스포광주행사장 1호","2008-02-22","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"1",39.5348837209302,39.5348837209302,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,90523,"건물","일반재산","미등록","일반","미등록","미등록",1,65.38,72975520,72975520,"경기도 문화체육관광국 관광과","","","2002-05-27","신축","세계도자기엑스포광주행사장 3호","2008-02-22","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"1",111.61749770572,111.61749770572,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,93403,"건물","일반재산","미등록","일반","미등록","미등록",1,1805.55,9e+08,9e+08,"경기도 문화체육관광국 관광과","","","2007-05-22","기부채납","광주 야외다목적공연장","2008-02-22","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"4",49.8463072194068,49.8463072194068,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,93404,"건물","일반재산","미등록","일반","미등록","미등록",1,65.38,7.5e+07,7.5e+07,"경기도 문화체육관광국 관광과","","","2007-05-22","기부채납","광주 야외 화장실","2008-02-22","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"1",114.71397981034,114.71397981034,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,124500,"건물","일반재산","미등록","일반","미등록","미등록",1,841.8,787989000,787989000,"경기도 문화체육관광국 관광과","","","2002-05-27","신축","물의회랑","2008-02-22","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"3",93.6076265146116,93.6076265146116,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,158683,"건물","일반재산","미등록","일반","미등록","미등록",1,1108.17,1400798000,1400798000,"경기도 문화체육관광국 관광과","","","2009-06-08","기부채납","세계도자기 엑스포 광주행사장 제6호동","2010-10-08","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"4",126.406417787885,126.406417787885,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,187286,"건물","일반재산","미등록","일반","미등록","미등록",1,554.28,1013147000,1013147000,"경기도 문화체육관광국 관광과","","","2014-08-21","기부채납","세계도자기엑스포광주행사장7호동(체험관)","2014-09-24","","경기도 광주시 곤지암읍 삼리 72 - 1",127.3276,37.351,"3",182.786136970484,182.786136970484,4,59,69,8,43,35,23,0,15,6,130,3,189,43,582,34,38,16
2015,90547,"건물","행정재산","공용재산","일반","미등록","미등록",1,336,51072000,386419960,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","버섯재배사","2009-11-16","","경기도 광주시 곤지암읍 삼리 430 - 1",127.3228,37.3519,"2",15.2,115.00594047619,4,62,72,9,43,37,24,0,15,7,137,5,191,42,605,36,41,17
2015,90548,"건물","행정재산","공용재산","일반","미등록","미등록",1,120,18240000,170170233,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","톰밥저장고","2009-11-16","","경기도 광주시 곤지암읍 삼리 430 - 1",127.3228,37.3519,"1",15.2,141.8085275,4,62,72,9,43,37,24,0,15,7,137,5,191,42,605,36,41,17
2015,90549,"건물","행정재산","공용재산","일반","미등록","미등록",1,66,6242933,60775083,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","저온저장고","2009-11-16","","경기도 광주시 곤지암읍 삼리 430 - 1",127.3228,37.3519,"1",9.45898939393939,92.0834590909091,4,62,72,9,43,37,24,0,15,7,137,5,191,42,605,36,41,17
2015,90550,"건물","행정재산","공용재산","일반","미등록","미등록",1,744.51,452650000,452650000,"경기도 경기도농업기술원","경기도 경기도농업기술원 버섯연구소","","1994-06-16","매입","버섯재배사","2009-11-16","","경기도 광주시 곤지암읍 삼리 430 - 1",127.3228,37.3519,"3",60.7983774563135,60.7983774563135,4,62,72,9,43,37,24,0,15,7,137,5,191,42,605,36,41,17
