"집계년도","asset_ID","재산구분명","재산종류명","행정재산구분명","산구분명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득방법명","재산명칭","등록일자","비고","address","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
2015,108295,"토지","행정재산","공공용재산","일반","답","답",1,219,18417900,18417900,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2001-06-08","매입","","2008-01-17","","경기도 안성시 보개면 복평리 165",127.3085,37.0417,"1",8.41,8.41,2,29,43,14,58,46,23,0,8,8,52,13,37,14,543,38,15,5
2015,36834,"토지","행정재산","공공용재산","일반","답","답",1,69,5347500,5347500,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1998-08-24","매입","도로","2007-07-18","[토지분류코드:GA202][관리대장코드:1634218]","경기도 안성시 가사동  33 - 31",127.2874,37.0141,"1",7.75,7.75,8,75,94,22,110,91,44,0,33,8,115,30,35,43,1220,94,90,37
2015,36736,"토지","행정재산","공공용재산","일반","답","답",1,712,12033000,12033000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2005-11-16","매입","하천","2007-07-18","[토지분류코드:][관리대장코드:1634120]","경기도 안성시 양성면 장서리 231",127.2186,37.1103,"3",1.69002808988764,1.69002808988764,1,11,11,4,6,14,14,0,5,4,26,4,60,16,200,12,6,4
2015,36250,"토지","행정재산","공공용재산","일반","전","전",1,100,5850000,5850000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2003-05-27","매입","하천","2007-07-18","[토지분류코드:][관리대장코드:1633634]","경기도 안성시 삼죽면 마전리 198 - 1",127.3369,37.0345,"1",5.85,5.85,1,16,20,5,4,20,12,0,7,8,18,7,39,14,191,10,3,2
2015,36170,"토지","행정재산","공공용재산","일반","하천","하천",1,188,2355000,2355000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2001-08-31","매입","하천","2007-07-18","[토지분류코드:][관리대장코드:1633554]","경기도 안성시 보개면 동평리 525 - 1",127.3152,37.0895,"1",1.25265957446809,1.25265957446809,1,2,3,3,1,10,2,0,0,1,7,2,26,25,52,3,1,1
2015,181110,"토지","행정재산","공공용재산","일반","답","답",1,40,6080000,6080000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2013-03-29","매입","도로(토지: 미양면 구례리 110-15번지 답 40㎡)","2013-07-02","","경기도 안성시 미양면 구례리 110 - 15",127.2444,36.993,"1",15.2,15.2,11,112,97,23,117,103,54,0,43,5,136,26,23,41,1453,121,91,40
2015,108069,"토지","행정재산","공공용재산","일반","하천","하천",1,1939,14651160,14651160,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","1998-05-29","매입","","2008-01-17","","경기도 안성시 미양면 보체리 220 - 1",127.2467,36.9727,"4",0.755603919546158,0.755603919546158,9,99,78,19,105,89,33,0,38,5,113,27,28,34,1274,109,86,39
2015,35817,"토지","행정재산","공공용재산","일반","답","답",1,3121,54617500,54617500,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2003-05-15","매입","하천","2007-07-18","[토지분류코드:][관리대장코드:1633201]","경기도 안성시 대덕면 명당리 6",127.2038,37.0523,"4",1.75,1.75,4,24,11,5,4,14,26,0,8,3,28,3,38,29,296,42,4,5
2015,39741,"토지","행정재산","공공용재산","일반","전","전",1,673,53840000,53840000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1998-10-08","매입","도로","2007-07-18","[토지분류코드:GA201][관리대장코드:1637125]","경기도 안성시 서운면 신능리 13 - 8",127.2668,36.9774,"3",8,8,10,98,85,23,110,92,34,0,35,5,124,29,27,32,1354,111,88,39
2015,36726,"토지","행정재산","공공용재산","일반","제방","제방",1,3352,46257000,46257000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2005-11-23","매입","하천","2007-07-18","[토지분류코드:][관리대장코드:1634110]","경기도 안성시 미양면 진촌리 160 - 1",127.1941,36.9735,"4",1.37998210023866,1.37998210023866,6,68,129,16,69,35,21,0,21,3,87,6,15,9,723,61,29,13
