"data_category","SW8","PNILP","PAREA","JIMOK","SPFC1","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE"
"public",0,0.0594672459119014,-0.161716978911896,"8","14","330","2","4","2"
"public",1,-0.252641131577433,-0.20387671384397,"8","14","210","2","7","4"
"public",0,-0.989145968730105,-0.0876736400496753,"8","42","160","2","7","6"
"public",0,-0.748680650619004,-0.220889960747633,"8","43","160","2","4","8"
"public",0,-0.0164318367957322,-0.180460771731524,"8","13","220","2","4","5"
"public",0,0.250278958513335,-0.17095737980652,"8","15","160","2","4","1"
"public",0,-0.823231992605661,-0.103063485531233,"8","13","160","3","7","8"
"public",0,0.670206593680803,-0.16963917785177,"8","15","160","2","4","5"
"public",0,0.524792463259636,-0.00683149603167742,"8","14","160","2","2","5"
"public",1,0.0509551992531014,-0.201188361088964,"8","14","330","2","2","5"
"public",1,0.377250321173769,-0.17611654952597,"8","22","240","2","7","5"
"public",0,-0.2767585971107,0.0892446469313563,"8","14","160","2","7","5"
"public",3,0.512024393271436,-0.100550460129814,"8","15","160","3","4","5"
"public",1,0.86669300405477,-0.206948189334593,"8","14","160","2","1","1"
"public",0,-0.154043257779666,-0.212708017580223,"1","13","160","2","7","8"
"public",0,-0.983684072124042,-0.0708552013166648,"8","13","330","3","1","8"
"public",1,-0.0128851506878988,-0.177402283452278,"8","14","160","2","2","5"
"public",0,-0.0859468845092657,-0.161421519853073,"8","13","330","2","4","4"
"public",1,-0.0348746045564655,-0.177386049438056,"8","14","160","2","3","5"
"public",0,1.1702893348853,-0.199834444302928,"8","14","240","2","2","2"
"public",0,-0.661715907254931,-0.22530561261576,"8","15","910","2","7","6"
"public",0,0.714185501417936,-0.184619926174957,"8","13","160","2","7","5"
"public",0,0.80923668910787,-0.193909029112244,"8","14","160","2","3","1"
"public",1,0.539688544912536,0.0202176184634405,"8","43","220","2","7","1"
"public",0,0.548909928792903,-0.135992559977216,"8","14","160","2","4","2"
"public",0,0.900031853468404,-0.19591880007281,"8","16","240","2","3","5"
"public",2,1.0851688682973,-0.150080437518246,"11","22","240","2","4","2"
"public",0,-0.163264641660033,-0.162869593921591,"8","43","220","2","4","2"
"public",2,-0.173904699983533,-0.161213724471044,"8","14","160","2","7","4"
"public",0,0.368028937293402,-0.193558374405069,"8","15","160","2","1","2"
"public",0,0.497837648840103,-0.16916839143936,"8","15","160","2","2","5"
"public",0,-0.339889609830133,-0.170921664975233,"8","14","160","2","3","2"
"public",1,1.46324560739234,-0.212925553370785,"8","14","210","2","3","2"
"public",1,0.767385793035437,-0.201590964641646,"8","15","240","2","3","4"
"public",0,0.689358698663103,-0.131895094787823,"8","14","210","2","4","2"
"public",1,-0.249094445469599,-0.188616740476181,"8","14","330","2","7","6"
"public",0,0.154518433601835,-0.205691676633884,"8","15","160","2","2","6"
"public",0,0.0793286881157681,-0.184619926174957,"8","14","330","2","2","5"
"public",1,0.270849737938769,-0.193931756732153,"8","15","240","2","2","5"
"public",0,-0.4512555536161,-0.199428593947402,"8","14","160","2","7","8"
"public",0,-0.626958383398164,-0.166018992680475,"8","44","160","2","8","6"
"public",0,-0.700942255607567,-0.18598683017237,"8","44","160","2","4","8"
"public",2,0.712057489753236,-0.210889807987465,"8","13","160","3","7","9"
"public",0,0.135366328619535,-0.206928708517528,"8","14","330","2","7","7"
"public",0,0.0466991759237013,-0.203681905673318,"8","13","160","2","7","1"
"public",1,0.145297049721468,-0.161798148983002,"8","22","240","2","4","7"
"public",0,0.165158491925335,-0.207993659850429,"8","15","160","2","4","4"
"public",3,0.82200475909607,-0.201954606560198,"8","14","220","2","2","2"
"public",1,1.20717487040677,-0.18629527644257,"8","22","210","2","3","5"
"public",1,1.55616878341757,-0.166116396765802,"8","15","160","2","8","1"
"public",1,3.16849228803861,-0.206496883739248,"8","21","240","2","2","6"
"public",2,2.27614606330774,-0.214074921577635,"8","14","240","2","2","2"
"public",1,-0.251931794355866,-0.162512445608728,"8","13","160","2","7","7"
"public",0,0.0545018853609347,-0.173415209559587,"8","13","160","2","2","5"
"public",1,-0.964531967141741,-0.173194426966181,"8","13","160","2","4","7"
"public",2,0.973093587289771,-0.192223938436099,"8","22","210","2","2","4"
"public",2,1.58312359783711,-0.209805375837499,"8","14","330","2","2","5"
"public",0,-0.924099745512441,-0.12867751316921,"8","43","160","2","3","5"
"public",1,-0.127797780581699,-0.167639147299736,"8","13","330","2","4","2"
"public",1,1.90729070809307,-0.196181791103191,"8","22","240","2","1","2"
"public",0,-0.173195362761966,-0.182899120667526,"8","14","330","2","2","5"
"public",1,-0.533538671317834,-0.17241519428357,"8","16","310","2","3","7"
"public",2,2.09668374625137,-0.18123675761129,"8","15","210","2","4","5"
"public",1,0.625518348722103,-0.207055333828452,"8","14","160","2","3","4"
"public",1,1.05821405387777,-0.206279347948686,"8","14","160","2","3","2"
"public",0,0.91350926067817,-0.201620185867244,"8","13","160","2","3","1"
"public",2,-0.857351112963018,-0.170629452719254,"8","14","160","2","4","5"
"public",1,1.05395803054837,-0.190022606107724,"8","14","240","2","4","7"
"public",0,0.435415973342236,-0.202214350787734,"8","16","160","2","7","7"
"public",0,0.278652447376002,-0.209652776103821,"8","13","160","2","4","5"
"public",0,-0.644195277882234,-0.1929804434988,"8","13","160","2","2","5"
"public",0,-0.52445915488178,-0.120778041849246,"8","14","160","2","4","5"
"public",0,-0.296620039314566,-0.18076597119888,"8","13","330","2","7","5"
"public",0,-0.264699864344066,-0.210061873262191,"8","15","160","2","2","4"
"public",0,-0.234907701038266,-0.181243251216979,"8","15","160","2","2","5"
"public",0,-0.466860972490567,-0.0974172953851511,"8","14","990","0","0","0"
"public",2,0.368738274514969,-0.20079225114197,"8","14","330","2","2","7"
"public",2,0.505640358277336,-0.204941665176871,"8","14","240","2","7","1"
"public",3,1.32634352362997,-0.185366690829126,"8","22","240","3","3","5"
"public",0,2.13002259566501,-0.172681432116795,"8","16","240","2","1","5"
"public",1,-0.0483520117662322,-0.2003831539836,"8","13","240","2","4","4"
"public",0,0.957488168415304,-0.204428670327486,"8","16","240","2","3","2"
"public",2,1.46537361905704,-0.192545371917675,"8","15","240","3","4","4"
"public",1,0.391437065605102,-0.200006524853671,"8","14","330","3","4","7"
"public",0,-0.778543747646961,-0.151051231568665,"8","43","330","2","4","5"
"public",2,0.0928060953255348,-0.158324069939696,"8","15","160","2","4","6"
"public",1,0.63261172093777,-0.128671019563522,"8","15","160","3","2","5"
"public",1,2.30664756383511,-0.168941115240265,"8","15","210","2","7","5"
"public",0,-1.02099520997845,-0.0717643061130438,"8","43","160","2","7","8"
"public",1,-0.906366314973275,-0.216084692538202,"8","14","160","2","4","8"
"public",1,1.05821405387777,-0.176895782208581,"8","14","210","2","8","3"
"public",1,-0.444162181400433,-0.196655824318446,"8","13","330","2","2","5"
"public",1,1.39940525745134,-0.172804810624875,"8","16","240","2","1","4"
"public",0,0.557421975451703,-0.200396141194976,"8","13","160","2","3","4"
"public",1,0.462370787761769,-0.197126610730856,"8","14","160","2","4","1"
"public",1,0.149553073050868,-0.197035700251219,"8","14","160","2","3","1"
"public",0,-0.149077897228699,-0.199006509577654,"8","44","160","2","4","8"
"public",0,-1.01326343426337,-0.176668506009486,"8","13","160","2","4","8"
"public",0,-0.317900155961566,-0.1939057823094,"8","13","160","2","2","2"
"public",0,-0.276049259889133,-0.173821059915113,"8","13","160","2","3","5"
"public",0,-0.3108067837459,-0.165772235664315,"8","13","330","2","4","5"
"public",4,1.04402730944644,-0.142551101722522,"8","14","330","2","4","7"
"public",0,0.296385877915169,-0.174681462668829,"8","14","330","2","4","2"
"public",1,-0.134891152797366,-0.14572647490416,"8","14","160","2","7","6"
"public",0,-0.4299754369691,-0.189016097226019,"8","13","160","2","4","4"
"public",0,-0.58808670365631,-0.112589605076147,"8","13","160","2","3","2"
"public",1,-0.281723957661666,-0.144745940445208,"8","14","160","2","3","1"
"public",0,0.238220225746702,-0.1837270553928,"8","14","330","2","4","5"
"public",1,0.164449154703768,-0.177220462493002,"8","14","330","2","7","5"
"public",1,-0.914452759299135,-0.183746536209865,"8","13","240","2","4","4"
"public",1,0.221905469650668,-0.156340273401884,"8","14","160","2","5","1"
"public",0,-0.114320373371932,-0.177123058407675,"8","13","160","2","7","6"
"public",1,-0.589079775766504,0.0138116764518131,"9","16","210","2","3","4"
"public",1,-0.594187003761784,-0.189542079286781,"8","13","160","2","4","7"
"public",2,-0.3469829820458,-0.174687956274517,"8","43","240","2","4","2"
"public",3,0.221196132429102,-0.201918891728911,"8","14","320","2","2","5"
"public",0,-0.518004186165524,-0.205500115266075,"28","43","410","2","7","7"
"public",0,-0.826069341491928,-0.173129490909296,"1","43","220","2","7","4"
"public",0,0.838319515192104,-0.175791869241549,"8","13","240","2","7","5"
"public",1,0.342492797317002,-0.170976860623585,"8","13","160","2","2","4"
"public",1,1.06034206554247,-0.20202603622277,"8","16","330","2","3","4"
"public",0,1.44976820018257,-0.202188376364981,"8","23","240","2","1","5"
"public",1,0.196369329674268,-0.210269668644221,"8","14","160","2","4","4"
"public",3,1.2766899181203,-0.209740439780614,"8","15","330","3","7","5"
"public",3,1.96971238359094,-0.217061980194309,"8","22","240","3","2","3"
"public",1,-0.137728501683632,-0.186460863387625,"8","13","160","2","2","9"
"public",0,-0.124960431695432,-0.204909197148429,"8","13","160","2","3","6"
"public",0,1.52353927122551,-0.0700240197885469,"8","16","240","2","3","5"
"public",0,0.164449154703768,-0.179363352370181,"8","43","160","2","4","8"
"public",0,-0.629086395062864,-0.180921817735402,"27","14","530","3","1","6"
"public",2,2.05128616407111,-0.102917379403244,"8","22","220","2","7","5"
"public",1,0.89222914403117,-0.198331174586059,"8","14","210","2","1","5"
"public",3,0.0509551992531014,-0.18415888017108,"8","14","330","2","3","5"
"public",1,0.041024478151168,-0.162934529978475,"8","13","160","2","7","9"
"public",2,0.880879748486104,-0.160512415056694,"8","15","240","2","4","5"
"public",1,-0.986450487288152,-0.172707406539549,"28","43","160","2","4","6"
"public",0,0.519827102708669,-0.211052148129675,"8","14","160","2","8","7"
"public",1,-0.5108398802277,-0.204428670327486,"8","13","160","2","4","7"
"public",0,2.05341417573581,-0.206337790399882,"8","22","220","2","4","4"
"public",0,-0.4618956119396,-0.200172111798726,"8","14","220","2","1","5"
"public",0,-0.605039863251754,-0.154557778640412,"8","44","160","2","7","6"
"public",0,0.185019934129202,-0.199688338174939,"8","13","160","2","2","6"
"public",0,1.10290229883647,-0.187626465608696,"8","14","150","2","1","2"
"public",1,-0.671291959746081,-0.192230432041787,"8","14","160","2","7","4"
"public",0,-0.645330217436741,-0.112609085893212,"8","44","160","2","7","6"
"public",2,1.87253318423631,-0.204480619172993,"8","22","240","2","3","7"
"public",2,1.65405731999377,-0.214656099286749,"8","16","240","2","2","1"
"public",2,0.76667645581387,-0.169252808313309,"8","15","160","3","4","7"
"public",1,0.625518348722103,-0.192162249182059,"8","14","240","2","7","6"
"public",1,-0.143403199456166,-0.195272686306812,"8","14","160","2","4","9"
"public",0,-0.575886103445364,-0.180171806278389,"8","14","160","2","4","5"
"public",0,-0.411532669208367,-0.156148712034075,"8","22","220","2","2","4"
"public",0,-0.766201279991701,-0.147771960696012,"8","43","220","2","4","7"
"public",0,-0.204406200510899,-0.203811777787086,"8","14","210","2","2","4"
"public",1,1.44125615352377,-0.192788882130991,"8","15","240","2","4","4"
"public",1,0.63261172093777,-0.157710424202141,"8","14","330","2","2","7"
"public",1,0.507768369942036,-0.201526028584762,"8","14","330","2","4","5"
"public",1,0.279361784597569,-0.214006738717907,"8","14","330","2","2","7"
"public",1,0.153809096380268,-0.193545387193692,"8","13","330","2","7","7"
"public",1,0.262337691279969,-0.209688490935107,"8","22","160","2","3","7"
"public",1,0.107702176978435,-0.211438517668136,"8","33","160","2","3","6"
"public",1,0.136075665841102,-0.204909197148429,"8","13","160","2","4","4"
"public",0,0.0772006764510681,-0.196993491814244,"8","13","160","2","4","7"
"public",1,4.49495289236828,-0.201957853363042,"8","22","240","2","2","5"
"public",1,0.84115686407837,-0.201607198655867,"8","15","160","2","1","6"
"public",1,1.52637662011177,-0.201714343149726,"8","23","240","2","3","5"
"public",0,-0.53956803770115,-0.17842177954536,"8","13","160","2","4","6"
"public",1,-0.840397953367574,-0.133161347897065,"8","13","160","2","1","8"
"public",0,-0.0327465928917655,-0.137349723566096,"8","14","220","2","1","2"
"public",2,2.10803314179644,-0.185879685678511,"8","22","240","2","4","2"
"public",0,-0.367553761471233,-0.155726627664328,"8","14","220","2","7","4"
"public",0,1.46537361905704,-0.170817767284219,"8","22","210","2","1","5"
"public",1,0.557421975451703,-0.204048794394713,"8","23","240","2","3","4"
"public",1,0.797887293562803,-0.204438410736019,"8","23","240","2","2","6"
"public",2,0.242476249076102,-0.200714327873709,"8","14","160","2","3","2"
"public",0,-0.0717601400779323,-0.168522277673362,"8","13","160","2","4","7"
"public",0,-0.866998099176325,-0.143356308827886,"8","43","220","2","8","5"
"public",0,-0.898350804369571,-0.101115403824707,"8","43","160","2","4","5"
"public",1,0.607784918182936,1.38265076835959,"8","22","230","2","3","5"
"public",0,-0.283851969326366,-0.161652042855012,"8","14","150","2","4","6"
"public",0,0.994373703936771,-0.179912062050852,"8","22","210","2","1","2"
"public",0,1.65760400610161,-0.165145602715383,"8","16","240","2","4","7"
"public",2,-0.232779689373566,-0.20494815878256,"10","13","160","2","3","5"
"public",0,-1.01113542259867,-0.172804810624875,"23","43","220","2","3","4"
"public",2,-0.915942367464425,-0.128972972228033,"8","43","160","2","2","4"
"public",0,-0.721371167588687,-0.19955846606117,"1","44","160","2","7","8"
"public",0,0.532595172696869,-0.137742586710246,"8","16","240","2","4","2"
"public",1,-0.634761092835397,-0.174817828388286,"8","13","160","2","4","6"
"public",0,-0.228523666044166,-0.148729767535054,"8","14","330","2","7","5"
"public",2,-0.662283377032184,-0.011698453495149,"8","43","160","2","7","1"
"public",1,0.744687001945303,-0.194295398650705,"8","14","330","3","2","7"
"public",6,-0.158299281109066,-0.185158895447096,"22","14","160","2","3","7"
"public",7,0.478685543857803,-0.211630079035945,"8","22","220","2","4","2"
"public",7,0.0800380253373348,-0.181457540204696,"8","15","220","2","3","5"
"public",2,-0.141275187791466,-0.161635808840791,"8","14","330","2","7","5"
"public",1,1.09297157773454,-0.202032529828459,"8","23","240","2","2","7"
"public",1,0.939754737876137,-0.202016295814238,"8","23","240","2","2","7"
"public",1,0.219777457985968,-0.204915690754118,"8","14","330","2","3","4"
"public",1,-0.796348111908284,-0.12900868705932,"8","43","160","2","4","5"
"public",2,0.851087585180304,-0.187318019338496,"8","14","240","2","7","6"
"public",1,1.42706940909244,-0.198181821655225,"8","14","240","2","3","2"
"public",2,-0.229233003265733,-0.187934911878896,"8","14","330","2","4","4"
"public",0,0.390018391161969,-0.161389051824631,"8","16","220","2","4","5"
"public",4,0.326887378442535,-0.203649437644875,"8","14","240","2","3","5"
"public",0,-0.5193519268865,-0.193941497140686,"8","64","160","2","4","8"
"public",1,0.281489796262269,-0.202019542617082,"8","16","240","2","3","1"
"public",2,0.114795549194102,-0.210143043333296,"8","14","160","2","1","6"
"public",1,1.1681613232206,-0.20733131207021,"8","14","240","2","1","2"
"public",0,-0.3959272503339,-0.149512247020509,"8","14","150","2","7","5"
"public",0,-0.349820330932066,-0.162330624649452,"8","14","160","2","7","2"
"public",0,-0.352657679818333,-0.180541941802629,"8","14","160","2","3","1"
"public",2,-0.518571655942777,-0.150986295511781,"8","14","160","2","4","8"
"public",1,0.0644326064628681,-0.125953445582917,"8","43","160","2","4","5"
"public",2,0.697161408100336,-0.20202603622277,"8","13","330","2","3","5"
"public",2,0.933370702882037,-0.202019542617082,"8","15","160","2","2","2"
"public",0,1.53134198066274,-0.17994128327645,"8","15","160","2","2","2"
"public",0,-0.305132085973366,-0.178194503346265,"8","44","160","2","7","6"
"public",1,2.00872593077711,-0.203019557893099,"8","22","240","2","3","5"
"public",1,0.346748820646402,1.08601961370968,"8","15","140","2","7","2"
"public",1,-0.0157224995741655,-0.125758637412265,"8","15","160","2","7","5"
"public",1,-1.00113376777458,-0.224461443876265,"12","43","910","2","7","8"
"public",0,-0.3427269587164,0.125563383546695,"8","14","220","2","2","5"
"public",0,0.374412972287502,-0.203620216419278,"8","14","230","2","4","1"
"public",1,0.518408428265536,-0.113453254632707,"8","43","160","3","4","6"
"public",2,-0.655331872260831,-0.199103913662981,"8","22","240","2","7","8"
"public",3,2.35913851823104,-0.214341159410861,"8","22","230","2","2","5"
"public",0,-0.756270558889768,-0.15029147970312,"8","14","240","2","2","7"
"public",1,0.0183256870610346,-0.0724363943017953,"8","14","240","2","2","2"
"public",2,0.0225817103904346,-0.0352053060872332,"8","16","330","2","7","7"
"public",1,0.241057574632969,-0.188227124134875,"8","22","240","2","4","5"
"public",0,-0.657105215314747,-0.123388471335991,"8","13","220","2","7","6"
"public",1,-1.16591280434452,-0.113907807030896,"5","44","720","3","4","1"
"public",1,0.218358783542835,-0.205889731607381,"8","22","240","2","4","5"
"public",1,-0.636463502167157,-0.171603493572518,"8","13","160","2","4","4"
"public",1,0.111248863086268,-0.178097099260939,"8","13","160","2","8","1"
"public",0,-0.523111414160804,-0.129005440256475,"8","14","220","2","4","7"
"public",0,-0.350529668153633,-0.19955846606117,"8","13","330","2","4","9"
"public",2,0.272268412381902,-0.209363810650686,"8","15","160","2","7","6"
"public",1,0.904287876797804,-0.204941665176871,"8","15","160","2","3","1"
"public",1,0.65814786091417,-0.130593126847294,"8","14","160","2","4","1"
"public",1,0.814202049658837,-0.21127942432877,"8","14","330","2","4","7"
"public",0,0.0112323148453679,-0.165304696054749,"8","44","160","2","7","2"
"public",0,0.264465702944669,-0.18351926001077,"8","13","160","2","3","6"
"public",1,0.660985209800436,-0.17829840103728,"8","23","240","2","2","5"
"public",0,-0.858344185073211,-0.169460603695339,"8","15","160","3","7","8"
"public",0,-0.083109535622999,-0.20494815878256,"8","44","160","2","4","1"
"public",1,0.242476249076102,-0.203337744571831,"8","14","240","2","3","5"
"public",1,-0.452674228059233,-0.168032010443886,"8","43","160","2","3","2"
"public",3,0.69432405921407,-0.17124309845681,"8","14","330","2","7","7"
"public",0,1.1639052998912,-0.193123302823945,"8","14","240","3","2","5"
"public",2,0.417682542803069,-0.155901955017915,"8","14","940","3","1","5"
"public",1,1.0724007983091,-0.182668597665587,"8","14","240","3","3","5"
"public",0,-0.568579930063227,-0.192373291366932,"8","13","160","2","3","5"
"public",0,2.04915815240641,-0.169541773766444,"8","16","240","2","3","4"
"public",1,0.453149403881402,-0.177785406187894,"8","15","240","2","4","1"
"public",1,0.565934022110503,-0.206470909316494,"8","14","160","2","1","4"
"public",0,0.953232145085904,-0.215630140140012,"8","14","230","2","4","1"
"public",0,-0.838979278924441,-0.127089826578391,"8","14","160","2","4","7"
"public",1,-0.0171411740172988,-0.177395789846589,"8","13","160","2","4","4"
"public",2,0.761711095262903,-0.187288798112899,"8","14","240","2","2","3"
"public",0,0.297804552358302,-0.163109857332063,"8","16","220","2","4","2"
"public",1,-0.218592944942233,-0.188811548646833,"8","64","160","2","3","4"
"public",0,2.23003914390591,-0.194038901226012,"8","13","240","2","8","1"
"public",0,0.966709552295671,-0.193331098205974,"8","14","220","2","2","1"
"public",0,0.712766826974803,-0.193909029112244,"8","13","160","2","4","3"
"public",0,0.736174955286503,-0.20356826757377,"8","14","160","2","3","4"
"public",0,0.848959573515604,-0.20494815878256,"8","14","160","2","2","4"
"public",0,1.1490092182383,-0.204944911979715,"8","14","160","2","3","4"
"public",0,-0.3746471336869,-0.151116167625549,"8","13","160","2","4","8"
"public",0,-0.169648676654133,-0.196409067302286,"8","13","330","2","4","7"
"public",0,0.307735273460235,-0.199139628494267,"8","22","160","2","4","5"
"public",1,1.72782839103671,-0.192236925647475,"8","22","220","2","1","4"
"public",0,0.0296750826061013,-0.202347469704347,"8","14","160","2","4","4"
"public",0,2.48610988089147,-0.21327620807796,"8","22","220","2","1","1"
"public",1,0.348167495089535,-0.206178697060515,"8","15","160","2","7","7"
"public",1,-0.3001667254224,-0.202185129562136,"8","14","160","2","2","4"
"public",1,-0.2725025737813,-0.185798515607406,"8","14","160","2","3","6"
"public",4,0.0552112225825014,-0.151862932279717,"8","14","330","2","4","2"
"public",0,-0.146240548342433,-0.162674785750939,"8","13","220","2","4","5"
"public",1,-0.102261640605299,-0.174376263201473,"8","14","160","2","2","2"
"public",1,-0.0426773139936989,-0.172788576610654,"8","14","160","2","1","5"
"public",1,0.0693979670138347,-0.207448196972602,"8","13","160","2","4","2"
"public",0,0.580120766541836,-0.193899288703711,"8","14","330","2","3","2"
"public",1,1.02061918113474,-0.193886301492334,"8","14","160","2","1","4"
"public",1,-0.723853847864171,-0.136992575253233,"8","14","160","2","4","7"
"public",1,-0.649231572155357,-0.225078336416665,"8","16","160","2","4","8"
"public",1,0.237510888525135,-0.157236390986886,"8","14","220","2","4","5"
"public",0,-0.4640236236043,-0.159135770650749,"8","13","160","2","7","7"
"social",0,-1.21953869829496,4.56600134458572,"5","71","720","4","7","10"
"social",2,0.89435715569587,-0.21685418481228,"8","22","210","3","1","6"
"social",1,0.131819642511702,-0.197974026273195,"8","21","210","2","1","2"
"social",0,-0.432812785855367,-0.18613293630036,"25","14","330","2","3","5"
"social",0,1.0213285183563,-0.21413985763452,"8","16","210","2","3","1"
"social",0,-0.825501871714674,0.00596415397735628,"25","43","160","2","7","8"
"social",2,1.00146707615244,-0.196831151672033,"8","22","210","2","3","2"
"social",2,-0.925163751344791,-0.215662608168454,"8","13","110","2","4","8"
"social",2,0.0977714558765015,-0.216084692538202,"8","14","310","2","4","5"
"social",0,-0.817982897166068,4.17719670399151,"10","43","160","3","7","4"
"social",0,-0.650082776821237,-0.222318553999086,"8","13","210","2","4","7"
"social",0,-0.831247503209364,-0.210305383475507,"28","14","310","2","3","6"
"social",1,-1.01475304242866,27.4302304837296,"22","43","930","2","4","5"
"social",1,-0.266118538787199,0.0195455302746889,"28","43","160","2","4","1"
"social",2,0.970965575625071,-0.121992346112981,"8","13","160","3","4","7"
"social",1,0.221905469650668,-0.156340273401884,"8","14","160","2","5","1"
"social",0,0.392146402826669,-0.155824031749654,"8","13","240","2","4","4"
"social",3,0.518408428265536,-0.0694623228964985,"8","23","230","2","7","2"
"social",2,0.471592171642136,-0.115716276215122,"8","15","160","2","4","2"
"social",0,-0.54637767502819,-0.171756093306195,"8","14","150","2","4","7"
"social",0,0.0701073042354014,-0.183227047754791,"8","13","160","2","4","5"
"social",0,0.0701073042354014,-0.183227047754791,"8","13","160","2","4","5"
"social",0,-1.0651159851599,-0.136732831025696,"8","13","160","3","4","8"
"social",0,-0.821529583273901,-0.17965556462616,"8","13","160","2","7","4"
"social",0,-1.11257064528271,3.30784576163707,"22","43","930","0","0","0"
"social",1,-0.519280993164344,-0.168843711154939,"8","16","240","2","2","7"
"social",1,1.73634043769551,-0.011698453495149,"8","15","150","2","4","4"
"social",2,-0.783438174475771,7.40328819285882,"22","43","930","3","7","2"
"social",2,0.682265326447436,-0.1834186091226,"8","14","160","2","4","5"
"social",3,0.192113306344868,-0.195558404957103,"8","13","160","3","4","9"
"social",2,-0.783438174475771,7.40328819285882,"22","43","930","3","7","2"
"social",0,-0.0448053256583989,-0.145362832985608,"8","14","160","3","7","4"
"social",0,-0.339180272608566,-0.0978686009804964,"8","14","160","2","3","5"
"social",1,-1.1492433796377,0.625918429459447,"22","43","930","2","4","2"
"social",0,0.529048486589036,-0.115255230211244,"8","22","210","2","1","2"
"social",0,-0.773294652207368,-0.147999236895107,"8","14","220","2","7","8"
"social",1,-0.683421626234871,-0.19894157352077,"8","14","160","2","7","8"
"social",0,-0.833517382318378,-0.149135617890581,"22","43","330","3","7","5"
"social",0,-1.10632847773292,-0.0995244704310438,"8","13","160","2","7","7"
"social",0,-0.338470935387,0.0660722150322258,"8","14","160","2","7","4"
"social",1,0.108411514200002,-0.160681248804593,"8","15","240","2","4","5"
"social",2,0.87520505071357,2.41663084892972,"8","21","220","3","7","5"
"social",0,-0.729315744470234,-0.129524928711549,"2","14","160","2","4","4"
"social",3,-0.844086506919721,-0.146310899416117,"8","43","160","2","7","9"
"social",6,-0.3214468420694,-0.202055257448368,"8","14","110","2","2","6"
"social",3,-1.12051522216425,0.0983324480923016,"22","43","930","2","4","5"
"social",0,-0.899060141591138,-0.0823813514136122,"8","43","160","2","7","8"
"social",0,-0.3427269587164,0.125563383546695,"8","14","220","2","2","5"
"social",1,-0.625043172899934,-0.14570374728425,"8","13","160","2","2","7"
"social",0,-0.139856513348332,-0.112544149836328,"8","44","160","2","7","1"
"social",0,-0.376065808130033,0.20329509043994,"8","14","160","2","4","2"
"social",0,-0.760242847330541,0.0631078840354616,"8","14","240","2","7","5"
"social",2,2.44354964759747,1.36682585129691,"8","22","330","2","7","2"
"social",0,-0.657530817647687,2.30996038828603,"8","43","160","2","7","2"
"social",1,0.865274329611637,1.0723765481583,"8","22","240","2","4","2"
"social",1,-0.802448412013758,0.268598036045546,"8","14","160","2","7","5"
"social",2,1.42990675797871,2.18688707967339,"8","14","220","2","2","2"
"social",2,0.283617807926969,1.48128214516102,"8","22","240","2","7","1"
"social",0,-0.645330217436741,-0.127804123204117,"8","14","220","2","7","5"
"social",2,2.73366857121824,1.74560761151105,"8","21","240","2","2","2"
"social",1,-0.908565260360131,-0.155629223579002,"17","43","160","2","7","1"
"social",0,-0.102261640605299,1.06193158340848,"8","16","160","2","4","2"
"social",2,0.87520505071357,2.41663084892972,"8","21","220","3","7","5"
"social",0,-0.745701434288424,0.567563641940451,"8","14","160","2","7","4"
"social",0,-0.454802239723933,1.75808507484135,"8","13","220","2","4","4"
"social",1,0.0679792925707014,0.597012143737441,"8","14","220","2","7","5"
"social",0,-0.490269100802267,1.19167057826029,"8","14","160","2","4","2"
"social",0,-0.0511893606524989,0.0474907623548089,"8","14","160","2","4","5"
"social",1,0.0857127231098681,-0.0968945601272332,"8","14","150","2","8","5"
"social",1,1.08445953107574,-0.103420633844096,"8","22","240","2","4","2"
"social",2,3.42881904835358,-0.137054264507273,"8","22","210","2","2","7"
"social",2,3.42881904835358,-0.137054264507273,"8","22","210","2","2","7"
"social",2,3.42881904835358,-0.137054264507273,"8","22","210","2","2","7"
"social",1,-0.0398399651074322,-0.210058626459347,"8","14","160","2","4","8"
"social",1,0.935498714546737,-0.162963751204073,"8","14","240","2","4","2"
"social",2,0.741849653059037,1.84300195642883,"8","14","140","2","7","5"
"social",1,-1.21819095757398,-0.225078336416665,"5","44","910","3","4","12"
"social",0,0.121888921409768,-0.101365407643711,"8","14","160","2","4","7"
"social",0,0.508477707163603,-0.178623081321701,"28","13","240","2","4","2"
"social",0,-0.3554950287046,0.0452829364207458,"8","13","220","2","7","6"
"social",0,-0.52445915488178,-0.12105077328816,"8","16","160","2","7","8"
"social",0,-0.52445915488178,-0.12105077328816,"8","16","160","2","7","8"
"social",1,-0.195894153852099,-0.193746688970033,"8","16","160","2","7","6"
"social",0,0.319084669005302,0.0927836620315458,"17","14","160","2","7","7"
"social",2,-0.126379106138566,-0.221441917231149,"8","14","160","2","7","11"
"social",1,0.625518348722103,-0.192162249182059,"8","14","240","2","7","6"
"social",1,2.11087049068271,2.25405044330873,"8","15","140","2","4","2"
"social",0,1.04402730944644,0.403665034364704,"8","14","140","2","4","2"
"social",2,1.37386911747494,1.2774933178413,"8","15","140","2","4","2"
"social",2,3.59976931875114,-0.10949215516277,"8","21","210","2","3","2"
"social",0,0.392855740048236,-0.173392481939678,"8","14","160","2","4","5"
"social",1,2.11087049068271,2.25405044330873,"8","15","140","2","4","2"
"social",2,0.398530437820769,-0.192577839946118,"8","14","160","3","2","5"
"social",2,1.74768983324057,1.43835291795487,"8","15","140","2","4","2"
