"Asset_ID","Land_size","Land_value","longitude","latitude","Land_Value_bySize","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9","cluster"
117,1662,816319000,127.0444,37.2945,49.1166666666667,34,597,1024,159,1872,417,86,9,350,72,1966,145,92,466,11083,1388,1052,419,2
118,262,135192000,127.0443,37.2945,51.6,34,597,1023,159,1874,417,86,9,350,72,1965,144,92,466,11084,1388,1052,418,2
802,294,4939200,126.9544,37.2925,1.68,24,265,593,92,891,172,74,5,128,36,891,51,118,121,4753,527,416,192,3
803,188,3158400,126.9554,37.2933,1.68,24,272,597,93,903,181,74,4,130,37,904,53,115,129,4867,536,428,196,3
805,488,8198400,126.9554,37.2932,1.68,24,272,597,93,904,181,74,4,130,37,904,52,115,132,4884,538,428,197,3
806,13,218400,126.9546,37.2925,1.68,24,268,596,92,898,176,74,4,128,36,893,51,118,124,4792,530,423,196,3
807,126,2116800,126.9546,37.2925,1.68,24,268,596,92,898,176,74,4,128,36,893,51,118,124,4792,530,423,196,3
808,71,1192800,126.955,37.2932,1.68,24,270,596,92,901,177,74,3,129,37,898,52,116,124,4829,531,426,195,3
804,260,4368000,126.9553,37.2932,1.68,24,271,597,93,903,180,74,4,130,37,903,52,115,129,4863,535,427,197,3
809,79,5712000,126.9548,37.2933,7.23037974683544,24,267,595,92,897,175,74,4,124,37,895,52,116,123,4766,515,425,194,3
810,112,51969000,126.9548,37.2933,46.4008928571429,24,267,595,92,897,175,74,4,124,37,895,52,116,123,4766,515,425,194,3
811,1019,76245000,126.9507,37.2928,7.48233562315996,22,231,562,87,840,149,73,5,103,27,797,44,119,67,4259,444,357,167,3
812,1495,64464000,126.9503,37.2927,4.31197324414716,22,227,555,85,832,148,71,5,100,27,788,44,119,66,4213,441,350,165,3
813,1264,14994000,126.95,37.2927,1.18623417721519,22,226,554,85,824,148,67,5,100,27,776,43,119,66,4169,439,348,161,3
814,294,41310000,126.9497,37.2927,14.0510204081633,21,226,550,85,815,147,66,5,100,27,770,43,118,66,4133,437,342,157,3
817,230,13515000,126.9509,37.2917,5.87608695652174,22,234,569,87,842,147,74,4,104,27,807,44,120,73,4274,443,359,169,3
149170,2019,4848079880,127.0537,37.2731,240.12282714215,39,675,1099,155,1923,474,104,12,398,73,2133,133,100,519,12216,1576,1138,431,2
93358,13682.1,1128773250,127.0533,37.2662,8.25,39,654,1017,145,1724,463,119,13,379,73,1987,130,105,500,11705,1539,1056,400,2
97836,535.6,44187000,127.0571,37.2679,8.25,39,663,1054,158,1804,468,115,11,381,76,1989,130,108,495,11687,1523,1076,410,2
97871,33519.2,6737359200,126.9846,37.2879,20.1,33,509,836,126,1348,400,108,7,254,72,1585,122,89,437,9825,1037,765,351,2
47,2050.4,1156425600,127.0263,37.2885,56.4,39,659,1039,158,1805,456,112,9,371,86,2105,149,85,497,12091,1495,1077,435,2
90809,1045.5,2900217000,127.0287,37.2683,277.4,42,714,1211,173,2129,513,114,13,406,84,2252,150,85,487,13096,1636,1200,474,2
329,3920.1,9251436000,127.0341,37.2592,236,41,680,1076,150,1789,490,116,12,380,78,2081,135,98,486,12093,1534,1067,416,2
160934,155,20305000,127.0509,37.2638,13.1,39,647,1013,144,1717,454,126,12,382,72,1966,122,105,488,11645,1535,1051,396,2
160933,34,4454000,127.0511,37.2643,13.1,39,646,1013,144,1720,456,124,12,381,72,1975,122,105,490,11669,1538,1053,398,2
160932,78,10218000,127.0511,37.2642,13.1,39,647,1012,145,1721,456,125,12,381,72,1974,122,105,491,11672,1538,1051,397,2
160931,93,12183000,127.0511,37.2644,13.1,39,648,1015,145,1720,456,123,12,380,72,1975,122,105,491,11679,1538,1055,399,2
160930,23,3013000,127.0515,37.2654,13.1,39,651,1019,147,1720,460,123,12,376,72,1973,125,104,494,11703,1538,1057,401,2
3,629,99382000,127.008,37.2734,15.8,45,690,1070,164,1822,498,119,11,376,87,2143,151,72,506,12793,1513,1072,446,2
1,309,297876000,127.0081,37.2766,96.4,45,687,1077,163,1819,495,121,11,373,87,2124,152,70,506,12740,1507,1066,445,2
2,28577,39150490000,127.009,37.2759,137,45,689,1070,161,1818,495,119,11,373,87,2137,151,69,506,12762,1508,1067,444,2
1157,13.5,2.7e+07,127.0617,37.244,200,46,612,1123,139,1832,353,99,9,331,59,1918,73,90,290,10467,1288,941,348,2
155226,25.5,5.1e+07,127.0616,37.244,200,46,612,1121,139,1833,353,99,9,331,59,1918,73,90,290,10473,1288,942,350,2
185336,45,39650810,126.9432,37.2944,88.1129111111111,16,194,481,74,732,118,54,5,86,21,641,40,125,58,3518,399,292,132,4
172864,4,932000,126.9426,37.2939,23.3,16,188,476,73,722,118,54,5,86,21,627,39,129,58,3446,392,291,131,4
166390,92,20516000,126.9427,37.2938,22.3,16,187,477,73,722,117,54,5,87,21,628,39,129,58,3453,391,291,131,4
184050,208,208000,126.9441,37.2934,0.1,20,198,499,74,743,125,56,5,88,22,650,41,124,58,3583,400,298,133,4
531,438,21199200,126.9488,37.2927,4.84,21,219,540,83,798,142,66,5,97,27,730,43,118,61,4011,430,329,146,3
818,265,41310000,126.9506,37.2922,15.588679245283,22,231,560,85,836,148,71,5,102,27,793,44,119,66,4234,442,356,168,3
228,1605.9,1911021000,127.0689,37.2532,119,42,590,1038,142,1666,368,108,12,335,58,1761,79,105,290,9946,1266,925,335,2
52,3473,5278960000,127.0428,37.2901,152,39,644,1093,166,2011,452,97,12,388,81,2102,151,86,471,11802,1500,1184,452,2
53,980,1489600000,127.0424,37.2903,152,38,641,1089,165,2000,451,95,11,389,81,2099,150,86,470,11748,1498,1180,450,2
182579,10105.7,10100,127.0505,37.2957,9.99435961882898e-05,30,538,950,149,1708,383,89,10,334,73,1785,132,87,367,9610,1256,959,378,2
194,1502,590810000,127.0435,37.2935,39.3348868175766,33,608,1063,159,1904,423,88,11,359,78,2015,146,88,467,11326,1417,1068,425,2
195,3670,1058382000,127.0434,37.2937,28.8387465940054,33,608,1058,161,1896,422,88,11,357,78,2009,146,90,467,11314,1413,1064,424,2
196,13882,3935100750,127.0465,37.2928,28.3467854055612,34,603,1063,158,1937,422,87,8,359,73,1998,146,88,464,11068,1409,1087,421,2
193,14570,3745224660,127.0458,37.2931,25.7050422786548,34,601,1057,158,1921,424,87,8,354,72,1993,147,87,466,11105,1394,1071,423,2
183834,40945.3,40945300,127.0691,37.2772,0.1,39,585,1102,162,1949,422,106,15,384,76,1837,103,104,317,10284,1428,1080,389,2
183835,124.6,124600,127.0707,37.2794,0.1,39,577,1076,160,1963,407,107,15,381,72,1788,100,98,304,9973,1396,1074,387,2
183836,11929.1,11929100,127.0657,37.2765,0.1,39,605,1093,157,1917,437,105,15,393,77,1887,106,100,364,10780,1445,1094,397,2
183837,15868.4,15868400,127.0615,37.286,0.1,35,614,1079,158,2028,444,105,14,392,72,1965,136,82,377,10825,1461,1110,416,2
97858,68,4624000,127.081,37.2483,6.8,34,461,919,127,1573,294,89,10,272,58,1424,71,108,201,8099,1088,773,264,2
97859,60,5916000,127.0815,37.2487,9.86,34,457,913,125,1556,292,88,10,271,58,1406,71,109,191,8031,1080,760,259,2
97863,701,47668000,127.08,37.2476,6.8,35,471,932,128,1603,297,87,9,277,59,1451,70,108,208,8273,1096,782,263,2
51,198,300960000,127.0424,37.2905,152,38,640,1092,166,1993,450,95,11,390,81,2091,150,86,470,11737,1493,1172,448,2
50,2794,4246880000,127.0419,37.2908,152,38,634,1086,164,1987,447,94,11,386,81,2090,150,86,469,11713,1489,1137,444,2
91090,380,577600000,127.0421,37.2938,152,33,607,1048,159,1883,428,88,10,363,78,2007,143,91,466,11293,1413,1064,424,2
191,58,5258660,127.0428,37.2941,9.06665517241379,33,609,1044,160,1886,424,87,10,362,78,1997,144,92,466,11259,1413,1059,421,2
192,178,12816000,127.0414,37.2938,7.2,33,607,1043,160,1878,429,89,10,362,78,2004,144,92,465,11294,1414,1064,421,2
180364,702.7,542758502,127.0415,37.2951,77.2390069731037,32,598,1014,158,1853,425,85,10,360,79,1966,144,92,465,11170,1408,1048,419,2
180365,82.7,63876658,127.0432,37.2951,77.2390060459492,32,596,1004,160,1848,419,83,9,352,77,1955,142,92,467,11059,1392,1041,416,2
180366,10,7723900,127.0435,37.295,77.239,33,596,1005,159,1854,419,85,9,349,76,1954,143,92,466,11052,1388,1044,417,2
180367,452.5,349506507,127.0447,37.2955,77.2390070718232,32,586,998,157,1826,411,86,7,342,72,1932,141,91,462,10858,1369,1023,412,2
180368,3.7,2857843,127.047,37.295,77.239,32,573,995,155,1800,408,85,8,342,72,1904,139,89,442,10530,1327,994,400,2
180369,17.6,13594065,127.0473,37.2949,77.2390056818182,31,573,989,154,1793,408,85,8,342,72,1902,139,90,436,10499,1323,996,399,2
6,215,127925000,127.0106,37.2733,59.5,45,697,1048,159,1799,497,120,11,374,86,2144,150,67,509,12790,1510,1072,442,2
7,2150,268750000,127.0109,37.2729,12.5,45,698,1053,158,1797,499,124,11,375,86,2144,151,68,509,12773,1507,1068,440,2
96610,132,83424000,127.011,37.2727,63.2,45,700,1052,158,1800,501,125,11,375,86,2145,151,68,509,12781,1508,1068,441,2
179,707,557760000,127.0421,37.2946,78.8910891089109,33,603,1025,160,1867,425,87,10,362,78,1977,144,92,466,11214,1409,1054,421,2
180,857,356469150,127.0421,37.2943,41.595,33,607,1035,160,1871,427,88,10,362,78,1991,144,92,466,11265,1411,1055,420,2
91089,1117,1697840000,127.042,37.2939,152,33,607,1045,159,1878,428,88,10,362,78,2004,143,91,466,11287,1411,1062,421,2
181,56,23293200,127.0416,37.2938,41.595,33,606,1045,160,1873,428,88,10,361,78,2001,143,92,465,11286,1414,1063,421,2
182,1686,2.64e+08,127.0426,37.2947,15.6583629893238,33,600,1016,160,1864,422,86,10,362,78,1978,144,92,466,11189,1410,1051,420,2
183,532,99220000,127.0425,37.2945,18.6503759398496,33,605,1031,160,1871,422,87,10,362,78,1985,144,92,466,11209,1411,1054,421,2
184,70,15330000,127.0483,37.2941,21.9,31,573,1004,155,1822,405,89,8,343,71,1896,140,88,426,10442,1325,998,399,2
185,508,46228000,127.0434,37.2943,9.1,34,601,1034,160,1879,418,85,11,358,78,1988,144,92,466,11201,1413,1057,421,2
186,73,49786000,127.0439,37.2942,68.2,34,601,1035,159,1880,417,86,10,356,74,1983,145,91,467,11183,1408,1057,422,2
166389,19,5282000,126.9431,37.2944,27.8,16,193,481,74,730,118,54,5,86,21,636,40,124,58,3506,399,292,132,4
166388,2,1582000,126.9431,37.2944,79.1,16,193,481,74,730,118,54,5,86,21,636,40,124,58,3506,399,292,132,4
166378,774,153252000,126.9419,37.2952,19.8,16,188,469,74,709,115,54,5,85,19,611,37,130,58,3403,389,288,130,4
172859,81,21060000,126.9413,37.2951,26,16,183,464,74,705,112,54,5,85,18,587,37,131,58,3350,385,284,123,4
172860,1164,2.91e+08,126.9418,37.295,25,16,187,468,74,709,116,54,5,85,19,606,37,129,58,3390,389,288,130,4
172861,484,90992000,126.942,37.2955,18.8,16,189,471,74,709,112,55,5,85,20,612,37,129,57,3409,389,289,130,4
172882,200,4.4e+07,126.9415,37.2951,22,16,185,466,74,708,113,53,5,85,18,596,37,131,58,3364,387,285,126,4
172883,106,23320000,126.9422,37.2956,22,16,189,472,74,710,112,55,5,85,20,614,37,126,57,3429,391,289,130,4
172863,418,80256000,126.9422,37.2954,19.2,16,189,474,74,710,114,55,5,85,20,614,37,128,58,3432,391,289,130,4
166379,13,3874000,126.9426,37.2947,29.8,16,189,475,74,718,116,55,5,85,20,624,40,126,58,3461,395,289,130,4
166385,1097,230370000,126.9424,37.2951,21,16,189,476,74,714,116,56,5,85,20,616,39,127,58,3446,393,289,130,4
166386,126,37548000,126.9427,37.2946,29.8,16,190,477,74,721,116,54,5,85,21,625,40,126,58,3463,395,291,130,4
166387,112,88592000,126.9429,37.2945,79.1,16,189,479,74,726,117,55,5,85,21,630,40,125,58,3476,397,292,131,4
184641,60.06,1.2e+08,127.032,37.2598,199.8001998002,41,682,1083,155,1806,487,116,13,381,78,2086,136,94,487,12113,1527,1053,417,2
184642,72.45,1.4e+08,127.0338,37.258,193.236714975845,41,680,1072,150,1808,482,116,12,385,80,2092,132,97,482,12200,1534,1067,414,2
184643,72.45,1.35e+08,127.0338,37.258,186.335403726708,41,680,1072,150,1808,482,116,12,385,80,2092,132,97,482,12200,1534,1067,414,2
189351,60,1.65e+08,126.9976,37.2902,275,38,588,927,140,1550,460,111,9,311,90,1812,128,83,476,11175,1318,936,402,2
189353,84,2e+08,126.9662,37.3044,238.095238095238,21,308,678,109,1005,223,80,4,133,40,1034,80,108,166,5688,605,462,219,1
185135,84.73,2.1e+08,126.9671,37.3044,247.846099374484,21,311,678,109,1002,227,81,4,135,44,1039,88,109,179,5729,611,467,221,1
185138,50,8e+07,126.978,37.2995,160,25,381,719,113,1177,282,91,5,193,59,1231,110,99,314,7466,839,610,274,1
184685,606,423180000,127.0089,37.2865,69.8316831683168,41,634,1016,152,1763,471,115,10,348,91,2004,149,70,503,12079,1416,1039,434,2
147233,59.84,1.3e+08,127.0087,37.3053,217.245989304813,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
183912,59.84,1.5e+08,127.0087,37.3053,250.668449197861,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
188773,59.84,1.8e+08,127.0087,37.3053,300.802139037433,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
183911,59.84,1.95e+08,127.0087,37.3053,325.868983957219,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
179626,59.84,1.85e+08,127.0087,37.3053,309.157754010695,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
177031,59.84,1.85e+08,127.0087,37.3053,309.157754010695,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
160225,59.84,1.95e+08,127.0087,37.3053,325.868983957219,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
173858,59.84,1.6e+08,127.0087,37.3053,267.379679144385,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
702,7,626500,126.9529,37.2945,8.95,22,247,581,91,862,154,73,5,107,31,851,49,116,82,4511,481,384,181,3
703,2413,215963500,126.9526,37.2949,8.95,22,244,580,89,857,153,70,5,106,31,841,47,116,79,4491,482,376,177,3
608,249,23978700,126.9558,37.2982,9.63,23,260,605,94,894,165,73,5,115,33,895,59,113,84,4750,511,420,191,3
166414,304,50464000,126.9585,37.3004,16.6,22,283,629,99,909,189,74,5,122,33,942,61,110,109,5043,541,436,198,3
172878,15,1995000,126.9579,37.3001,13.3,22,281,624,99,905,178,74,6,117,33,932,59,113,97,4970,537,435,199,3
172877,440,74360000,126.9582,37.3002,16.9,22,285,627,98,908,181,74,5,117,33,939,59,113,101,5008,540,435,198,3
649,28,2469600,126.9576,37.2998,8.82,22,278,617,97,904,175,73,6,117,33,923,59,114,93,4944,533,434,198,3
172879,105,14805000,126.9578,37.3,14.1,22,281,622,98,905,178,74,6,117,33,932,59,113,95,4963,537,435,199,3
598,390,34398000,126.956,37.2988,8.82,23,260,606,95,896,167,71,5,116,33,897,58,114,84,4766,519,419,190,3
601,3040,292752000,126.956,37.2982,9.63,23,263,607,94,897,166,73,5,116,33,899,59,113,85,4770,511,421,191,3
602,1090,104967000,126.9557,37.2981,9.63,23,259,603,94,893,165,73,5,115,33,894,59,113,84,4741,510,420,191,3
603,38,3659000,126.9559,37.2985,9.62894736842105,23,259,605,95,895,165,72,5,116,33,897,58,113,84,4755,516,419,190,3
604,122,11748600,126.9557,37.2984,9.63,23,258,603,95,894,164,72,5,115,33,890,58,113,83,4735,514,418,190,3
605,7,674100,126.956,37.2986,9.63,23,260,606,95,896,166,72,5,116,33,897,58,114,85,4765,516,420,190,3
606,20,1926000,126.9558,37.2985,9.63,23,259,604,95,895,165,72,5,115,33,895,58,113,84,4741,516,418,190,3
607,5,481500,126.956,37.2986,9.63,23,260,606,95,896,166,72,5,116,33,897,58,114,85,4765,516,420,190,3
599,15,1444500,126.9558,37.2985,9.63,23,259,604,95,895,165,72,5,115,33,895,58,113,84,4741,516,418,190,3
181492,22,2118600,126.956,37.2986,9.63,23,260,606,95,896,166,72,5,116,33,897,58,114,85,4765,516,420,190,3
181494,14,1348200,126.9558,37.2985,9.63,23,259,604,95,895,165,72,5,115,33,895,58,113,84,4741,516,418,190,3
714,289,25865500,126.9501,37.294,8.95,21,227,554,85,827,148,68,5,101,27,783,42,120,66,4214,445,343,159,3
715,1005,89947500,126.9501,37.2939,8.95,21,227,554,85,827,148,68,5,101,27,782,42,120,66,4214,445,343,159,3
716,651,58264500,126.95,37.2938,8.95,21,227,553,85,825,148,68,5,100,27,780,42,120,66,4203,444,342,159,3
926,1989,270504000,126.9491,37.2693,13.6,17,195,448,72,689,137,64,7,107,22,611,30,108,119,3735,454,316,140,4
956,101,10908000,126.9489,37.2655,10.8,16,192,455,63,591,130,62,7,104,15,608,29,103,116,3617,432,274,126,4
957,516,55728000,126.9489,37.2652,10.8,16,192,454,62,585,129,62,7,104,15,603,29,100,115,3616,429,277,126,4
960,2969,290368200,126.9486,37.265,9.78,16,191,452,62,581,126,62,7,100,14,595,30,101,109,3595,423,277,126,4
961,1197,117066600,126.9484,37.2647,9.78,16,192,446,60,568,123,64,7,98,14,583,30,102,108,3578,415,277,127,4
993,2251,213845000,126.9477,37.2632,9.5,16,187,413,55,549,118,63,7,95,13,558,31,104,98,3475,399,274,126,4
994,887,84265000,126.9476,37.2637,9.5,17,187,419,54,556,118,63,7,95,14,559,31,104,97,3473,400,276,126,4
995,981,93195000,126.9475,37.2636,9.5,17,187,416,54,553,118,63,7,95,14,556,31,104,94,3453,398,275,126,4
996,116,11020000,126.9471,37.2636,9.5,17,187,409,54,548,116,63,7,95,13,550,30,107,84,3388,387,273,125,4
997,1742,165490000,126.9473,37.2631,9.5,16,185,407,53,538,117,63,7,95,13,549,30,104,87,3392,387,273,125,4
1014,162,13203000,126.9482,37.2614,8.15,16,185,422,56,538,116,63,7,96,13,550,31,99,103,3432,391,280,128,4
1015,152,12388000,126.9481,37.2616,8.15,16,184,422,55,533,116,63,7,96,13,551,31,100,100,3428,393,275,125,4
1016,134,10921000,126.9482,37.2611,8.15,16,182,425,57,521,115,63,7,95,13,543,31,99,100,3412,379,270,127,4
1017,124,10106000,126.9482,37.2616,8.15,16,185,422,55,537,116,63,7,97,13,552,31,100,103,3443,393,275,125,4
1018,84,6846000,126.9482,37.2609,8.15,16,181,420,56,518,115,63,7,94,13,546,31,100,99,3409,378,267,127,4
166170,53,4319500,126.9483,37.2614,8.15,16,185,422,57,541,117,63,7,96,13,550,31,99,103,3448,392,280,128,4
166172,624,50856000,126.9485,37.2615,8.15,16,186,426,56,549,117,62,7,98,13,560,31,99,105,3495,396,281,126,4
166174,17,1385500,126.9483,37.261,8.15,16,182,424,57,526,115,63,7,95,13,546,31,99,103,3426,380,271,128,4
166176,171,13936500,126.9482,37.2613,8.15,16,183,422,57,531,116,63,7,95,13,547,31,99,101,3425,387,277,127,4
166177,1230,100245000,126.9485,37.2613,8.15,16,185,427,57,545,117,63,7,99,13,555,31,99,105,3483,397,280,128,4
924,198,23562000,126.949,37.2687,11.9,17,194,445,69,650,136,64,7,106,21,602,30,106,117,3670,445,310,137,4
922,1963,296413000,126.9489,37.2678,15.1,17,193,454,66,588,134,63,7,104,20,602,30,108,116,3595,433,282,129,4
1041,937,29234400,126.9487,37.2577,3.12,14,170,401,59,490,111,62,6,88,16,513,31,99,90,3237,350,248,120,4
909,111,6915300,126.9609,37.2674,6.23,23,279,583,86,927,198,76,8,142,30,907,75,90,161,5001,614,415,188,3
175374,1,62300,126.961,37.2674,6.23,23,280,584,86,928,199,76,7,143,30,912,75,90,163,5017,618,417,188,1
919,1148,109060000,126.9488,37.2674,9.5,17,191,452,65,587,133,62,7,102,20,599,30,107,116,3587,430,277,128,4
920,259,24605000,126.9488,37.2679,9.5,17,192,452,66,586,134,63,7,103,20,599,30,108,116,3587,433,282,128,4
921,286,27170000,126.9488,37.2677,9.5,17,192,452,65,584,134,63,7,102,20,600,30,107,116,3588,432,281,128,4
147238,164.64,1.6e+08,126.9955,37.3061,97.1817298347911,29,419,690,108,1176,340,88,7,210,66,1336,115,91,343,7765,918,625,291,1
189350,100.54,2.25e+08,126.9967,37.3024,223.791525760891,31,452,727,112,1238,358,97,7,225,72,1442,111,85,368,8505,1030,667,309,2
176640,56.71,9.5e+07,126.9937,37.304,167.5189560924,28,424,713,109,1193,331,94,7,210,67,1365,111,88,345,7945,929,635,299,1
183910,43.03,9e+07,126.9937,37.304,209.156402509877,28,424,713,109,1193,331,94,7,210,67,1365,111,88,345,7945,929,635,299,1
190531,59.84,1.6e+08,127.0087,37.3053,267.379679144385,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
184689,299.89,1.5e+08,127.0172,37.2475,50.0183400580213,37,612,1031,134,1551,426,119,12,328,72,1956,125,66,450,11147,1205,954,389,2
185323,553.07,1.12e+08,126.9692,37.2569,20.2506011897228,28,342,670,93,1033,220,85,8,187,36,1105,74,71,219,6485,721,559,256,1
177691,17.16,4.8e+07,127.0295,37.2368,279.72027972028,44,613,1067,126,1656,379,103,11,340,58,1879,101,77,393,10923,1348,934,362,2
177692,17.1,4.8e+07,127.0295,37.2368,280.701754385965,44,613,1067,126,1656,379,103,11,340,58,1879,101,77,393,10923,1348,934,362,2
160441,84.83,1.85e+08,127.0287,37.2355,218.083225274078,45,604,1061,121,1650,365,105,11,333,56,1857,91,76,388,10804,1330,927,354,2
183909,32.62,8.3e+07,127.0254,37.2627,254.445125689761,41,697,1146,164,2015,516,114,13,390,80,2164,154,84,488,12793,1572,1153,452,2
188242,59.95,1.8e+08,127.0379,37.2542,300.250208507089,39,659,1035,145,1739,453,121,10,376,74,2011,128,97,468,11985,1511,1028,394,2
169073,230.4,5.5e+07,127.0078,37.2742,23.8715277777778,45,690,1080,164,1828,497,121,11,376,87,2137,153,71,506,12774,1514,1071,446,2
179613,19,5e+07,127.0056,37.2739,263.157894736842,44,679,1080,165,1824,495,120,11,373,87,2104,153,72,506,12730,1503,1069,447,2
160227,66.27,1.4e+08,127.0042,37.2841,211.2569790252,42,644,1043,159,1786,474,117,11,351,91,2023,152,71,504,12181,1425,1042,438,2
162218,71.45,1.3e+08,127.0042,37.2841,181.945416375087,42,644,1043,159,1786,474,117,11,351,91,2023,152,71,504,12181,1425,1042,438,2
190528,84.94,2.1e+08,127.0003,37.2821,247.233341182011,41,645,1037,156,1774,476,116,11,352,91,2000,152,71,505,12192,1408,1037,437,2
176641,59.98,1.85e+08,126.9923,37.2844,308.436145381794,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
179206,39.99,1.45e+08,126.9923,37.2844,362.590647661915,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
188240,59.98,1.9e+08,126.9923,37.2844,316.77225741914,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
188241,59.57,1.85e+08,126.9923,37.2844,310.55900621118,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
188245,59.57,1.9e+08,126.9923,37.2844,318.952492865536,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
188768,59.98,1.95e+08,126.9923,37.2844,325.108369456485,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
188776,59.98,2e+08,126.9923,37.2844,333.444481493831,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
190510,95,2.15e+08,126.9923,37.2844,226.315789473684,36,587,946,136,1532,455,112,8,316,88,1805,129,82,502,11279,1253,942,397,2
147265,303.85,1.7e+08,127.0276,37.268,55.9486588777357,42,713,1212,172,2134,513,118,14,401,84,2254,152,82,487,13118,1617,1197,473,2
184688,386.34,2e+08,127.031,37.2586,51.7678728581043,41,683,1086,153,1819,487,116,13,386,78,2109,136,93,488,12219,1525,1074,425,2
187105,49.68,1.4e+08,127.0441,37.2653,281.803542673108,42,668,1067,150,1791,472,123,12,384,74,2056,129,101,486,11897,1542,1068,411,2
184508,59.94,1.6e+08,127.0633,37.252,266.933600266934,44,613,1048,138,1659,391,109,9,345,60,1861,85,96,299,10647,1342,925,352,2
1050,145,20010000,127.0089,37.2858,13.8,41,637,1020,154,1767,472,115,11,349,91,2013,149,67,503,12116,1422,1041,435,2
1048,122,16836000,127.0088,37.2857,13.8,41,637,1020,154,1768,472,115,11,349,91,2014,149,67,503,12124,1424,1043,435,2
1049,208,28704000,127.0087,37.2858,13.8,41,638,1020,154,1768,472,115,11,349,91,2011,149,67,503,12127,1424,1045,435,2
1051,139,19182000,127.0086,37.2857,13.8,41,639,1023,154,1771,472,115,11,349,91,2014,149,68,503,12138,1424,1045,435,2
1052,106,14628000,127.0087,37.2857,13.8,41,639,1022,154,1770,472,115,11,349,91,2014,149,67,503,12133,1424,1045,435,2
1053,16,2208000,127.0085,37.2857,13.8,42,639,1023,155,1771,472,115,11,349,91,2013,149,68,503,12136,1424,1045,435,2
1175,40,14400000,127.0231,37.2938,36,41,643,1006,154,1786,452,106,10,368,89,2051,150,90,477,12105,1485,1084,438,2
122339,1062,254880000,126.9862,37.2725,24,36,556,979,137,1542,414,118,9,312,74,1775,127,66,502,10792,1157,927,399,2
97279,481.9,549366000,127.0098,37.288,114,41,630,998,151,1731,469,114,10,347,91,1978,148,72,503,11994,1412,1027,428,2
1043,59.4,165006000,127.0012,37.2975,277.787878787879,34,548,817,119,1415,417,108,8,284,82,1677,117,86,462,10285,1254,873,374,2
1069,4,1384000,127.017,37.2954,34.6,37,613,948,144,1685,449,103,9,339,89,1935,143,86,476,11663,1414,1001,413,2
23,24.78,28001400,127.0087,37.3053,113,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
24,24.78,28001400,127.0087,37.3053,113,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
25,24.78,28001400,127.0087,37.3053,113,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
26,50.31,56850300,127.0087,37.3053,113,31,473,740,117,1304,374,83,7,254,74,1507,112,104,394,9037,1145,744,320,2
156,595,322886660,127.0442,37.2934,54.2666655462185,34,608,1059,159,1912,424,85,11,359,75,2013,147,88,467,11338,1417,1069,427,2
157,730,397448500,127.0452,37.2936,54.445,34,600,1046,158,1894,422,86,8,351,72,1989,147,87,464,11126,1393,1065,423,2
158,960,511999680,127.0452,37.2932,53.3333,34,606,1060,159,1921,423,86,9,356,72,1997,147,88,464,11187,1402,1075,428,2
159,603,443406000,127.0453,37.2935,73.5333333333333,34,601,1050,159,1907,422,86,8,351,72,1985,147,87,464,11119,1390,1069,423,2
160,809,594884660,127.0455,37.2936,73.5333325092707,34,598,1046,159,1903,422,86,8,351,72,1981,147,87,464,11080,1385,1064,421,2
161,661,502789640,127.0459,37.2937,76.0649984871407,34,593,1039,157,1897,420,86,8,351,72,1971,147,88,460,10995,1378,1058,418,2
162,578,178688700,127.0463,37.2937,30.915,33,591,1043,157,1885,415,86,8,350,72,1958,147,87,460,10951,1376,1043,414,2
163,582,171922800,127.0467,37.2936,29.54,33,589,1038,156,1869,414,87,8,352,72,1952,146,86,458,10907,1376,1029,412,2
164,1276,704352000,127.0475,37.2935,55.2,33,584,1023,156,1872,413,88,8,349,72,1926,145,86,448,10742,1364,1023,407,2
