"category","longitude","latitude","SW8","PNU","PNILP","PAREA","JIMOK","SPFC1","SPFC2","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE","MT1","CS2","PS3","SC4","AC5","PK6","OL7","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"library",126.9897092,37.4187291,1,4.12901e+18,435000,18945,22,44,0,930,2,7,1,2,5,19,3,36,16,1,10,3,55,4,2,0,150,27,25,11
"library",127.0074163,37.424736,0,4.12901e+18,2537000,1255,8,13,0,330,2,7,6,0,3,15,0,10,9,0,0,4,13,2,3,0,27,5,1,1
"library",126.8514147,37.4652995,0,4.12101e+18,1157000,5027,8,44,0,160,2,7,6,0,13,38,6,49,26,4,15,0,70,4,2,3,338,17,21,13
"library",126.8879877,37.4452882,0,4.12101e+18,442200,31775.9,22,43,0,930,2,7,1,3,18,41,6,63,13,3,14,0,54,2,0,0,250,33,35,9
"library",126.8722073,37.4769468,1,4.12101e+18,2656000,2950.1,8,14,0,160,2,4,1,1,52,81,10,197,30,3,53,5,150,11,5,14,926,121,124,34
"library",126.8737104,37.4678555,0,4.12101e+18,1708000,30410.9,22,43,0,160,2,7,4,3,33,124,11,236,25,0,31,6,132,8,4,18,738,75,112,32
"library",127.2528784,37.4105611,0,4.16101e+18,513100,7726,8,43,0,160,2,7,5,2,41,47,6,100,34,5,17,3,108,4,1,25,759,81,85,27
"library",127.3454142,37.3486787,0,4.16103e+18,467700,3958,8,43,0,330,3,7,6,1,6,11,3,13,6,3,2,0,30,2,9,10,167,14,17,7
"library",127.2312356,37.3692377,0,4.16103e+18,1564000,2566,8,14,0,240,2,4,6,1,3,7,0,1,1,1,0,0,16,2,0,0,59,2,3,3
"library",127.167459,37.350609,0,4.16103e+18,642600,364,28,64,0,430,2,4,8,0,10,13,1,2,0,1,4,0,30,1,2,0,53,10,0,0
"library",127.2908077,37.3875586,0,4.16103e+18,470400,4427,8,64,0,160,2,4,8,0,9,12,2,11,3,1,4,0,19,3,11,3,98,9,6,3
"library",127.134575,37.5951987,0,4.13101e+18,1326000,1668.6,8,13,0,160,2,7,6,2,54,69,10,200,35,4,28,8,196,10,4,81,1600,128,161,58
"library",127.13425,37.587,0,4.13101e+18,1806000,1906.2,8,15,0,160,2,1,6,1,19,51,10,164,13,3,12,1,82,12,4,0,343,46,58,22
"library",127.14909,37.59633,1,4.13101e+18,1534000,1229.4,8,13,0,160,2,2,9,1,51,54,11,148,27,2,22,3,190,5,2,44,1508,105,136,49
"library",127.13813,37.59157,0,4.13101e+18,3876000,4815.6,8,16,0,240,2,3,5,1,63,77,12,210,27,3,23,5,214,14,4,75,1692,124,116,45
"library",127.13308,37.60652,1,4.13101e+18,1971000,742,8,15,0,330,2,4,6,2,40,84,7,178,21,4,21,5,134,5,0,38,859,101,126,43
"library",127.1459119,37.6048654,1,4.13101e+18,2070000,5800.1,8,14,0,160,2,4,5,2,48,75,8,164,35,4,34,4,165,6,3,51,1449,131,150,45
"library",127.145419,37.586308,0,4.13101e+18,1653000,1455.6,8,14,0,160,2,4,2,1,30,50,11,170,11,5,11,1,110,5,1,0,529,47,62,27
"library",126.9392712,37.3654002,3,4.14101e+18,2441000,1074.8,8,14,0,240,2,3,2,2,49,94,8,185,58,4,40,3,170,20,4,50,1205,114,131,45
"library",126.9376125,37.3617052,1,4.14101e+18,2000000,172.5,8,14,0,310,2,3,7,4,45,110,9,215,63,3,41,5,169,17,5,45,1032,124,140,47
"library",126.9417101,37.3646266,2,4.14101e+18,1950000,330.8,8,14,0,330,2,3,6,1,47,78,8,127,63,4,32,1,150,19,2,46,978,85,73,34
"library",126.9408751,37.3642081,3,4.14101e+18,2585000,202.3,8,14,0,210,2,4,1,1,50,80,8,151,65,4,37,2,165,19,4,46,1130,112,120,50
"library",126.9434609,37.3601619,2,4.14101e+18,2347000,198.7,8,14,0,330,2,3,4,1,41,61,6,94,63,2,24,2,139,19,2,48,715,66,42,27
"library",126.9354998,37.3611454,1,4.14101e+18,2948000,40001,8,22,0,240,2,4,2,4,38,120,12,227,62,2,38,8,160,17,6,21,955,122,136,44
"library",126.9354998,37.3611454,1,4.14101e+18,2948000,40001,8,22,0,240,2,4,2,4,38,120,12,227,62,2,38,8,160,17,6,21,955,122,136,44
"library",126.9347605,37.3598223,1,4.14101e+18,2834000,2597.6,8,22,0,220,2,3,4,4,34,114,16,223,59,2,36,7,145,15,5,21,883,116,130,42
"library",126.9390939,37.3500574,1,4.14101e+18,2891000,12111.8,8,22,0,240,2,4,2,3,27,84,12,137,37,2,14,2,135,6,1,15,502,47,68,26
"library",126.939042,37.3584406,2,4.14101e+18,1890000,500,8,14,0,160,2,1,6,5,43,86,7,191,70,3,39,5,176,19,4,32,1067,124,142,47
"library",126.930961,37.3524569,2,4.14101e+18,1990000,69278.4,8,15,0,140,2,7,2,3,23,79,12,175,30,1,23,5,91,9,6,12,616,97,111,32
"library",126.9307462,37.3416115,0,4.14101e+18,1944000,1200.1,25,14,0,330,2,4,6,1,7,37,6,29,3,3,1,1,28,0,3,0,120,31,10,4
"library",126.9344157,37.3409834,0,4.14101e+18,2150000,17511,8,15,0,140,2,7,4,1,8,34,6,39,5,2,3,1,29,1,3,0,139,38,11,4
"library",126.9451679,37.353715,1,4.14101e+18,1662000,1037,8,14,0,160,2,3,8,2,35,62,7,85,50,2,21,1,145,5,1,17,607,50,54,21
"library",126.9438741,37.351087,2,4.14101e+18,2804000,620.2,8,22,0,210,2,2,7,3,30,68,10,90,47,1,20,2,136,5,2,16,559,63,58,24
"library",126.9430786,37.3463472,2,4.14101e+18,3202000,1380.6,8,16,0,240,2,2,2,3,27,62,8,86,37,2,15,2,114,4,2,15,524,71,51,22
"library",126.9459444,37.3474117,2,4.14101e+18,1724000,154.1,8,14,0,110,2,4,6,3,29,69,9,103,44,2,18,4,137,4,1,15,634,71,57,23
"library",126.9390939,37.3500574,1,4.14101e+18,2070000,39911.6,8,15,0,140,2,4,2,3,27,84,12,137,37,2,14,2,135,6,1,15,502,47,68,26
"library",126.9383311,37.3443121,1,4.14101e+18,2400000,412.2,8,14,0,210,2,2,5,2,19,55,8,79,16,2,8,1,80,1,3,3,344,57,44,15
"library",126.9366123,37.342974,0,4.14101e+18,2150000,59970.9,8,14,0,140,2,4,5,1,13,46,8,68,10,2,7,1,55,1,2,0,259,48,30,10
"library",126.9363487,37.3451364,0,4.14101e+18,1653000,2348.1,8,14,0,160,2,3,5,1,17,69,10,90,12,2,8,1,81,2,1,0,324,48,44,15
"library",126.9539719,37.3608044,1,4.14101e+18,1561000,27451,9,32,0,410,2,7,5,0,26,34,2,33,29,5,17,0,84,3,0,24,468,40,32,22
"library",126.9536993,37.3487558,2,4.14101e+18,1700000,24471,9,32,0,410,2,7,1,2,25,40,5,63,31,3,17,3,105,5,2,15,592,63,52,20
"library",126.9548334,37.3472245,2,4.14101e+18,1689000,971.1,8,14,0,160,2,1,7,1,22,35,5,53,27,3,14,3,83,1,3,15,484,53,37,13
"library",126.9568841,37.345243,1,4.14101e+18,2240000,54617.9,8,15,0,140,2,4,5,0,13,26,4,23,21,4,6,3,44,1,3,0,220,35,7,5
"library",126.9153469,37.3302814,1,4.14101e+18,1710000,1508.4,8,14,0,160,2,2,5,0,3,8,2,11,7,2,0,0,17,2,6,1,65,12,2,1
"library",126.935676,37.3239978,0,4.14101e+18,1834000,3500.3,8,14,0,330,2,2,5,0,4,14,3,13,1,1,0,0,14,0,5,0,49,11,3,3
"library",126.9404863,37.3247104,1,4.14101e+18,1900000,28597.4,8,14,0,140,2,4,5,1,5,14,3,13,4,2,2,0,21,1,4,3,106,16,8,3
"library",126.9459426,37.3246625,1,4.14101e+18,1503000,241.5,8,13,0,330,2,2,6,1,16,28,3,39,6,1,6,0,46,2,2,6,235,21,24,14
"library",126.9445981,37.3242474,1,4.14101e+18,1900000,36783.2,8,14,0,140,2,4,5,1,14,21,3,30,5,1,6,0,43,2,3,6,228,21,23,13
"library",126.9305619,37.3347496,0,4.14101e+18,2150000,36592.8,8,15,0,140,2,7,4,0,5,9,1,4,2,3,1,0,12,0,3,0,84,28,5,1
"library",126.9301936,37.3376796,0,4.14101e+18,2150000,30435,8,15,0,140,2,7,4,0,5,19,2,11,3,4,1,0,18,0,4,0,104,29,6,2
"library",126.9316462,37.3385851,0,4.14101e+18,2150000,23670.6,8,15,0,140,2,7,4,1,7,25,4,19,4,4,1,0,21,0,3,0,124,32,7,2
"library",126.9379985,37.3755307,2,4.14101e+18,2315000,540.4,8,15,0,330,2,7,7,0,32,62,5,83,37,9,20,2,96,5,2,24,658,45,53,19
"library",126.9321487,37.3721577,1,4.14101e+18,313500,63271.5,22,43,0,930,2,7,2,1,22,92,11,114,33,2,18,5,93,8,2,10,524,40,64,21
"library",126.930011,37.3652798,1,4.14101e+18,2770000,464.2,8,22,0,220,2,2,7,5,31,108,11,248,49,2,45,9,143,18,4,13,898,127,164,51
"library",126.9284874,37.3614765,1,4.14101e+18,313500,40020.7,22,43,0,930,2,2,2,5,30,117,16,228,40,1,38,9,120,18,4,13,737,115,131,39
"library",126.9264756,37.3593597,2,4.14101e+18,1784000,667.7,8,14,0,160,2,1,1,5,26,106,16,225,37,1,36,10,108,20,6,13,732,116,130,40
"library",126.9218473,37.3596595,0,4.14101e+18,2249000,667.9,8,14,0,240,2,4,5,5,18,70,13,169,23,1,29,9,69,6,7,9,657,96,111,32
"library",126.9157251,37.3553231,0,4.14101e+18,1623000,10730.2,8,13,0,160,2,4,4,1,3,28,9,29,5,0,4,2,21,4,10,2,57,13,6,4
"library",126.9385783,37.3733685,2,4.14101e+18,2248000,788,8,14,0,330,2,2,7,0,37,77,7,96,34,7,21,1,118,9,3,32,671,46,51,19
"library",126.7069315,37.6258068,0,4.15701e+18,942200,3816,8,13,0,160,3,7,8,3,24,43,9,80,15,6,11,1,70,2,0,16,642,38,47,20
"library",126.6314373,37.6616235,0,4.15703e+18,103900,27831.9,22,43,0,930,2,4,5,1,11,19,4,12,6,3,5,2,31,4,0,1,172,13,15,3
"library",126.5920603,37.693983,0,4.15703e+18,395300,6313,8,43,0,160,2,4,4,2,9,12,4,14,7,3,4,1,11,3,0,15,277,17,20,7
"library",127.1592868,37.6074597,1,4.13601e+18,2489000,7595,8,43,0,220,2,7,1,3,15,62,12,91,10,1,19,1,111,8,1,2,411,51,56,21
"library",127.1200961,37.6506001,0,4.13601e+18,557700,109645.8,22,43,0,930,2,7,5,1,22,23,6,43,3,5,8,1,79,2,1,2,316,53,35,8
"library",127.1178283,37.7083499,0,4.13603e+18,2155000,2501.2,8,16,0,330,2,4,1,1,12,31,3,33,8,0,2,0,25,4,1,12,162,8,12,4
"library",127.1978694,37.6979608,0,4.13603e+18,522900,5799,28,43,0,160,2,7,4,1,13,30,5,36,2,3,3,2,46,2,0,0,199,10,14,7
"library",127.2174983,37.5856854,2,4.13603e+18,2178000,3100,8,14,0,160,2,7,7,3,21,71,7,125,10,0,22,2,97,7,2,4,428,47,60,24
"library",127.1774389,37.6551356,1,4.13603e+18,645100,793,8,44,0,160,2,7,6,1,12,32,4,29,7,3,5,1,44,2,3,2,213,18,14,11
"library",127.1929216,37.7156893,0,4.13603e+18,290700,150387.3,22,43,0,930,3,7,2,3,23,39,5,58,7,2,13,2,74,1,2,7,376,50,50,19
"library",127.1941965,37.7296018,0,4.13603e+18,526100,5003,1,43,0,160,2,7,6,1,11,31,2,19,3,2,1,1,32,3,1,0,135,15,10,3
"library",127.1452884,37.6491214,1,4.13604e+18,1615000,403,8,15,0,160,2,7,5,1,16,29,3,36,6,1,7,1,55,5,0,5,265,18,30,11
"library",127.2388903,37.6417431,0,4.13601e+18,1516000,3171.3,8,15,0,160,2,7,6,2,21,69,7,103,6,1,7,0,67,3,1,1,297,41,30,10
"library",127.3058147,37.6501371,1,4.13603e+18,2073000,596.1,8,23,0,240,2,4,5,6,27,30,9,79,11,2,19,1,73,5,1,5,558,57,56,23
"library",127.0474073,37.9068364,1,4.12501e+18,575000,3375,8,14,0,160,2,4,5,1,17,12,2,13,32,2,8,8,54,6,0,29,512,27,39,29
"library",127.054473,37.9053733,1,4.12501e+18,1112000,4567,8,22,0,930,0,7,0,1,28,33,9,20,49,3,9,9,88,7,3,33,667,34,39,31
"library",127.0700543,37.9001024,0,4.12501e+18,80500,83047,23,43,0,940,0,7,0,0,9,25,1,10,13,1,3,0,17,2,2,2,136,5,1,2
"library",127.0513705,37.8921183,1,4.12501e+18,264000,17745.9,22,43,0,930,0,7,0,2,38,74,8,82,19,4,12,3,88,2,0,4,515,45,41,16
"library",126.7966433,37.4679426,0,4.11901e+18,99000,33748,22,44,0,930,2,7,1,1,19,43,10,77,10,2,10,1,78,3,4,1,316,26,29,14
"library",126.783965,37.4803684,1,4.11901e+18,1291000,992,5,14,0,160,3,7,6,3,87,53,5,97,41,1,31,10,297,4,4,138,1765,208,113,50
"library",127.1070933,37.3490948,2,4.11351e+18,6507000,3738.9,11,21,0,210,2,4,5,4,42,50,6,244,16,4,30,4,128,4,3,1,719,137,109,34
"library",127.1076886,37.3455298,4,4.11351e+18,2913000,5282.7,8,14,0,160,2,4,4,5,55,52,2,248,23,5,35,6,147,5,4,1,953,164,131,36
"library",127.1155628,37.3375428,1,4.11351e+18,3740000,702,8,23,0,210,2,2,6,4,34,65,10,181,16,8,25,5,135,6,1,0,537,105,82,26
"library",127.1172452,37.3367194,1,4.11351e+18,3420000,1402.2,25,15,0,160,2,4,2,3,34,68,11,195,14,7,29,4,141,6,1,0,524,101,83,25
"library",127.1208428,37.3396207,0,4.11351e+18,3024000,750,8,15,0,160,2,3,1,1,21,48,10,150,13,1,22,3,87,3,0,0,362,61,50,20
"library",127.1104885,37.3493115,2,4.11351e+18,6379000,1067.6,8,21,0,210,2,3,7,4,35,48,7,241,18,4,28,3,117,4,3,1,682,125,107,34
"library",127.1119408,37.3514077,2,4.11351e+18,3590000,43822.5,8,15,0,140,2,4,2,3,38,51,11,246,19,2,29,11,113,4,4,1,671,130,109,33
"library",127.1055807,37.3554214,2,4.11351e+18,6400000,31677.7,8,21,0,310,2,2,2,4,40,34,8,250,20,2,37,10,122,6,6,1,797,155,111,31
"library",127.1076673,37.3875248,1,4.11351e+18,53000,423469.3,22,43,0,930,3,7,2,3,10,15,5,35,9,2,9,3,51,2,8,0,260,108,21,5
"library",127.1136251,37.3935489,1,4.11351e+18,5088000,65893.5,8,15,0,140,2,4,2,3,36,36,10,50,20,3,37,4,130,5,7,1,624,199,67,17
"library",127.1196495,37.3926347,3,4.11351e+18,4715000,54021.9,8,15,0,140,2,4,5,5,46,54,12,198,29,3,63,5,189,5,3,13,956,233,167,48
"library",127.1162764,37.3875491,2,4.11351e+18,4135000,71383.8,8,15,0,140,2,4,1,3,48,35,9,183,33,3,62,6,150,4,9,14,1038,295,139,42
"library",127.11504,37.388336,2,4.11351e+18,5837000,1230.7,8,23,0,210,2,3,2,4,49,33,7,122,34,3,65,5,149,4,9,14,1010,291,140,39
"library",127.116024,37.3908074,2,4.11351e+18,4449000,78168.3,8,15,0,140,2,4,2,5,47,41,9,131,35,4,59,5,172,5,8,14,974,274,158,45
"library",127.1122365,37.3893406,1,4.11351e+18,4535000,37946,8,15,0,140,2,2,2,4,32,25,7,55,32,2,43,6,122,4,8,5,551,183,78,24
"library",127.1107017,37.3899872,1,4.11351e+18,4540000,24859.9,8,15,0,140,2,4,2,4,23,25,8,36,18,2,26,4,90,3,8,2,403,139,53,16
"library",127.1107685,37.3893384,1,4.11351e+18,4095000,29321,8,15,0,140,2,4,5,4,23,21,8,38,22,2,28,4,90,3,8,2,414,140,54,16
"library",127.1148689,37.4064251,0,4.11351e+18,4833000,89480.4,8,15,0,140,2,4,2,0,25,42,5,124,10,3,24,2,68,4,1,0,426,111,47,11
"library",127.1182346,37.4063208,0,4.11351e+18,4932000,56785.4,8,15,0,140,2,4,2,1,23,49,7,178,13,4,22,6,76,8,0,2,426,89,61,20
"library",127.117465,37.4024544,0,4.11351e+18,4989000,50161.2,8,15,0,140,2,4,2,1,37,64,12,202,15,3,41,2,131,5,0,1,590,144,87,23
"library",127.1161708,37.403955,0,4.11351e+18,5780000,747.9,8,23,0,210,2,3,2,1,35,58,9,185,12,3,41,2,122,4,0,1,579,142,86,23
"library",127.1138019,37.4029121,1,4.11351e+18,5040000,45865.9,8,15,0,140,2,4,2,2,39,52,6,151,15,3,48,2,114,4,1,1,572,141,83,21
"library",127.1148513,37.4008099,1,4.11351e+18,4856000,30458.1,8,15,0,140,2,4,5,2,38,58,9,159,15,3,51,5,135,4,4,1,691,189,86,22
"library",127.1175408,37.4017948,1,4.11351e+18,5040000,52047.1,8,15,0,140,2,4,2,1,39,66,12,204,15,3,42,2,143,5,0,1,590,144,87,23
"library",127.1195361,37.3951397,2,4.11351e+18,4715000,64306.1,8,15,0,140,2,4,5,4,35,64,12,162,24,4,45,4,163,4,3,2,532,126,98,33
"library",127.1367276,37.3745669,0,4.11351e+18,4350000,1106.5,8,23,0,210,2,2,2,0,18,52,12,234,10,1,22,1,98,4,5,0,297,57,49,19
"library",127.1227555,37.3693527,0,4.11351e+18,3700000,36556.5,8,15,0,140,2,4,2,0,20,59,13,327,13,1,27,1,140,11,2,0,463,72,60,21
"library",127.1449885,37.4079814,0,4.11351e+18,2743000,11468.1,8,13,0,120,2,1,5,2,11,36,6,72,19,2,7,1,55,3,2,0,229,33,20,10
"library",127.1302351,37.4120495,1,4.11351e+18,8065000,752.1,8,22,0,240,2,2,5,4,46,70,9,196,27,1,36,9,141,12,4,5,946,140,112,47
"library",127.1307981,37.4135987,1,4.11351e+18,2718000,215.1,8,13,0,310,2,3,10,4,43,67,8,145,27,1,34,7,135,12,4,5,919,133,107,46
"library",127.1311336,37.4090824,1,4.11351e+18,3427000,37289,8,15,0,140,2,4,2,4,38,66,10,219,27,1,35,16,139,8,1,5,904,118,115,48
"library",127.0751081,37.3900404,0,4.11351e+18,429000,28137.7,22,43,0,930,2,7,2,1,9,14,4,45,7,1,9,2,49,2,2,0,124,35,18,8
"library",127.1333189,37.3903675,1,4.11351e+18,1967000,9427,25,43,41,160,2,7,5,1,18,26,6,110,9,4,23,2,77,0,5,7,485,93,76,23
"library",127.1155093,37.3673885,2,4.11351e+18,4192000,51272.9,8,15,0,140,2,4,2,2,55,67,15,564,22,1,54,4,220,12,5,10,1049,214,141,38
"library",127.1138347,37.3619011,2,4.11351e+18,3950000,470.4,8,23,0,210,2,3,5,3,43,52,15,251,21,3,37,10,156,7,5,10,803,167,93,29
"library",127.1076975,37.3643937,2,4.11351e+18,10800000,1307.3,8,21,0,210,2,2,2,4,57,41,14,371,19,5,47,11,162,6,6,10,957,205,111,25
"library",127.1165786,37.3581033,0,4.11351e+18,2897000,4052.5,8,14,0,160,2,7,6,4,26,64,11,147,11,2,24,9,124,4,5,0,391,84,61,16
"library",127.1063231,37.37276,3,4.11351e+18,8957000,2922.4,8,21,0,240,2,2,2,2,51,23,7,368,22,6,45,4,124,2,3,10,907,183,115,24
"library",127.1127839,37.3687715,2,4.11351e+18,4350000,579.9,8,23,0,210,2,3,5,3,65,55,15,622,26,3,63,2,234,9,5,10,1197,230,170,43
"library",127.1080613,37.3661846,2,4.11351e+18,1601000,62848.3,14,43,21,910,2,0,0,4,59,40,11,382,19,5,49,9,165,6,6,10,996,210,111,26
"library",127.0920699,37.4016192,0,4.11351e+18,3508000,35066.8,8,14,0,140,2,7,4,1,10,6,1,7,2,0,19,1,18,0,2,0,76,26,4,1
"library",127.0934592,37.3998376,0,4.11351e+18,4074000,39855.9,8,15,0,140,2,4,4,1,12,8,2,8,3,0,23,3,19,0,5,0,85,36,4,1
"library",127.0956162,37.3979834,0,4.11351e+18,4158000,56432.9,8,15,0,140,2,4,5,2,16,14,2,29,5,0,26,4,35,1,6,0,183,62,7,2
"library",127.097636,37.3949003,0,4.11351e+18,3685000,51536.4,8,14,0,140,2,4,4,3,13,15,4,50,7,1,23,4,46,1,8,0,169,52,20,5
"library",127.0908701,37.3918999,0,4.11351e+18,75200,946887.3,22,43,0,720,4,7,2,3,10,21,4,59,6,2,8,2,55,1,6,0,181,54,19,6
"library",127.0973133,37.38988,0,4.11351e+18,4111000,73410,8,15,0,140,2,4,4,2,8,20,5,53,6,1,6,2,46,1,8,0,151,46,18,6
"library",127.0863834,37.3908544,0,4.11351e+18,4368000,37297.2,8,15,0,140,2,4,1,2,12,18,3,84,9,2,12,3,71,2,5,0,229,70,32,13
"library",127.0902612,37.3889197,0,4.11351e+18,4801000,1308.5,25,16,0,240,2,4,5,3,9,18,5,57,8,2,5,2,49,1,6,0,187,55,18,6
"library",127.1599736,37.4562024,2,4.11311e+18,3265000,189.8,8,14,0,240,2,4,5,0,55,88,14,156,86,2,23,3,199,18,6,11,690,65,75,44
"library",127.1278215,37.4673276,2,4.11311e+18,3307000,498.2,8,14,0,330,2,2,4,0,20,3,2,12,18,7,4,0,62,2,1,0,168,32,5,3
"library",127.1304475,37.4615042,2,4.11311e+18,2690000,1323.1,8,14,0,160,2,4,5,0,25,6,2,13,18,5,8,0,78,2,1,0,255,39,9,2
"library",127.1527943,37.453999,2,4.11311e+18,2490000,59.8,8,15,0,310,3,2,9,0,39,75,12,107,66,3,20,2,162,16,3,12,530,46,51,34
"library",127.1541706,37.4571292,2,4.11311e+18,2811000,64.5,8,15,0,310,3,3,6,0,34,64,9,110,55,3,19,1,138,13,3,11,520,50,65,35
"library",127.1501845,37.4555954,2,4.11311e+18,4968000,204.5,8,15,0,210,3,7,2,0,27,51,9,68,46,3,13,2,96,17,3,12,372,33,36,25
"library",127.1292423,37.4390271,3,4.11311e+18,3956000,2000,8,16,0,210,2,2,7,0,93,67,8,180,75,4,42,2,321,13,2,125,1769,130,158,60
"library",127.1287467,37.4373157,3,4.11311e+18,4505000,286.9,8,22,0,240,3,2,3,0,86,57,8,167,69,4,40,3,292,12,3,116,1685,121,147,46
"library",127.1368877,37.4402619,4,4.11311e+18,4429000,132.2,8,15,0,240,3,2,5,1,117,104,13,261,95,5,46,3,385,23,2,207,2167,155,211,94
"library",127.1329081,37.4391455,4,4.11311e+18,4056000,368.3,8,15,0,210,3,1,5,1,114,85,8,237,100,6,47,4,372,21,2,151,2159,166,196,72
"library",127.150289,37.4513569,3,4.11311e+18,4137000,364.3,8,15,0,210,3,3,5,0,43,82,10,127,60,4,26,3,181,17,1,34,674,67,87,56
"library",127.1500988,37.4466358,2,4.11311e+18,159800,38071.4,22,43,0,930,3,7,7,1,71,102,8,162,72,2,37,3,250,18,0,153,1422,134,182,82
"library",127.1488541,37.4435307,2,4.11311e+18,2809000,1759.4,8,15,0,160,3,4,7,1,72,93,12,177,82,3,39,4,261,21,0,172,1541,143,187,89
"library",127.1399623,37.4416095,2,4.11311e+18,2180000,122.3,8,15,0,110,3,3,10,1,103,114,13,244,89,3,39,2,363,21,1,220,1988,145,201,90
"library",127.1626179,37.4581017,1,4.11311e+18,2000000,479.3,8,14,0,160,3,2,8,0,48,78,13,133,74,2,21,3,155,16,6,12,572,50,64,36
"library",127.1609609,37.4549,2,4.11311e+18,4700000,1247.3,8,22,0,240,2,4,2,0,56,94,16,166,92,2,23,4,218,17,5,11,788,69,76,44
"library",127.1704356,37.464423,0,4.11311e+18,2070000,1217,24,43,0,210,3,7,1,0,20,25,4,47,23,1,8,1,50,3,1,1,229,18,28,13
"library",127.1409823,37.4496132,0,4.11311e+18,2397000,281.6,8,14,0,310,3,2,9,1,46,105,8,131,59,1,24,2,186,20,1,47,966,61,91,54
"library",127.1330785,37.4511396,1,4.11311e+18,1409000,1110,25,44,0,160,3,7,10,0,36,69,8,86,45,3,19,1,125,8,2,11,593,44,17,21
"library",127.1360382,37.4429154,2,4.11311e+18,5002000,239.7,8,22,0,210,2,3,5,1,100,116,10,241,95,6,42,2,347,23,1,149,1974,138,202,87
"library",127.134658,37.442052,3,4.11311e+18,8213000,1181.2,8,22,0,240,2,4,3,1,101,106,9,251,101,6,41,2,349,23,1,155,1938,144,195,82
"library",127.1330728,37.4453407,2,4.11311e+18,2317000,2170.6,8,14,0,940,3,1,5,1,69,99,8,182,73,3,36,3,283,21,1,82,1431,109,144,63
"library",127.127719,37.4442798,2,4.11311e+18,3579000,62.1,8,15,0,210,3,1,4,0,57,68,7,154,64,4,29,2,233,8,1,53,1094,83,106,47
"library",127.1303171,37.4436823,2,4.11311e+18,3696000,150.7,8,15,0,240,3,2,5,1,65,79,10,176,76,4,36,2,269,19,1,65,1298,96,122,52
"library",127.1278205,37.4428381,3,4.11311e+18,2448000,195.7,8,22,0,160,3,3,9,0,58,69,9,161,64,4,28,1,248,8,1,57,1125,86,104,46
"library",127.1261626,37.4407639,3,4.11311e+18,2707000,1698.1,8,14,0,330,2,7,7,0,60,55,9,151,58,4,28,1,231,9,1,71,1144,94,112,45
"library",127.1735199,37.4510295,0,4.11331e+18,2840000,44447.6,8,15,0,140,3,7,6,1,23,53,9,73,43,1,8,3,79,7,3,0,285,24,16,11
"library",127.1731765,37.4491451,0,4.11331e+18,1864000,271,8,14,0,160,3,7,5,1,27,52,12,77,45,1,11,4,86,5,3,1,394,36,26,14
"library",127.1631693,37.4476276,2,4.11331e+18,1772000,3602.7,8,14,0,160,3,4,7,1,65,117,15,183,102,4,32,6,258,22,3,34,1217,103,112,58
"library",127.1640162,37.4462713,2,4.11331e+18,5212000,975.9,8,16,0,240,2,2,3,1,61,118,17,178,99,4,34,6,249,22,3,26,1201,102,109,58
"library",127.1651198,37.4424603,1,4.11331e+18,3271000,416.5,8,16,0,330,2,3,5,1,61,117,13,151,93,4,32,4,247,11,0,24,1344,93,119,56
"library",127.1647812,37.442641,1,4.11331e+18,2251000,134.9,8,14,0,310,3,3,7,1,59,118,14,156,96,4,32,4,253,11,0,25,1356,93,120,57
"library",127.1527859,37.4164952,0,4.11331e+18,2502000,2783.8,8,14,0,160,2,4,2,1,5,26,2,19,3,4,3,1,19,6,0,0,87,15,12,3
"library",127.1585447,37.4153739,0,4.11331e+18,3218000,40672.1,8,14,0,140,2,4,5,1,4,22,2,17,5,3,3,0,17,6,0,0,86,12,12,2
"library",127.1639412,37.4367603,0,4.11331e+18,1840000,340.2,8,14,0,160,3,3,7,0,50,93,6,82,67,5,33,2,172,12,0,17,1014,62,76,37
"library",127.1630423,37.4370138,0,4.11331e+18,1745000,362.4,8,14,0,160,3,1,6,0,54,94,6,90,69,5,36,2,185,12,0,32,1151,71,96,44
"library",127.1612988,37.4354088,0,4.11331e+18,1723000,198.3,8,14,0,160,3,3,8,0,46,86,7,79,64,4,27,1,152,8,0,14,906,48,59,27
"library",127.1589425,37.4389548,1,4.11331e+18,3085000,515.7,8,14,0,240,3,7,5,0,63,106,7,139,84,5,36,2,237,10,0,97,1481,103,135,64
"library",127.1654437,37.4396739,1,4.11331e+18,2280000,812.2,8,14,0,330,3,4,7,1,62,103,8,121,77,5,42,2,212,14,0,30,1359,92,118,54
"library",127.1663407,37.4385626,0,4.11331e+18,1930000,90.8,8,14,0,310,3,3,9,1,54,95,6,104,71,5,38,3,191,12,0,17,1229,83,94,43
"library",127.1414419,37.4368182,2,4.11331e+18,5385000,802.2,8,22,0,240,2,7,4,1,98,76,14,188,76,6,34,2,306,20,2,222,1887,134,183,70
"library",127.1414299,37.4352505,2,4.11331e+18,2099000,95.4,8,14,0,310,3,1,9,1,88,56,17,170,68,6,31,3,282,19,2,203,1782,115,152,62
"library",127.140241,37.4302675,1,4.11331e+18,536200,8188,8,43,0,940,0,0,0,0,64,40,13,122,51,7,23,4,167,11,1,73,1060,68,59,21
"library",127.1286411,37.4310555,3,4.11331e+18,11480000,3298.4,8,22,0,220,2,7,2,0,52,32,5,104,43,3,29,4,165,6,3,66,1032,79,74,23
